"","GO0010562_positive_regulation_of_phosphorus_metabolic_process"
"Q9NVP1_IDR_1_173",0.482280577028816
"Q9NVP1_IDR_626_670",0.517719422971184
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.339209730639454
"Q9NVR5_IDR_354_517",0.348376508966062
"Q9NVR5_IDR_674_794",0.312413760394484
"Q9NVU0_IDR_145_176",0.512405609616808
"Q9NVU0_IDR_439_554",0.487594390383192
"Q9NVU7_IDR_226_280",0.513529382344614
"Q9NVU7_IDR_452_687",0.486470617655386
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.487241659573436
"Q9NWF9_IDR_35_277",0.512758340426564
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.317435793274467
"Q9NWH9_IDR_70_383",0.31760189462392
"Q9NWH9_IDR_969_1002",0.364962312101614
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.346081676844127
"Q9NWM3_IDR_250_386",0.308599057862328
"Q9NWM3_IDR_87_248",0.345319265293545
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.517556630196522
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.494439784954854
"Q9NX65_IDR_1_50",0.505560215045146
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.519033116713032
"Q9NX94_IDR_276_314",0.480966883286968
"Q9NX95_IDR_1_281",0.240354849728587
"Q9NX95_IDR_305_336",0.234151422226056
"Q9NX95_IDR_344_484",0.28530108439708
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.512700783871213
"Q9NXW2_IDR_53_91",0.487299216128787
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.501595805970848
"Q9NXZ2_IDR_1_65",0.498404194029152
"Q9NY12_IDR_162_217",0.498854407180668
"Q9NY12_IDR_1_62",0.501145592819332
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.247202190500773
"Q9NYB5_IDR_142_182",0.258578323655388
"Q9NYB5_IDR_300_332",0.244170178711334
"Q9NYB5_IDR_667_712",0.250049307132505
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.320334993185426
"Q9NYF5_IDR_621_681",0.320382548080825
"Q9NYF5_IDR_753_837",0.359282458733749
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.499460438141027
"Q9NYP9_IDR_44_76",0.500539561858973
"Q9NYQ6_IDR_2300_2332",0.326043121158731
"Q9NYQ6_IDR_2722_2752",0.348683673819958
"Q9NYQ6_IDR_2754_2998",0.325273205021312
"Q9NYQ7_IDR_181_231",0.327456166565617
"Q9NYQ7_IDR_2788_2818",0.3247609443772
"Q9NYQ7_IDR_2824_3312",0.347782889057184
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.515333060639016
"Q9NYV4_IDR_1_717",0.484666939360984
"Q9NYV6_IDR_1_45",0.345150400762918
"Q9NYV6_IDR_264_301",0.329331159085153
"Q9NYV6_IDR_591_651",0.325518440151929
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.487968879670269
"Q9NZ71_IDR_1141_1219",0.241790436850159
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.250244206699339
"Q9NZ94_IDR_639_702",0.241434745102185
"Q9NZ94_IDR_734_806",0.262062358488112
"Q9NZ94_IDR_818_848",0.246258689710364
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.538766089389222
"Q9NZB2_IDR_894_1118",0.461233910610778
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.479598387992019
"Q9NZC9_IDR_859_954",0.520401612007981
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.501746826116702
"Q9NZI5_IDR_73_112",0.498253173883298
"Q9NZM3_IDR_818_886",0.256818347830628
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.501073796606949
"Q9NZM5_IDR_92_417",0.498926203393051
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.163302358380436
"Q9NZN5_IDR_1267_1405",0.172489770451338
"Q9NZN5_IDR_1422_1489",0.172105489659491
"Q9NZN5_IDR_149_345",0.163506543322691
"Q9NZN5_IDR_1_64",0.163095635554782
"Q9NZN5_IDR_564_764",0.165500202631262
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.5066416377023
"Q9NZQ8_IDR_669_714",0.4933583622977
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.505242719712351
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.327389137042938
"Q9P0K1_IDR_202_233",0.306174894924155
"Q9P0K1_IDR_766_906",0.366435968032907
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.329343592704144
"Q9P0K8_IDR_1_64",0.329502068762227
"Q9P0K8_IDR_469_563",0.341154338533629
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.514447562492981
"Q9P0L1_IDR_241_356",0.485552437507019
"Q9P0L2_IDR_1_53",0.508226781955842
"Q9P0L2_IDR_374_703",0.491773218044158
"Q9P0L9_IDR_1_74",0.492880868243031
"Q9P0L9_IDR_742_805",0.507119131756969
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.44050483772808
"Q9P0M4_IDR_41_103",0.55949516227192
"Q9P0X4_IDR_1736_2223",0.253885373122107
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.322747067028812
"Q9P107_IDR_355_479",0.335931527772546
"Q9P107_IDR_761_933",0.341321405198642
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.324184606889636
"Q9P1A6_IDR_21_162",0.349537234520956
"Q9P1A6_IDR_978_1040",0.326278158589408
"Q9P1Q0_IDR_1_60",0.472951626681857
"Q9P1Q0_IDR_481_575",0.527048373318143
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.253502129498674
"Q9P215_IDR_575_609",0.505275010064672
"Q9P215_IDR_92_151",0.494724989935328
"Q9P217_IDR_119_175",0.331600763129495
"Q9P217_IDR_25_59",0.336974598907464
"Q9P217_IDR_455_485",0.331424637963041
"Q9P218_IDR_119_151",0.5029407047266
"Q9P218_IDR_992_1284",0.4970592952734
"Q9P219_IDR_1329_2016",0.250199658651299
"Q9P219_IDR_221_259",0.290870601028505
"Q9P219_IDR_297_784",0.228750008228284
"Q9P219_IDR_888_1063",0.230179732091912
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.350904501982784
"Q9P227_IDR_809_899",0.308541874273729
"Q9P273_IDR_1_295",0.479363452562655
"Q9P273_IDR_338_375",0.520636547437345
"Q9P275_IDR_1046_1123",0.513672318809137
"Q9P275_IDR_426_1044",0.486327681190863
"Q9P278_IDR_180_304",0.26821020248417
"Q9P278_IDR_576_717",0.235373521060721
"Q9P278_IDR_726_922",0.247116707380308
"Q9P278_IDR_93_123",0.249299569074801
"Q9P281_IDR_1_164",0.539016271425923
"Q9P281_IDR_167_2471",0.460983728574077
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.197447066061695
"Q9P2D8_IDR_1442_1999",0.212996829964494
"Q9P2D8_IDR_721_804",0.19802127008629
"Q9P2D8_IDR_882_939",0.19675432581331
"Q9P2E2_IDR_367_798",0.467489409079462
"Q9P2E2_IDR_901_1029",0.532510590920539
"Q9P2E3_IDR_1_141",0.501303614861271
"Q9P2E3_IDR_795_887",0.498696385138729
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.353727889905497
"Q9P2E7_IDR_725_786",0.316212532459891
"Q9P2E7_IDR_842_947",0.330059577634612
"Q9P2E8_IDR_320_370",0.50340197503168
"Q9P2E8_IDR_60_158",0.49659802496832
"Q9P2E9_IDR_1247_1357",0.20169324516343
"Q9P2E9_IDR_1379_1410",0.209734611331064
"Q9P2E9_IDR_1_698",0.186929252091657
"Q9P2E9_IDR_708_740",0.205655236901296
"Q9P2E9_IDR_883_996",0.195987654512553
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.432514430932748
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.492967461090155
"Q9P2J8_IDR_1_48",0.507032538909845
"Q9P2K1_IDR_1_257",0.503653674331936
"Q9P2K1_IDR_587_624",0.496346325668064
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.505157071335052
"Q9P2K3_IDR_347_495",0.494842928664948
"Q9P2K8_IDR_1496_1526",0.258454165873216
"Q9P2K8_IDR_189_260",0.238844244650546
"Q9P2K8_IDR_660_709",0.252175968268591
"Q9P2K8_IDR_713_792",0.250525621207647
"Q9P2K9_IDR_1_42",0.505809905611573
"Q9P2K9_IDR_156_252",0.494190094388427
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.501860243041692
"Q9P2N2_IDR_19_80",0.498139756958308
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.3534773772263
"Q9P2R6_IDR_443_1471",0.319109541932376
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.507761438831544
"Q9P2S2_IDR_1672_1710",0.492238561168456
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.488401981275278
"Q9P2T0_IDR_341_379",0.511598018724722
"Q9P2U7_IDR_1_51",0.480599250051194
"Q9P2U7_IDR_498_560",0.519400749948806
"Q9P2U8_IDR_1_59",0.473970992482655
"Q9P2U8_IDR_506_582",0.526029007517345
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.519350514772934
"Q9P2Y5_IDR_467_612",0.480649485227066
"Q9UBF8_IDR_242_318",0.252644600590029
"Q9UBF8_IDR_410_526",0.249766517945395
"Q9UBF8_IDR_61_125",0.233883845199497
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.511001454803829
"Q9UBH6_IDR_76_123",0.488998545196171
"Q9UBI4_IDR_1_47",0.512209770465557
"Q9UBI4_IDR_248_287",0.487790229534443
"Q9UBI9_IDR_1_90",0.501222672391645
"Q9UBI9_IDR_195_303",0.498777327608355
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.510535235964392
"Q9UBK2_IDR_1_57",0.489464764035608
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.24284135347524
"Q9UBL0_IDR_241_633",0.232394191588344
"Q9UBL0_IDR_643_683",0.258321213065391
"Q9UBL0_IDR_689_812",0.266443241871024
"Q9UBL3_IDR_1_98",0.505534230204823
"Q9UBS0_IDR_401_482",0.482713804902219
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.438620244157723
"Q9UBS9_IDR_458_1224",0.561379755842277
"Q9UBT2_IDR_201_232",0.508414325595938
"Q9UBT2_IDR_549_636",0.491585674404062
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.325868231851469
"Q9UBT6_IDR_651_772",0.349604845779766
"Q9UBT6_IDR_813_861",0.324526922368766
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.498560193533063
"Q9UBU7_IDR_1_42",0.234894376640332
"Q9UBU6_IDR_182_238",0.501439806466937
"Q9UBU7_IDR_97_138",0.25271941632204
"Q9UBZ9_IDR_146_344",0.327652916977007
"Q9UBZ9_IDR_827_942",0.360062076930044
"Q9UBZ9_IDR_944_1151",0.312285006092949
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.463437029543194
"Q9UD57_IDR_184_260",0.536562970456806
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.333517863543902
"Q9UDT6_IDR_1_73",0.325760673005209
"Q9UDT6_IDR_957_1046",0.340721463450889
"Q9UDV6_IDR_1_33",0.511328593915276
"Q9UDV6_IDR_186_315",0.488671406084724
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.320834683297756
"Q9UDY2_IDR_386_504",0.309141865230724
"Q9UDY2_IDR_891_1184",0.37002345147152
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.341322335160048
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.203378333041462
"Q9UFD9_IDR_1199_1449",0.182117163502421
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.209377272007827
"Q9UFD9_IDR_534_571",0.201783873969863
"Q9UFD9_IDR_685_828",0.203343357478427
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.334192035340427
"Q9UGI0_IDR_174_244",0.332153115553386
"Q9UGI0_IDR_40_85",0.333654849106186
"Q9UGI6_IDR_1_220",0.336161010230092
"Q9UGI6_IDR_222_267",0.32536169991003
"Q9UGI6_IDR_694_731",0.338477289859879
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.50380990028941
"Q9UGU0_IDR_1_1628",0.302609200489168
"Q9UGU0_IDR_1655_1695",0.354367574457686
"Q9UGU0_IDR_1710_1841",0.343023225053147
"Q9UGU5_IDR_1_413",0.456456655836227
"Q9UGU5_IDR_448_518",0.543543344163773
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.506940528541055
"Q9UH99_IDR_207_329",0.493059471458945
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.502355584787952
"Q9UHB6_IDR_449_731",0.497644415212048
"Q9UHB7_IDR_1_925",0.474364330128924
"Q9UHB7_IDR_1036_1082",0.525635669871076
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.507528965179921
"Q9UHC1_IDR_614_1038",0.492471034820079
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.502013949699961
"Q9UHC6_IDR_1290_1331",0.497986050300039
"Q9UHC7_IDR_109_173",0.316618609926055
"Q9UHC7_IDR_1_57",0.335014770959991
"Q9UHC7_IDR_176_213",0.348366619113954
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.491821453061904
"Q9UHF4_IDR_409_441",0.508178546938096
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.236710461273737
"Q9UHF7_IDR_461_516",0.261427318851956
"Q9UHF7_IDR_566_613",0.239237631354681
"Q9UHL9_IDR_430_561",0.245431978393409
"Q9UHL9_IDR_649_705",0.251609471678795
"Q9UHL9_IDR_887_934",0.254248559441753
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.35049577281575
"Q9UHP3_IDR_59_91",0.323313750804487
"Q9UHP3_IDR_709_799",0.326190476379763
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.506408060136402
"Q9UHR4_IDR_374_494",0.493591939863598
"Q9UHR5_IDR_1_106",0.492749891071985
"Q9UHR5_IDR_209_295",0.507250108928015
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.490410971412611
"Q9UI33_IDR_1754_1791",0.198494418038891
"Q9UI33_IDR_921_994",0.202396759959483
"Q9UI36_IDR_1_182",0.341775083875444
"Q9UI36_IDR_281_605",0.316660748197242
"Q9UI36_IDR_675_750",0.341564167927314
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.34199172335397
"Q9UI46_IDR_1_39",0.339587112621034
"Q9UI46_IDR_237_285",0.318421164024996
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.13929578635965
"Q9UIF8_IDR_1403_1701",0.136010474492479
"Q9UIF8_IDR_1_739",0.133390153868543
"Q9UIF8_IDR_848_886",0.146225526088832
"Q9UIF8_IDR_957_1015",0.154508606931268
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.327372260777873
"Q9UIU6_IDR_197_237",0.336915571082513
"Q9UIU6_IDR_273_781",0.335712168139614
"Q9UIW0_IDR_1_107",0.510907938939585
"Q9UIW0_IDR_152_183",0.489092061060415
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.435404736057368
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.511937085729729
"Q9UJJ9_IDR_269_305",0.488062914270271
"Q9UJK0_IDR_1_53",0.489741721121051
"Q9UJK0_IDR_226_302",0.510258278878949
"Q9UJL9_IDR_128_275",0.493349333707056
"Q9UJL9_IDR_26_64",0.506650666292945
"Q9UJM3_IDR_1_173",0.352251123548807
"Q9UJM3_IDR_175_373",0.333599776017129
"Q9UJM3_IDR_416_462",0.314149100434064
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.516349891338848
"Q9UJQ4_IDR_1_101",0.483650108661152
"Q9UJT2_IDR_1_366",0.329164412901305
"Q9UJT2_IDR_368_491",0.324140849687296
"Q9UJT2_IDR_518_592",0.346694737411399
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.475822769046811
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.330346249393954
"Q9UKD1_IDR_315_423",0.307763800272155
"Q9UKD1_IDR_43_85",0.361889950333891
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.513196711296923
"Q9UKF5_IDR_699_820",0.486803288703078
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.503904824502757
"Q9UKG1_IDR_464_496",0.496095175497243
"Q9UKP3_IDR_307_347",0.508329470343049
"Q9UKP3_IDR_65_113",0.491670529656951
"Q9UKP4_IDR_1270_1320",0.252416566359264
"Q9UKP4_IDR_1_38",0.256963126962886
"Q9UKP4_IDR_188_237",0.235134696299776
"Q9UKP4_IDR_999_1261",0.255485610378074
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.493517895455011
"Q9UKP6_IDR_331_389",0.506482104544989
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.498992164522536
"Q9UL17_IDR_317_520",0.501007835477464
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.333376094517842
"Q9UL36_IDR_764_808",0.329962754611851
"Q9UL36_IDR_814_916",0.336661150870307
"Q9ULD2_IDR_1237_1270",0.207028980034291
"Q9ULD4_IDR_392_470",0.320719752981672
"Q9ULD4_IDR_68_110",0.347581322254757
"Q9ULD4_IDR_757_1062",0.331698924763571
"Q9ULD5_IDR_1_194",0.502534878002261
"Q9ULD5_IDR_336_544",0.497465121997739
"Q9ULD6_IDR_1_50",0.348621005188911
"Q9ULD6_IDR_665_774",0.336076522467689
"Q9ULD6_IDR_75_150",0.3153024723434
"Q9ULD8_IDR_135_194",0.475148627955718
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.252794776880356
"Q9ULI4_IDR_1_334",0.255470205283891
"Q9ULI4_IDR_724_790",0.247632319100946
"Q9ULI4_IDR_795_1018",0.244102698734807
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.325857031931962
"Q9ULJ3_IDR_866_907",0.331865621239092
"Q9ULJ3_IDR_947_1012",0.342277346828946
"Q9ULL1_IDR_1286_1346",0.149002224961066
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.341590462055959
"Q9ULM0_IDR_137_571",0.336576129113992
"Q9ULM0_IDR_28_93",0.321833408830049
"Q9ULM3_IDR_117_199",0.51940793342437
"Q9ULM3_IDR_335_1139",0.48059206657563
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.508750090207563
"Q9ULQ0_IDR_301_432",0.491249909792437
"Q9ULQ1_IDR_1_66",0.508633840445244
"Q9ULQ1_IDR_783_816",0.491366159554756
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.330450437607936
"Q9ULR3_IDR_1_35",0.329831892924661
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.480233351787056
"Q9ULV5_IDR_197_492",0.519766648212944
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.497266543898172
"Q9ULW2_IDR_540_581",0.502733456101828
"Q9ULW3_IDR_1_41",0.510324802085988
"Q9ULW3_IDR_191_245",0.489675197914012
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.504099850181459
"Q9ULW6_IDR_1_94",0.495900149818541
"Q9ULX3_IDR_104_204",0.505058688525894
"Q9ULX3_IDR_376_412",0.494941311474106
"Q9ULX5_IDR_17_50",0.498916367396614
"Q9ULX5_IDR_97_129",0.501083632603386
"Q9ULX6_IDR_1_383",0.303750116233101
"Q9ULX6_IDR_427_476",0.33991830889122
"Q9ULX6_IDR_545_646",0.356331574875679
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.334538877870886
"Q9UMD9_IDR_374_463",0.304228684943509
"Q9UMD9_IDR_471_1497",0.361232437185605
"Q9UMN6_IDR_1_1166",0.447904466711047
"Q9UMN6_IDR_1810_2409",0.552095533288953
"Q9UMQ3_IDR_1_181",0.493889463391648
"Q9UMQ3_IDR_183_279",0.506110536608352
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.512046417856328
"Q9UNA0_IDR_200_255",0.487953582143672
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.501481310725723
"Q9UNA4_IDR_442_700",0.498518689274277
"Q9UNE0_IDR_1_70",0.510383950555755
"Q9UNE0_IDR_91_333",0.489616049444245
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.347672792319607
"Q9UP95_IDR_941_1017",0.326763182900839
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.502165983952566
"Q9UPC5_IDR_346_381",0.497834016047434
"Q9UPE1_IDR_1_57",0.516245505238159
"Q9UPE1_IDR_240_401",0.483754494761841
"Q9UPG8_IDR_1_67",0.52964844155948
"Q9UPG8_IDR_225_496",0.47035155844052
"Q9UPI3_IDR_1_74",0.499732144260466
"Q9UPR6_IDR_12_446",0.337959494293653
"Q9UPR6_IDR_542_588",0.343897596118574
"Q9UPR6_IDR_904_939",0.318142909587773
"Q9UPS6_IDR_1767_1805",0.336394159961264
"Q9UPS6_IDR_199_742",0.352766505040654
"Q9UPS6_IDR_904_1667",0.310839334998082
"Q9UPS8_IDR_1_35",0.335581268358089
"Q9UPS8_IDR_201_707",0.325433515893597
"Q9UPS8_IDR_835_917",0.338985215748313
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.338087904182668
"Q9UPW5_IDR_1149_1226",0.534399882056603
"Q9UPW5_IDR_349_617",0.465600117943398
"Q9UPW6_IDR_1_55",0.203466471190416
"Q9UPW6_IDR_187_223",0.206511083015757
"Q9UPW6_IDR_231_537",0.175325284567734
"Q9UPW6_IDR_550_618",0.2069521655355
"Q9UPW6_IDR_666_733",0.207744995690593
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.326699984226806
"Q9UQ16_IDR_598_651",0.334583573743535
"Q9UQ16_IDR_749_869",0.338716442029659
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.531427270240876
"Q9UQB3_IDR_1_543",0.329517368816826
"Q9UQ90_IDR_765_795",0.468572729759123
"Q9UQB3_IDR_1040_1155",0.347594248389433
"Q9UQB3_IDR_784_827",0.32288838279374
"Q9UQB8_IDR_128_196",0.246549918427379
"Q9UQB8_IDR_249_395",0.2450628361491
"Q9UQB8_IDR_433_517",0.25562764606109
"Q9UQB8_IDR_522_552",0.252759599362431
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.250728675629113
