"","GO0030695_GTPase_regulator_activity"
"Q9H5V7_IDR_145_360",0.579968074603941
"Q9H5V7_IDR_1_55",0.420031925396059
"Q9H6B1_IDR_216_263",0.20640951540258
"Q9H6B1_IDR_279_319",0.203584291564955
"Q9H6B1_IDR_327_363",0.204023382175552
"Q9H6B1_IDR_92_201",0.188743006553724
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.535167763221628
"Q9H6E5_IDR_636_759",0.464832236778372
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.466888914985961
"Q9H6X2_IDR_475_564",0.533111085014038
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.484128595237345
"Q9H6Y5_IDR_68_119",0.515871404762655
"Q9H6Z4_IDR_1_384",0.556970321543772
"Q9H6Z4_IDR_514_567",0.443029678456228
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.56495817648422
"Q9H7N4_IDR_1279_1312",0.43504182351578
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.479211535023985
"Q9H7P9_IDR_429_1386",0.520788464976015
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.705458088299738
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.517601982784861
"Q9H841_IDR_333_368",0.482398017215138
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.240089930600681
"Q9H869_IDR_345_375",0.256796314554918
"Q9H869_IDR_392_745",0.248131901335046
"Q9H869_IDR_752_796",0.254981853509355
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.46444326405415
"Q9H8E8_IDR_211_460",0.53555673594585
"Q9H8G2_IDR_1_126",0.508106383098129
"Q9H8G2_IDR_198_361",0.491893616901871
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.191282774890284
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.506746143645889
"Q9H8Y1_IDR_553_618",0.493253856354111
"Q9H8Y5_IDR_120_153",0.385847266372434
"Q9H8Y5_IDR_354_489",0.306901932034515
"Q9H8Y5_IDR_618_681",0.307250801593051
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.521644486444272
"Q9H930_IDR_152_299",0.478355513555728
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.509984590460737
"Q9H967_IDR_60_176",0.490015409539263
"Q9H972_IDR_464_518",0.497268067639509
"Q9H972_IDR_71_300",0.502731932360491
"Q9H981_IDR_1_36",0.486800665486014
"Q9H981_IDR_428_495",0.513199334513986
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.484892696032149
"Q9H9S0_IDR_1_98",0.515107303967851
"Q9H9Y2_IDR_1_52",0.486061164429361
"Q9H9Y2_IDR_84_128",0.513938835570639
"Q9H9Z2_IDR_119_209",0.504134425099593
"Q9H9Z2_IDR_1_36",0.495865574900407
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.482066040645084
"Q9HA90_IDR_91_139",0.517933959354916
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.522979880516679
"Q9HAV5_IDR_66_246",0.477020119483321
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.319434273714411
"Q9HAW4_IDR_1141_1256",0.337568057334007
"Q9HAW4_IDR_1292_1332",0.342997668951582
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.358593707684322
"Q9HAZ2_IDR_216_393",0.327612114360473
"Q9HAZ2_IDR_397_1246",0.313794177955205
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.488680312028119
"Q9HB14_IDR_356_386",0.511319687971881
"Q9HB15_IDR_316_368",0.503317716983906
"Q9HB15_IDR_380_430",0.496682283016094
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.459406336952784
"Q9HBH9_IDR_408_458",0.540593663047216
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.319122038648987
"Q9HBJ7_IDR_565_657",0.346726173893818
"Q9HBJ7_IDR_746_817",0.334151787457195
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.338119174971902
"Q9HBM0_IDR_400_474",0.334627013866469
"Q9HBM0_IDR_498_779",0.327253811161629
"Q9HC44_IDR_427_474",0.52025039262796
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.389264786375164
"Q9HC58_IDR_272_434",0.610735213624836
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.542599974714229
"Q9HC77_IDR_33_949",0.457400025285771
"Q9HC78_IDR_1_65",0.467856101518207
"Q9HC78_IDR_202_498",0.532143898481793
"Q9HC84_IDR_1433_1501",0.193583327749967
"Q9HC84_IDR_1605_1778",0.200223107073581
"Q9HC84_IDR_1884_2304",0.228791205407509
"Q9HC84_IDR_2416_2861",0.189503387306327
"Q9HCE5_IDR_1_110",0.520008432663128
"Q9HCE5_IDR_397_456",0.479991567336872
"Q9HCE6_IDR_1131_1168",0.479424766875536
"Q9HCE6_IDR_1_309",0.520575233124464
"Q9HCE7_IDR_140_234",0.499823680382214
"Q9HCE7_IDR_266_307",0.500176319617786
"Q9HCE9_IDR_1156_1220",0.20130894684164
"Q9HCE9_IDR_1_35",0.197770900010521
"Q9HCE9_IDR_519_653",0.200255569602812
"Q9HCE9_IDR_658_727",0.218778783306187
"Q9HCE9_IDR_882_1143",0.181885800238839
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.483592262600642
"Q9HCG7_IDR_896_927",0.516407737399358
"Q9HCG8_IDR_1_124",0.370355956521686
"Q9HCG8_IDR_408_441",0.30082242458313
"Q9HCG8_IDR_656_908",0.328821618895184
"Q9HCJ5_IDR_129_202",0.336237619136787
"Q9HCJ5_IDR_1_72",0.335368604267169
"Q9HCJ5_IDR_483_513",0.328393776596044
"Q9HCJ6_IDR_1_38",0.496158697113991
"Q9HCJ6_IDR_383_419",0.503841302886009
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.24168809222412
"Q9HCK1_IDR_1862_2007",0.232511739787218
"Q9HCK1_IDR_2065_2354",0.279973041330448
"Q9HCK1_IDR_56_1610",0.245827126658213
"Q9HCK4_IDR_932_972",0.401052826562907
"Q9HCK4_IDR_982_1378",0.598947173437093
"Q9HCK8_IDR_1399_1439",0.287542244828312
"Q9HCK8_IDR_1_662",0.225380809729132
"Q9HCK8_IDR_1663_1736",0.254051117780535
"Q9HCK8_IDR_1967_2581",0.233025827662021
"Q9HCL0_IDR_725_915",0.479635074946705
"Q9HCL0_IDR_952_1083",0.520364925053295
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.5129297273083
"Q9HCU0_IDR_401_687",0.4870702726917
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.496210933945003
"Q9HCU9_IDR_172_205",0.503789066054997
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.346460702655666
"Q9HCX4_IDR_736_775",0.315838416189529
"Q9HCX4_IDR_829_862",0.337700881154804
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.501458926514263
"Q9HD20_IDR_884_948",0.498541073485737
"Q9HD23_IDR_1_81",0.500316128737827
"Q9HD23_IDR_399_443",0.499683871262173
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.464621610198034
"Q9HD67_IDR_947_1167",0.535378389801966
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.469537273910441
"Q9NP64_IDR_93_128",0.530462726089559
"Q9NP66_IDR_1_102",0.496502474942451
"Q9NP66_IDR_181_220",0.503497525057549
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.521641557239438
"Q9NP71_IDR_189_666",0.478358442760562
"Q9NP74_IDR_211_242",0.263134201685938
"Q9NP74_IDR_246_406",0.252141858833665
"Q9NP74_IDR_450_551",0.247361773379022
"Q9NP74_IDR_92_209",0.237362166101375
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.341171366468717
"Q9NP80_IDR_217_286",0.353670853161976
"Q9NP80_IDR_294_353",0.305157780369307
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.486486657817662
"Q9NP85_IDR_352_383",0.513513342182338
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.358651804108271
"Q9NPD5_IDR_649_702",0.310131208347414
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.48495951076333
"Q6PJI9_IDR_344_383",0.312929469550406
"Q6PJI9_IDR_497_528",0.331658947942458
"Q6PJI9_IDR_588_639",0.355411582507136
"Q6PJP8_IDR_1_115",0.302012105220039
"Q6PJP8_IDR_183_409",0.401393734183237
"Q6PJP8_IDR_412_697",0.296594160596724
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.109681088852726
"Q6Q759_IDR_1143_1219",0.111467695874547
"Q6Q759_IDR_1324_1379",0.113700099186608
"Q6Q759_IDR_1926_2028",0.114947382631092
"Q6Q759_IDR_880_932",0.107853740501739
"Q6Q759_IDR_936_1012",0.105706652594548
"Q6QHK4_IDR_124_161",0.513840255046675
"Q6QHK4_IDR_1_64",0.486159744953325
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.228741842313708
"Q6T4P5_IDR_542_578",0.270332644792765
"Q6T4P5_IDR_606_718",0.235146114426597
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.126706426107453
"Q6TFL3_IDR_344_374",0.125645471735802
"Q6TFL3_IDR_385_488",0.122713995820136
"Q6TFL3_IDR_758_980",0.116777876187095
"Q6UWB4_IDR_1_52",0.472560064162835
"Q6UWB4_IDR_303_352",0.527439935837165
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.511740337621918
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.600936601865617
"Q6UXY8_IDR_961_1006",0.49859953708917
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.491871190148945
"Q6UY09_IDR_538_573",0.508128809851055
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.524465103480883
"Q6UY14_IDR_605_661",0.475534896519117
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.354805351581283
"Q6VAB6_IDR_474_567",0.342671486464611
"Q6VAB6_IDR_571_651",0.302523161954106
"Q6VB84_IDR_1_106",0.495072957200844
"Q6VB84_IDR_235_416",0.504927042799156
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.479718128701769
"Q6X4U4_IDR_169_206",0.494358484216549
"Q6X4U4_IDR_1_70",0.505641515783451
"Q6X4W1_IDR_108_323",0.482498659594639
"Q6X4W1_IDR_1_101",0.517501340405361
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.544726346244024
"Q6XE24_IDR_371_437",0.455273653755976
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.503048097973437
"Q6XR72_IDR_419_485",0.496951902026563
"Q6XYB7_IDR_142_198",0.524268271191443
"Q6XYB7_IDR_1_90",0.475731728808557
"Q6XYQ8_IDR_140_228",0.530264282968824
"Q6XYQ8_IDR_86_131",0.469735717031176
"Q6XZF7_IDR_1350_1512",0.389449363077824
"Q6XZF7_IDR_209_242",0.294683846642898
"Q6XZF7_IDR_302_779",0.315866790279278
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.494436954476131
"Q6ZMI0_IDR_702_734",0.214367771138707
"Q6ZMI0_IDR_737_780",0.200602892601543
"Q9NPE2_IDR_1_60",0.51504048923667
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.333457765261956
"Q9NPF5_IDR_258_311",0.329693371607369
"Q9NPF5_IDR_396_467",0.336848863130675
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.440749752258591
"Q9NPG3_IDR_578_1134",0.559250247741409
"Q9NPG4_IDR_1124_1184",0.546696601248127
"Q9NPG4_IDR_785_1113",0.453303398751873
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.357410971058396
"Q9NPI1_IDR_35_132",0.306381189561231
"Q9NPI1_IDR_481_520",0.336207839380373
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.514346965235331
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.527046307678446
"Q9NQ34_IDR_1_36",0.472953692321554
"Q9NQ35_IDR_1_40",0.514094514902716
"Q9NQ35_IDR_43_103",0.485905485097284
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.514078857692697
"Q9NQ48_IDR_170_209",0.485921142307303
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.248839211142324
"Q9NQ66_IDR_1172_1216",0.271224383808344
"Q9NQ66_IDR_465_547",0.253222713315921
"Q9NQ66_IDR_817_1035",0.226713691733412
"Q9NQ69_IDR_197_275",0.306340909301045
"Q9NQ69_IDR_320_397",0.342841111435921
"Q9NQ69_IDR_32_66",0.350817979263034
"Q9NQ75_IDR_76_432",0.699059028513788
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.31381321457571
"Q9NQL9_IDR_287_336",0.335769799710035
"Q9NQL9_IDR_397_472",0.350416985714255
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.503023602600631
"Q9NQR7_IDR_121_581",0.496976397399369
"Q9NQS1_IDR_1_113",0.479661460263297
"Q9NQS1_IDR_205_347",0.520338539736703
"Q9NQS3_IDR_1_50",0.331698897176959
"Q9NQS3_IDR_359_408",0.339488887605242
"Q9NQS3_IDR_429_530",0.328812215217799
"Q9NQW6_IDR_889_924",0.511490738638256
"Q9NQW8_IDR_1_183",0.500491897329897
"Q9NQW8_IDR_685_779",0.499508102670103
"Q9NQX0_IDR_1_165",0.469856165097875
"Q9NQX0_IDR_379_468",0.530143834902125
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.518347653329343
"Q9NQX4_IDR_1227_1357",0.481652346670657
"Q9NQX5_IDR_107_282",0.508430445325136
"Q9NQX5_IDR_1_101",0.491569554674864
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.520861167322018
"Q9NQZ2_IDR_330_479",0.479138832677982
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.495218324038398
"Q9NQZ6_IDR_58_110",0.504781675961602
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.605288285653517
"Q9NR81_IDR_470_526",0.394711714346483
"Q9NR82_IDR_1_88",0.208665208507576
"Q9NR82_IDR_401_619",0.252729515824327
"Q9NR82_IDR_633_863",0.307489204895802
"Q9NR82_IDR_874_932",0.231116070772294
"Q9NR83_IDR_1_203",0.556109281436119
"Q9NR83_IDR_205_362",0.443890718563881
"Q9NR99_IDR_1646_1717",0.360872501722819
"Q9NR99_IDR_700_771",0.311721301158586
"Q9NR99_IDR_807_1634",0.327406197118595
"Q9NRA0_IDR_1_46",0.319821856065353
"Q9NRA0_IDR_384_419",0.330143190211363
"Q9NRA0_IDR_476_512",0.350034953723284
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.33608961660864
"Q9NRC6_IDR_3490_3540",0.329015189091042
"Q9NRC6_IDR_3642_3674",0.334895194300318
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.27258252282894
"Q9NRF2_IDR_628_752",0.25991090691768
"Q9NRF2_IDR_96_283",0.46750657025338
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.508747369084753
"Q9NRH1_IDR_135_196",0.491252630915247
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.523535509175844
"Q9NRI5_IDR_618_854",0.476464490824156
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.330429734168095
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.319656299162051
"Q9NRR4_IDR_460_500",0.362221270111244
"Q9NRR4_IDR_78_405",0.318122430726705
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.341706039990186
"Q9NRY4_IDR_1442_1499",0.316090888725837
"Q9NRY4_IDR_952_1117",0.342203071283977
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.307413790998108
"Q9NS68_IDR_194_423",0.362957969951119
"Q9NS68_IDR_96_189",0.329628239050774
"Q9NS69_IDR_108_142",0.509007284947294
"Q9NS69_IDR_1_41",0.490992715052706
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.530602554438432
"Q9NS87_IDR_601_712",0.469397445561569
"Q9NS91_IDR_359_495",0.46333087081261
"Q9NS91_IDR_99_241",0.536669129187391
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.627396006274484
"Q9NSI8_IDR_305_335",0.372603993725516
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.495722758708332
"Q9NST1_IDR_404_481",0.504277241291668
"Q9NSV4_IDR_1022_1179",0.290882747971816
"Q9NSV4_IDR_1_112",0.360756427115949
"Q9NSV4_IDR_549_600",0.348360824912235
"Q9NSY0_IDR_1_35",0.489263272492547
"Q9NSY0_IDR_387_418",0.510736727507453
"Q9NSY1_IDR_1_37",0.553226826298113
"Q9NSY1_IDR_326_1111",0.446773173701887
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.255737142862195
"Q9NT99_IDR_459_491",0.243155807605636
"Q9NT99_IDR_496_552",0.262516806702052
"Q9NT99_IDR_620_693",0.238590242830118
"Q9NTG1_IDR_1_42",0.506438168594065
"Q9NTZ6_IDR_392_426",0.511463991328174
"Q9NTZ6_IDR_92_222",0.488536008671826
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.520854969173328
"Q9NU39_IDR_185_408",0.479145030826672
"Q9NUA8_IDR_129_237",0.50049426691977
"Q9NUA8_IDR_614_733",0.49950573308023
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.502618384175803
"Q9NUB4_IDR_89_122",0.497381615824197
"Q9NUC0_IDR_1_75",0.45736243262291
"Q9NUC0_IDR_208_253",0.54263756737709
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.493894600760446
"Q9NUE0_IDR_353_388",0.506105399239555
"Q9NUG4_IDR_1_37",0.296922672701673
"Q9NUG4_IDR_160_295",0.321390159726159
"Q9NUG4_IDR_370_409",0.381687167572168
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.487985867841809
"Q9NUY8_IDR_512_544",0.512014132158191
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.365169184165108
"Q9NV58_IDR_400_436",0.260835732096344
"Q9NV58_IDR_463_838",0.373995083738547
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.491567631146166
"Q9NV66_IDR_319_352",0.508432368853834
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.484031592369357
"Q9NVP1_IDR_1_173",0.471012319992948
"Q9NVP1_IDR_626_670",0.528987680007052
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.342239927222979
"Q9NVR5_IDR_354_517",0.326576275343878
"Q9NVR5_IDR_674_794",0.331183797433143
"Q9NVU0_IDR_145_176",0.510948563828855
"Q9NVU0_IDR_439_554",0.489051436171145
"Q9NVU7_IDR_226_280",0.532090491348685
"Q9NVU7_IDR_452_687",0.467909508651315
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.53684909665786
"Q9NWF9_IDR_35_277",0.46315090334214
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.288496383704229
"Q9NWH9_IDR_70_383",0.309697482996532
"Q9NWH9_IDR_969_1002",0.401806133299239
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.339386125610835
"Q9NWM3_IDR_250_386",0.298452608614357
"Q9NWM3_IDR_87_248",0.362161265774808
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.559733295184973
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.484395900517663
"Q9NX65_IDR_1_50",0.515604099482337
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.531639793374136
"Q9NX94_IDR_276_314",0.468360206625864
"Q9NX95_IDR_1_281",0.273615165417778
"Q9NX95_IDR_305_336",0.236914956817141
"Q9NX95_IDR_344_484",0.230109928528208
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.469901314534502
"Q9NXW2_IDR_53_91",0.530098685465498
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.499255461057734
"Q9NXZ2_IDR_1_65",0.500744538942266
"Q9NY12_IDR_162_217",0.504053787977422
"Q9NY12_IDR_1_62",0.495946212022578
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.254590780476494
"Q9NYB5_IDR_142_182",0.266509882321562
"Q9NYB5_IDR_300_332",0.245865962937076
"Q9NYB5_IDR_667_712",0.233033374264868
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.310516394943025
"Q9NYF5_IDR_621_681",0.381590552826511
"Q9NYF5_IDR_753_837",0.307893052230464
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.51704776037063
"Q9NYP9_IDR_44_76",0.48295223962937
"Q9NYQ6_IDR_2300_2332",0.296252999251433
"Q9NYQ6_IDR_2722_2752",0.354118698267018
"Q9NYQ6_IDR_2754_2998",0.349628302481549
"Q9NYQ7_IDR_181_231",0.293144992628827
"Q9NYQ7_IDR_2788_2818",0.312376854417815
"Q9NYQ7_IDR_2824_3312",0.394478152953358
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.319673200030596
"Q9NYV4_IDR_1_717",0.680326799969404
"Q9NYV6_IDR_1_45",0.332629101829185
"Q9NYV6_IDR_264_301",0.299965042967142
"Q9NYV6_IDR_591_651",0.367405855203674
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.485028039190474
