"","GO0061630_ubiquitin_protein_ligase_activity"
"O94885_IDR_730_1088",0.160374656211132
"O94885_IDR_88_177",0.152623001261402
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.317227381341706
"O94887_IDR_359_498",0.343737483297792
"O94887_IDR_858_903",0.339035135360502
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.330587572268423
"O94900_IDR_46_263",0.327243932999296
"O94900_IDR_8_41",0.342168494732281
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.494986245085703
"O94907_IDR_23_79",0.505013754914297
"O94910_IDR_1114_1434",0.517143906568319
"O94910_IDR_400_472",0.482856093431681
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.232604924400699
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.514830313429112
"O94929_IDR_298_593",0.485169686570888
"O94933_IDR_293_347",0.32585586291449
"O94933_IDR_613_659",0.344989386125547
"O94933_IDR_682_856",0.329154750959962
"O94966_IDR_1_112",0.182271359875443
"O94941_IDR_219_250",0.500367394699965
"O94941_IDR_339_480",0.499632605300035
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.216149641868174
"O94966_IDR_203_274",0.195489987723198
"O94966_IDR_399_488",0.190487098174259
"O94966_IDR_874_983",0.215601912358926
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.538200330909179
"O94972_IDR_624_943",0.461799669090821
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.29978729236091
"O94979_IDR_792_858",0.375767723152996
"O94979_IDR_881_1111",0.324444984486094
"O94983_IDR_1119_1202",0.182906639769024
"O94983_IDR_212_305",0.203137176460519
"O94983_IDR_392_435",0.195373112421423
"O94983_IDR_447_490",0.194354825737087
"O94983_IDR_814_1022",0.224228245611948
"O94985_IDR_819_902",0.50688642959737
"O95025_IDR_1_38",0.511240034451808
"O95025_IDR_737_777",0.488759965548192
"O95049_IDR_279_374",0.26745735147408
"O95049_IDR_558_590",0.215447024062416
"O95049_IDR_774_919",0.275656274372219
"O95049_IDR_94_189",0.241439350091286
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.497456737407622
"O95069_IDR_333_398",0.502543262592378
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.110291807011461
"O95071_IDR_1749_1779",0.0999208506095471
"O95071_IDR_1860_1911",0.0991967623645513
"O95071_IDR_1965_2021",0.0988368596266296
"O95071_IDR_2027_2174",0.100783548110911
"O95071_IDR_2318_2364",0.0982662961913063
"O95071_IDR_2454_2499",0.0980854056943039
"O95071_IDR_583_645",0.0942113224061925
"O95071_IDR_81_159",0.100828757948304
"O95071_IDR_936_1074",0.0995783900367944
"O95155_IDR_1_152",0.435553706417246
"O95155_IDR_218_393",0.564446293582754
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.504697593561701
"O95158_IDR_20_58",0.495302406438299
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.168686426290112
"O95180_IDR_1564_1595",0.145605369280827
"O95180_IDR_1_68",0.16969212246679
"O95180_IDR_1867_2353",0.197965350984691
"O95180_IDR_424_459",0.150552388648935
"O95180_IDR_483_771",0.167498342328645
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.569121124905899
"O95235_IDR_702_890",0.249562747538653
"O95238_IDR_70_118",0.498160121817009
"O95239_IDR_426_558",0.335326259617982
"O95239_IDR_656_820",0.344217188814998
"O95239_IDR_918_1232",0.320456551567019
"O95243_IDR_149_434",0.470983147818579
"O95243_IDR_1_82",0.529016852181421
"O95248_IDR_1059_1113",0.159346811027414
"O95248_IDR_1284_1318",0.167321950490481
"O95248_IDR_1683_1713",0.168411233353667
"O95248_IDR_1718_1764",0.168283350730779
"O95248_IDR_778_819",0.166315491460661
"O95248_IDR_91_121",0.170321162936997
"O95249_IDR_118_163",0.490541109444474
"O95249_IDR_31_74",0.509458890555526
"O95251_IDR_1_206",0.53200421248317
"O95251_IDR_208_332",0.46799578751683
"O95255_IDR_263_294",0.485942019996484
"O95255_IDR_856_922",0.514057980003516
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.496697799722987
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.498699090722199
"O95365_IDR_487_584",0.501300909277801
"O95373_IDR_881_913",0.503877803140263
"O95373_IDR_917_948",0.496122196859737
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.320215547743856
"O95382_IDR_1_41",0.338331440700799
"O95382_IDR_908_996",0.341453011555345
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.336609201235183
"O95391_IDR_200_257",0.350253910155905
"O95391_IDR_465_560",0.313136888608912
"O95393_IDR_1_49",0.505934793906533
"O95393_IDR_276_319",0.494065206093467
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.498825623241259
"O95436_IDR_634_690",0.501174376758741
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.322405154618843
"O95450_IDR_1_52",0.342794209207414
"O95450_IDR_217_263",0.334800636173744
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.30611526030987
"O95466_IDR_168_222",0.3385073335917
"O95466_IDR_446_635",0.35537740609843
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.331458105098616
"O95477_IDR_1255_1314",0.343830610116325
"O95477_IDR_2226_2261",0.32471128478506
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.493953935370033
"O95567_IDR_87_163",0.506046064629967
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.532091883379678
"O95602_IDR_208_249",0.467908116620322
"O95613_IDR_1_266",0.191542440975557
"O95613_IDR_1384_2557",0.205369394614283
"O95613_IDR_2815_3128",0.199415122172963
"O95613_IDR_321_1256",0.18539735004473
"O95613_IDR_3222_3296",0.218275692192467
"O95622_IDR_1_204",0.532364418951199
"O95622_IDR_649_711",0.467635581048801
"O95625_IDR_124_174",0.343912980282511
"O95625_IDR_320_364",0.334307105342292
"O95625_IDR_369_649",0.321779914375197
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.506960083570574
"O95644_IDR_702_912",0.493039916429426
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.510664208920613
"O95677_IDR_289_366",0.489335791079387
"O95678_IDR_27_62",0.510057267775255
"O95678_IDR_479_551",0.489942732224745
"O95714_IDR_2417_2458",0.194698067355897
"O95714_IDR_2509_2547",0.210225069005782
"O95714_IDR_3410_3529",0.211192477386814
"O95721_IDR_1_213",0.494654781806758
"O95721_IDR_215_258",0.505345218193242
"O95727_IDR_220_304",0.346929078681364
"O95727_IDR_314_360",0.320718408331464
"O95727_IDR_363_393",0.332352512987172
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.502377476133585
"O95754_IDR_688_739",0.497622523866415
"O95757_IDR_503_575",0.500669512364205
"O95757_IDR_788_839",0.499330487635795
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.517613330305459
"O95789_IDR_599_737",0.482386669694541
"O95793_IDR_387_480",0.503705463110015
"O95793_IDR_9_69",0.496294536889985
"O95800_IDR_1_38",0.340491780749535
"O95800_IDR_234_327",0.335187457674738
"O95800_IDR_402_540",0.324320761575728
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.313270928617878
"O95835_IDR_1_137",0.301883366157133
"O95835_IDR_140_633",0.384845705224989
"O95838_IDR_1_41",0.517475449816913
"O95838_IDR_463_553",0.482524550183087
"O95841_IDR_1_45",0.458941297758479
"O95841_IDR_204_270",0.541058702241521
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.496773534993047
"O95873_IDR_264_294",0.503226465006953
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.525207132547892
"O95886_IDR_905_965",0.474792867452108
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.492933551600814
"O95983_IDR_250_291",0.504104533984882
"O95983_IDR_52_108",0.495895466015118
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.330138461934689
"O95996_IDR_698_2303",0.336401760677068
"O95996_IDR_79_128",0.333459777388242
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.514178458980765
"O96004_IDR_155_201",0.485821541019235
"O96005_IDR_1_87",0.516778513221295
"O96005_IDR_597_669",0.483221486778705
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.528569063036088
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
"P01100_IDR_1_380",1
"P01106_IDR_25_360",1
"P01127_IDR_184_241",0.481068248202465
"P01127_IDR_53_86",0.518931751797535
"P01130_IDR_717_762",1
"P01135_IDR_127_160",0.493357827008761
"P01135_IDR_1_37",0.506642172991239
"P01138_IDR_1_70",0.492987947297435
"P01138_IDR_91_126",0.507012052702565
"P01178_IDR_1_41",1
"P01189_IDR_1_220",1
"P01210_IDR_1_32",0.519752548586975
"P01210_IDR_72_203",0.480247451413025
"P01213_IDR_1_61",0.524889068897248
"P01213_IDR_70_211",0.475110931102752
"P01258_IDR_57_141",1
"P01266_IDR_2730_2768",1
"P01270_IDR_62_115",1
"P02533_IDR_422_452",0.500645807822039
"P02538_IDR_1_61",0.501768657950307
"P02538_IDR_493_564",0.498231342049693
"P02545_IDR_386_429",1
"P02649_IDR_1_39",1
"P02655_IDR_1_33",1
"P02671_IDR_181_257",0.506991921365855
"P02671_IDR_263_626",0.493008078634145
"P02675_IDR_29_94",1
"P02686_IDR_1_76",0.249423176926053
"P02686_IDR_180_217",0.248679342647099
"P02686_IDR_251_287",0.245533239064072
"P02686_IDR_98_178",0.256364241362777
"P02730_IDR_1_52",0.34171377027006
"P02730_IDR_161_214",0.339705968415831
"P02730_IDR_338_371",0.318580261314109
"P02745_IDR_1_111",1
"P02747_IDR_1_116",1
"P02765_IDR_254_364",1
"P02775_IDR_1_57",1
"P04150_IDR_478_523",0.505119526719194
"P04156_IDR_1_137",1
"P04181_IDR_1_37",1
"P04183_IDR_193_234",1
"P04196_IDR_249_449",1
"P04198_IDR_1_388",1
"P04233_IDR_1_44",0.356341244537029
"P04233_IDR_263_296",0.324985241711258
"P04233_IDR_86_136",0.318673513751714
"P04234_IDR_129_171",1
"P04259_IDR_1_61",0.503970615428191
"P04259_IDR_493_564",0.496029384571809
"P04264_IDR_1_61",0.511850841335855
"P04264_IDR_509_644",0.488149158664145
"P04279_IDR_1_462",1
"P04553_IDR_1_51",1
"P04554_IDR_1_102",1
"P04626_IDR_998_1179",1
"P04632_IDR_1_93",1
"P04637_IDR_56_89",0.362746570598618
"P05155_IDR_17_136",1
"P05187_IDR_499_535",1
"P05204_IDR_1_90",1
"P05231_IDR_1_45",1
"P05305_IDR_126_212",0.295768547913594
"P05305_IDR_1_52",0.377714122547066
"P05305_IDR_84_118",0.32651732953934
"P05386_IDR_64_112",1
"P05387_IDR_59_115",1
"P05388_IDR_277_312",1
"P05408_IDR_1_212",1
"P05412_IDR_1_266",1
"P05423_IDR_1_247",0.510650742604721
"P05423_IDR_278_310",0.489349257395279
"P05452_IDR_1_39",1
"P05455_IDR_194_225",0.504608353462733
"P05455_IDR_325_408",0.495391646537267
"P05496_IDR_1_59",1
"P05543_IDR_1_38",1
"P05546_IDR_1_118",1
"P05771_IDR_294_333",1
"P05783_IDR_1_33",1
"P05787_IDR_1_50",1
"P05814_IDR_1_226",1
"P05976_IDR_1_37",1
"P05997_IDR_1_60",0.462179373097101
"P05997_IDR_79_1263",0.537820626902899
"P06028_IDR_13_50",1
"P06127_IDR_432_495",1
"P06213_IDR_1309_1382",0.469219630792
"P06213_IDR_743_793",0.530780369208
"P06239_IDR_1_61",1
"P06241_IDR_1_75",1
"P06307_IDR_1_97",1
"P06396_IDR_1_51",1
"P06400_IDR_1_52",0.330808308846631
"P06400_IDR_580_644",0.340823541611554
"P06400_IDR_855_928",0.328368149541815
"P06401_IDR_1_463",0.371836024083249
"P06401_IDR_474_505",0.319781212353453
"P06401_IDR_636_674",0.308382763563298
"P06454_IDR_1_111",1
"P06576_IDR_1_59",1
"P06729_IDR_236_351",1
"P06730_IDR_1_33",1
"P06734_IDR_1_47",0.481021856209265
"P06734_IDR_289_321",0.518978143790735
"P06748_IDR_121_243",1
"P06850_IDR_1_60",0.495054819362272
"P06850_IDR_80_157",0.504945180637728
"P07305_IDR_96_194",1
"P07306_IDR_1_62",1
"P07307_IDR_1_85",1
"P07332_IDR_386_426",1
"P07333_IDR_686_746",0.487556775779326
"P07333_IDR_927_961",0.512443224220674
"P07357_IDR_1_32",1
"P07359_IDR_285_506",0.512295781049981
"P07359_IDR_533_573",0.487704218950019
"P07360_IDR_1_31",1
"P07438_IDR_1_36",1
"P07476_IDR_1_585",1
"P07492_IDR_1_72",0.493080997074617
"P07492_IDR_91_148",0.506919002925383
"P07498_IDR_1_47",0.495781478299078
"P07498_IDR_72_182",0.504218521700922
"P07550_IDR_348_413",1
"P07766_IDR_154_187",1
"P07814_IDR_708_748",0.498082020313378
"P07814_IDR_954_1019",0.501917979686622
"P07900_IDR_226_279",0.474898473582437
"P07900_IDR_699_732",0.525101526417563
"P07910_IDR_87_306",1
"P07947_IDR_1_88",1
"P07948_IDR_1_63",1
"P07949_IDR_661_704",1
"P07954_IDR_1_49",1
"P07988_IDR_147_199",1
"P07992_IDR_1_96",1
"P08034_IDR_222_283",1
"P08138_IDR_274_328",0.492966486205037
"P08151_IDR_1_270",0.316042676311437
"P08151_IDR_294_332",0.308716488477431
"P08151_IDR_334_1106",0.375240835211132
"P08172_IDR_218_383",1
"P08173_IDR_228_396",1
"P08174_IDR_325_360",1
"P08183_IDR_1_31",0.47774451732988
"P08183_IDR_632_691",0.52225548267012
"P08195_IDR_1_146",1
"P08235_IDR_1_450",0.506077013641784
"P08235_IDR_671_731",0.493922986358216
"P08238_IDR_222_271",0.472957804098107
"P08238_IDR_691_724",0.527042195901893
"P08240_IDR_128_320",1
"P08247_IDR_230_313",1
"P08253_IDR_1_31",1
"P08473_IDR_1_48",1
"P08476_IDR_1_49",0.485910278233584
"P08476_IDR_259_316",0.514089721766416
"P08514_IDR_872_903",1
"P08567_IDR_107_149",1
"P08572_IDR_1_1474",1
"P08574_IDR_1_83",1
"P08575_IDR_1238_1306",0.438047904856593
"P08575_IDR_27_225",0.561952095143407
"P08579_IDR_97_145",1
"P08590_IDR_1_36",1
"P08620_IDR_1_74",1
"P08621_IDR_194_437",1
"P08779_IDR_1_94",0.500879300609732
"P08779_IDR_424_473",0.499120699390268
"P08833_IDR_101_171",1
"P08887_IDR_316_456",1
"P08908_IDR_228_339",1
"P08912_IDR_228_435",1
"P08922_IDR_2281_2317",1
"P08F94_IDR_3885_3993",0.497011402596376
"P08F94_IDR_4026_4059",0.502988597403624
"P09012_IDR_100_202",1
"P09016_IDR_210_255",0.490031407189844
"P09016_IDR_9_130",0.509968592810156
"P09017_IDR_1_171",0.501762558940113
"P09017_IDR_212_264",0.498237441059887
"P09038_IDR_1_133",1
"P09067_IDR_1_201",1
"P09086_IDR_1_200",0.353832219830157
"P09086_IDR_270_300",0.289439713288549
"P09086_IDR_351_479",0.356728066881294
"P09110_IDR_1_32",1
"P09131_IDR_14_55",1
"P09172_IDR_1_41",1
"P09234_IDR_51_159",1
"P09327_IDR_732_763",1
"P09341_IDR_1_36",1
"P09429_IDR_166_215",1
"P09430_IDR_1_55",1
"P09486_IDR_12_65",1
"P09496_IDR_1_106",1
"P09497_IDR_1_98",0.518719679444088
"P09681_IDR_1_54",0.514980869648483
"P09681_IDR_83_124",0.485019130351517
"P09683_IDR_1_31",1
"P09693_IDR_140_182",1
"P09769_IDR_1_69",1
"P09874_IDR_202_232",0.327923914270372
"P09874_IDR_352_387",0.348805813064051
"P09874_IDR_483_521",0.323270272665578
"P09884_IDR_1_65",0.510140801249635
"P09884_IDR_90_330",0.489859198750365
"P09912_IDR_1_56",0.511228832955484
"P09912_IDR_91_130",0.488771167044516
"P0C025_IDR_297_328",1
"P0C0L5_IDR_1424_1461",1
"P0C1S8_IDR_1_202",0.50249360899699
"P0C1S8_IDR_517_567",0.49750639100301
"P0C1Z6_IDR_1_214",1
"P0C221_IDR_1_34",0.510328759101642
"P0C221_IDR_741_793",0.489671240898358
"P0C263_IDR_1_46",1
"P0C264_IDR_311_359",1
"P0C2L3_IDR_1_122",0.504582570892113
"P0C2L3_IDR_125_166",0.495417429107887
"P0C2W1_IDR_1_36",1
"P0C2W7_IDR_1_110",0.549595929199993
"P0C2W7_IDR_149_299",0.450404070800006
"P0C5Y4_IDR_1_121",1
"P0C671_IDR_1_533",1
"P0C6A0_IDR_1_204",1
"P0C7I6_IDR_239_297",0.348315580800637
"P0C7I6_IDR_42_90",0.325621574380561
"P0C7M4_IDR_1_136",1
"P0C7M8_IDR_1_88",1
"P0C7N4_IDR_150_181",0.493771406519738
"P0C7N4_IDR_184_270",0.506228593480262
"P0C7P1_IDR_69_496",1
"P0C7Q5_IDR_1_45",1
"P0C7Q6_IDR_1_44",1
"P0C7T5_IDR_1_463",0.531207846975533
"P0C7T5_IDR_586_666",0.468792153024467
"P0C7T8_IDR_168_217",1
"P0C7U0_IDR_264_302",0.254031136021343
"P0C7U0_IDR_473_527",0.242678867350455
"P0C7U0_IDR_529_571",0.250770884035681
"P0C7U0_IDR_577_749",0.252519112592521
"P0C7U3_IDR_277_371",1
"P0C7V6_IDR_1_33",0.340847021406563
"P0CG12_IDR_1_524",1
"P0CG20_IDR_1_571",1
"P0CG23_IDR_1_540",0.540425458445382
"P0CG23_IDR_604_659",0.459574541554618
"P0CG32_IDR_225_344",1
"P0CG33_IDR_1_693",1
"P0CG36_IDR_26_64",1
"P0CG37_IDR_24_64",1
"P0CG40_IDR_1_151",0.326301342488924
"P0CG40_IDR_195_330",0.345836041660993
"P0CG40_IDR_396_484",0.327862615850083
"P0CH99_IDR_60_171",1
"P0CI00_IDR_60_171",1
"P0CI01_IDR_1_187",1
"P0CJ78_IDR_1_343",1
"P0DJD1_IDR_979_1024",1
"P0DJD3_IDR_69_496",1
"P0DJG4_IDR_1_378",1
"Q7RTS3_IDR_1_165",1
"Q7RTS6_IDR_430_479",1
"Q7RTS7_IDR_470_529",1
"Q7RTT5_IDR_73_176",1
"Q7RTT9_IDR_1_60",0.511365196349187
"Q7RTT9_IDR_286_333",0.488634803650813
"Q7RTU0_IDR_134_167",0.470748545106047
"Q7RTU0_IDR_1_56",0.529251454893953
"Q7RTU1_IDR_166_214",0.491368976189825
"Q7RTU1_IDR_1_82",0.508631023810175
"Q7RTU3_IDR_157_233",0.526475952150091
"Q7RTU3_IDR_1_94",0.473524047849909
"Q7RTU4_IDR_127_204",0.520724488252772
"Q7RTU4_IDR_1_72",0.479275511747228
"Q7RTU7_IDR_1_86",1
"Q7RTV3_IDR_1_166",0.527192381644568
"Q7RTV3_IDR_230_340",0.472807618355432
"Q7RTW8_IDR_1106_1153",1
"Q7RTX7_IDR_17_57",0.344503466457717
"Q7Z2Z1_IDR_543_631",0.320973250048694
"Q7Z2Z1_IDR_806_1910",0.322011781116051
"Q7Z2Z2_IDR_444_501",0.505973803215646
"Q7Z2Z2_IDR_902_949",0.494026196784353
"Q7Z309_IDR_1_247",1
"Q7Z333_IDR_2457_2677",0.540083215177843
"Q7Z333_IDR_599_1695",0.459916784822157
"Q7Z340_IDR_1_216",1
"Q7Z353_IDR_53_545",0.362970964803247
"Q7Z353_IDR_548_584",0.312249707470277
"Q7Z353_IDR_654_690",0.324779327726476
"Q7Z388_IDR_1_42",1
"Q7Z398_IDR_74_200",1
"Q7Z3B4_IDR_1_130",1
"Q7Z3C6_IDR_585_808",1
"Q7Z3D4_IDR_115_208",0.327009786450427
"Q7Z3D4_IDR_242_306",0.326488431632535
"Q7Z3D4_IDR_28_58",0.346501781917038
"Q7Z3E1_IDR_79_231",1
"Q7Z3E2_IDR_1_209",0.497873665089801
"Q7Z3K3_IDR_1333_1410",0.203270996790059
"Q7Z3K3_IDR_382_462",0.19421366881755
"Q7Z3K3_IDR_694_743",0.201229756112985
"Q7Z3K3_IDR_857_972",0.199063668973675
"Q7Z3K6_IDR_1_171",0.498046205575453
"Q7Z3K6_IDR_328_481",0.501953794424547
"Q7Z3S7_IDR_1_37",1
"Q7Z3T8_IDR_1_747",0.487078310058897
"Q7Z3T8_IDR_749_1001",0.512921689941103
"Q7Z3U7_IDR_509_542",0.50432873420947
"Q7Z3U7_IDR_626_666",0.495671265790531
"Q7Z3V5_IDR_48_138",1
"Q7Z3Y7_IDR_1_72",0.360245125963468
"Q7Z3Y7_IDR_397_429",0.319546557408837
"Q7Z3Y7_IDR_434_464",0.320208316627695
"Q7Z3Y8_IDR_1_69",0.518142883258125
"Q7Z3Y8_IDR_394_459",0.481857116741875
"Q7Z3Y9_IDR_1_68",0.355088238290023
"Q7Z3Y9_IDR_394_428",0.320081933524632
"Q7Z3Y9_IDR_435_468",0.324829828185344
"Q7Z460_IDR_1082_1269",0.342142958229518
"Q7Z460_IDR_542_845",0.364435428869168
"Q7Z465_IDR_1_160",1
"Q7Z478_IDR_176_286",0.242262986629196
"Q7Z478_IDR_1_82",0.248467644888592
"Q7Z478_IDR_303_359",0.242734636066002
"Q7Z478_IDR_502_542",0.26653473241621
"Q7Z494_IDR_1_73",1
"Q7Z4F1_IDR_536_687",1
"Q7Z4H7_IDR_325_379",0.505083257953421
"Q7Z4H7_IDR_396_955",0.494916742046579
"Q7Z4H9_IDR_1_146",1
"Q7Z4K8_IDR_65_119",1
"Q7Z4L0_IDR_1_37",1
"Q7Z4M0_IDR_151_199",1
"Q7Z4N2_IDR_1168_1226",0.204863070707288
"Q7Z4N2_IDR_1238_1603",0.20086493561681
"Q7Z4N2_IDR_405_448",0.197541400767098
"Q7Z4N2_IDR_560_603",0.201819919229658
"Q7Z4N2_IDR_775_812",0.194910673679147
"Q7Z570_IDR_465_1157",0.49109206489795
"Q7Z572_IDR_1_215",0.365147711678466
"Q7Z572_IDR_341_373",0.323338008271718
"Q7Z572_IDR_411_469",0.311514280049816
"Q7Z589_IDR_95_1322",1
"Q7Z591_IDR_1_612",0.42454083888941
"Q7Z591_IDR_614_1439",0.57545916111059
"Q7Z5B4_IDR_1_110",0.493632809341409
"Q7Z5B4_IDR_117_369",0.506367190658591
"Q7Z5D8_IDR_1_106",1
"Q7Z5R6_IDR_1_165",0.483285103966482
"Q7Z5R6_IDR_437_666",0.516714896033518
"Q7Z5V6_IDR_1_314",1
"Q7Z5Y6_IDR_1_33",0.525023133805199
"Q7Z5Y6_IDR_257_296",0.4749768661948
"Q7Z5Y7_IDR_1_115",1
"P0DJH9_IDR_131_168",1
"P0DJJ0_IDR_166_228",1
"P0DKB5_IDR_347_382",1
"P0DKL9_IDR_1_79",1
"P0DL12_IDR_1_43",0.330490567211711
"P0DL12_IDR_47_86",0.337824736568648
"P0DL12_IDR_88_118",0.331684696219641
"P0DN87_IDR_122_165",1
"P0DP42_IDR_184_221",1
"P0DP91_IDR_160_239",0.320663394137842
"P0DP91_IDR_1_72",0.373486021379491
"P0DP91_IDR_241_581",0.305850584482667
"P0DPA2_IDR_292_414",1
"P0DPD6_IDR_1_74",0.502516577398041
"P0DPD6_IDR_98_135",0.497483422601959
"P0DPD7_IDR_220_255",1
"P0DPF3_IDR_1_718",1
"P0DPI2_IDR_1_40",1
"P0DPI3_IDR_1_95",1
"P0DPK2_IDR_1_41",1
"P0DPK5_IDR_1_39",1
"P10275_IDR_36_481",0.514871641885021
"P10275_IDR_624_663",0.485128358114979
"P10276_IDR_1_82",0.516458327872265
"P10276_IDR_418_462",0.483541672127735
"P10323_IDR_294_377",1
"P10398_IDR_162_295",1
"P10412_IDR_108_219",0.491732267457497
"P10412_IDR_1_36",0.508267732542503
"P10415_IDR_33_87",1
"P10451_IDR_1_314",1
"P10515_IDR_181_215",0.489846671314891
"P10515_IDR_308_351",0.510153328685109
"P10586_IDR_1285_1328",1
"P10588_IDR_121_159",0.494832109214064
"P10588_IDR_1_50",0.505167890785936
"P10589_IDR_149_182",0.484612292596196
"P10589_IDR_1_80",0.515387707403804
"P10600_IDR_255_310",1
"P10606_IDR_1_42",1
"P10636_IDR_1_624",1
"P10914_IDR_115_211",1
"P10997_IDR_1_34",0.495199155653182
"P10997_IDR_53_89",0.504800844346818
"P11047_IDR_1_35",1
"P11055_IDR_1907_1940",1
"P11137_IDR_1_1667",1
"P11142_IDR_615_646",1
"P11150_IDR_1_42",1
"P11161_IDR_1_476",1
"P11171_IDR_1_205",0.321914063784282
"P11171_IDR_510_821",0.345771106486669
"P11171_IDR_824_864",0.332314829729049
"P11226_IDR_1_37",0.493896251746621
"P11226_IDR_40_106",0.506103748253379
"P11229_IDR_223_363",1
"P11230_IDR_362_425",1
"P11274_IDR_68_493",1
"P11277_IDR_2078_2137",1
"P11279_IDR_186_216",1
"P11308_IDR_1_130",0.493832154098179
"P11487_IDR_1_36",0.511163807738327
"P11487_IDR_193_239",0.488836192261673
"P11498_IDR_1_33",1
"P11717_IDR_2355_2491",1
"P11801_IDR_29_84",0.497558649876846
"P11801_IDR_361_424",0.502441350123154
"P11831_IDR_1_141",0.35940701904396
"P11831_IDR_223_406",0.336595424992039
"P11831_IDR_464_508",0.303997555964001
"P11836_IDR_235_297",1
"P11940_IDR_425_543",1
"P12034_IDR_1_80",0.534764672476985
"P12034_IDR_232_268",0.465235327523015
"P12035_IDR_1_140",0.496656875102088
"P12035_IDR_529_628",0.503343124897912
"P12074_IDR_1_33",1
"P12107_IDR_242_1573",1
"P12109_IDR_252_591",1
"P12110_IDR_1_39",0.501955443805577
"P12110_IDR_253_591",0.498044556194423
"P12111_IDR_2041_2371",0.540068348050214
"P12111_IDR_2845_2994",0.459931651949786
"P12259_IDR_1125_1164",0.248920960468797
"P12259_IDR_1189_1499",0.282380567328186
"P12259_IDR_687_771",0.242887036709172
"P12259_IDR_779_1087",0.225811435493845
"P12270_IDR_341_384",0.128702452340053
"P12270_IDR_464_506",0.130999191054703
"P12270_IDR_508_672",0.15653232306539
"P12270_IDR_900_941",0.142731431351592
"P12645_IDR_1_53",0.520748878931873
"P12645_IDR_275_368",0.479251121068127
"P12694_IDR_1_50",1
"P12755_IDR_28_85",0.514236420674086
"P12755_IDR_312_577",0.485763579325914
"P12757_IDR_1_141",0.516061068359206
"P12757_IDR_357_553",0.483938931640794
"P12821_IDR_1_50",1
"P12829_IDR_1_40",1
"P12872_IDR_1_76",1
"P12931_IDR_1_83",1
"P12980_IDR_1_157",0.472776452296869
"P12980_IDR_212_280",0.527223547703131
"P13010_IDR_544_585",1
"P13051_IDR_12_65",1
"P13056_IDR_1_45",0.520101443840293
