"","GO0003690_double_stranded_DNA_binding"
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.497231675364757
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.514845254243098
"O14763_IDR_1_77",0.485154745756902
"O14764_IDR_1_35",0.507467270262562
"O14764_IDR_364_419",0.492532729737438
"O14770_IDR_177_291",0.259462756933531
"O14770_IDR_1_79",0.22736679148267
"O14770_IDR_331_366",0.204343653597597
"O14770_IDR_402_477",0.308826797986202
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.161408901536751
"O14776_IDR_154_371",0.152840934749569
"O14776_IDR_1_67",0.166489743643285
"O14776_IDR_373_428",0.176842360888211
"O14776_IDR_466_522",0.180991722897262
"O14776_IDR_574_654",0.161426336284922
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.552483435074559
"O14901_IDR_475_512",0.447516564925441
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.410084026273191
"O14917_IDR_977_1095",0.589915973726809
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.211161782461644
"O14924_IDR_149_218",0.212793700991758
"O14924_IDR_401_434",0.196574927688735
"O14924_IDR_446_705",0.1989917209662
"O14924_IDR_843_959",0.180477867891662
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.542070120818046
"O14967_IDR_496_610",0.457929879181954
"O15015_IDR_1_238",0.564638322827986
"O15015_IDR_657_782",0.435361677172014
"O15018_IDR_182_324",0.201151463268363
"O15018_IDR_423_501",0.196693021462355
"O15018_IDR_535_575",0.199566817377006
"O15018_IDR_676_719",0.181488608216798
"O15018_IDR_816_2616",0.221100089675478
"O15020_IDR_2082_2222",0.454437655746114
"O15020_IDR_2330_2390",0.545562344253886
"O15021_IDR_1099_1136",0.237419343118398
"O15021_IDR_1229_2623",0.163771447535915
"O15021_IDR_1_376",0.409542833192297
"O15021_IDR_874_1084",0.18926637615339
"O15027_IDR_1_1260",0.327809576144325
"O15027_IDR_1271_1385",0.365587583586761
"O15027_IDR_1570_1612",0.168013751429156
"O15027_IDR_1890_2357",0.138589088839758
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.258100455393037
"O15034_IDR_588_846",0.46260118483671
"O15055_IDR_1224_1255",0.230744197655454
"O15055_IDR_940_1126",0.217119681447144
"O15056_IDR_1418_1468",0.480449146320099
"O15056_IDR_984_1409",0.519550853679901
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.426464099168789
"O15063_IDR_512_1070",0.573535900831211
"O15066_IDR_372_430",0.447067137385687
"O15066_IDR_694_747",0.552932862614313
"O15068_IDR_558_628",0.582663837076771
"O15068_IDR_956_1031",0.417336162923229
"O15069_IDR_1_1419",0.424005316574835
"O15069_IDR_1488_1522",0.575994683425165
"O15072_IDR_1052_1205",0.264901971376007
"O15072_IDR_1_31",0.232896333240269
"O15072_IDR_209_253",0.242884950540671
"O15072_IDR_996_1031",0.259316744843054
"O15075_IDR_147_180",0.187467367970155
"O15075_IDR_1_54",0.234969127976038
"O15085_IDR_1083_1354",0.141467965087696
"O15085_IDR_125_289",0.156586211162601
"O15085_IDR_1368_1417",0.172759236625805
"O15085_IDR_1452_1522",0.176667966706269
"O15085_IDR_492_712",0.180796492245686
"O15090_IDR_1022_1257",0.264796110350612
"O15090_IDR_1_1019",0.735203889649388
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.535280070286012
"O15105_IDR_220_250",0.464719929713988
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.499866803467166
"O15117_IDR_545_687",0.500133196532834
"O15119_IDR_304_743",0.490538670692588
"O15119_IDR_36_101",0.509461329307412
"O15123_IDR_1_32",0.354363665391491
"O15123_IDR_229_277",0.645636334608509
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.26109137363639
"O15209_IDR_562_634",0.382820324432361
"O15211_IDR_197_235",0.235972569621383
"O15211_IDR_393_426",0.28591749956447
"O15211_IDR_510_645",0.237842100287287
"O15211_IDR_735_777",0.240267830526861
"O15213_IDR_1_100",0.433844703913722
"O15213_IDR_529_610",0.566155296086278
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.259772196408791
"O15231_IDR_44_571",0.379526710880432
"O15231_IDR_586_617",0.360701092710777
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.537201210992189
"O15234_IDR_245_703",0.462798789007811
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.5358935852366
"O15259_IDR_61_148",0.4641064147634
"O15355_IDR_162_326",0.425904456406318
"O15355_IDR_509_546",0.574095543593682
"O15357_IDR_120_177",0.559236716217917
"O15357_IDR_894_1197",0.440763283782083
"O15370_IDR_106_282",0.478262265102756
"O15370_IDR_1_49",0.521737734897244
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.369128372894011
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.474517545760809
"O15481_IDR_316_346",0.525482454239191
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.46869607267383
"O15488_IDR_298_451",0.53130392732617
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.382771507558129
"O15550_IDR_400_884",0.617228492441871
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.246494008169044
"O43147_IDR_425_492",0.480360494050317
"O43147_IDR_620_787",0.273145497780638
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.235856127853212
"O43149_IDR_1_43",0.23237246069794
"O43149_IDR_1955_2077",0.257702049737404
"O43149_IDR_2415_2452",0.274069361711444
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.353880885962082
"O43155_IDR_502_563",0.315296707844775
"O43155_IDR_568_599",0.330822406193143
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.519571051163469
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.530895945530462
"O43187_IDR_505_593",0.469104054469538
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.544527366417345
"O43193_IDR_374_412",0.455472633582655
"O43194_IDR_215_279",0.50147998240702
"O43194_IDR_365_453",0.49852001759298
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.520547647172839
"O43237_IDR_331_492",0.479452352827161
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.504156973735783
"O43246_IDR_590_635",0.495843026264217
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.34012598448651
"O43303_IDR_49_757",0.358315949239236
"O43303_IDR_895_1012",0.301558066274253
"O43304_IDR_183_225",0.489390687821746
"O43304_IDR_661_696",0.510609312178254
"O43306_IDR_1_114",0.480120678644045
"O43306_IDR_558_619",0.519879321355955
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.275027351121564
"O43310_IDR_169_369",0.523757869622556
"O43310_IDR_38_98",0.20121477925588
"O43312_IDR_135_197",0.356545196509617
"O43312_IDR_250_755",0.643454803490384
"O43313_IDR_1_85",0.218217000488852
"O43313_IDR_213_596",0.22955692915539
"O43313_IDR_89_130",0.2827146822206
"O43424_IDR_860_921",0.451233934645605
"O43424_IDR_957_1007",0.548766065354395
"O43426_IDR_1485_1573",0.514511912893686
"O43426_IDR_975_1483",0.485488087106314
"O43432_IDR_1002_1216",0.2584862227393
"O43432_IDR_1_721",0.7415137772607
"O43435_IDR_1_105",0.674126004878716
"O43435_IDR_306_364",0.325873995121284
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.252756751718474
"Q6ZW31_IDR_604_650",0.396878818747478
"Q6ZW31_IDR_667_701",0.350364429534048
"Q6ZW49_IDR_188_587",0.700066012318954
"Q6ZW49_IDR_830_861",0.299933987681046
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.35188466399813
"Q6ZWB6_IDR_152_205",0.325345158019067
"Q6ZWB6_IDR_324_432",0.322770177982804
"Q6ZWE6_IDR_1_109",0.3331825266792
"Q6ZWE6_IDR_111_205",0.320764246442593
"Q6ZWE6_IDR_316_355",0.346053226878208
"Q6ZWH5_IDR_40_74",0.442754410351817
"Q6ZWH5_IDR_796_965",0.557245589648183
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.503697125976328
"Q70CQ3_IDR_361_416",0.496302874023672
"Q70CQ4_IDR_1_122",0.712540030353418
"Q70CQ4_IDR_769_1352",0.287459969646582
"Q70E73_IDR_1_64",0.441558089448878
"Q70E73_IDR_524_1207",0.339589959812369
"Q70E73_IDR_96_241",0.218851950738753
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.555672250461984
"Q70EK9_IDR_313_356",0.444327749538016
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.451693899696335
"Q70EL2_IDR_386_615",0.548306100303665
"Q70EL4_IDR_1_88",0.60799914650614
"Q70EL4_IDR_740_1123",0.39200085349386
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.700205032388594
"Q70SY1_IDR_397_505",0.299794967611406
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.526036176667001
"Q71SY5_IDR_545_747",0.473963823332999
"Q75N03_IDR_1_69",0.263540137520836
"Q75N03_IDR_191_491",0.736459862479164
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.317453479234198
"Q75VX8_IDR_350_795",0.682546520765802
"Q75WM6_IDR_1_62",0.531360777264786
"Q75WM6_IDR_85_255",0.468639222735214
"Q765P7_IDR_137_199",0.41371883937171
"Q765P7_IDR_250_747",0.58628116062829
"Q76FK4_IDR_157_192",0.262152539711867
"Q76FK4_IDR_196_797",0.260091123572494
"Q76FK4_IDR_800_1108",0.217696564052173
"Q76FK4_IDR_90_149",0.260059772663467
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.566109876053214
"Q7KZ85_IDR_482_518",0.227777449930384
"Q7KZI7_IDR_1_46",0.457909677533305
"Q7KZI7_IDR_366_696",0.542090322466695
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.646489875477801
"Q7L014_IDR_786_866",0.353510124522199
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.538141541798192
"Q7L190_IDR_1_82",0.461858458201809
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.428856262673671
"Q7L1W4_IDR_61_136",0.571143737326329
"Q7L2E3_IDR_1_40",0.485104857909964
"Q7L590_IDR_424_723",0.477318969908657
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.483585596845974
"Q7L5N7_IDR_510_544",0.516414403154026
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.33445309516218
"Q7L7X3_IDR_547_595",0.267277501433582
"Q7L7X3_IDR_851_1001",0.398269403404239
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.507744052884816
"Q7L8A9_IDR_306_357",0.492255947115184
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.582278308651464
"Q7L8J4_IDR_276_393",0.417721691348536
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.604162130979315
"Q7RTS1_IDR_140_177",0.519093210882111
"O43491_IDR_1_82",0.256024993089541
"O43491_IDR_521_948",0.504010162650964
"O43491_IDR_84_213",0.239964844259495
"O43497_IDR_1_49",0.119944808552327
"O43526_IDR_368_547",0.192290767853636
"O43526_IDR_551_639",0.302550326413124
"O43526_IDR_648_872",0.353649029959686
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.300122319186019
"O43541_IDR_16_120",0.359262326458148
"O43541_IDR_284_315",0.340615354355833
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.391220894411469
"O43561_IDR_170_201",0.299969143128003
"O43561_IDR_225_262",0.308809962460529
"O43566_IDR_191_299",0.281100554682722
"O43566_IDR_22_57",0.347603707284979
"O43566_IDR_446_566",0.371295738032299
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.393733537131864
"O43614_IDR_258_297",0.486117119107038
"O43614_IDR_386_444",0.513882880892963
"O43615_IDR_1_59",0.530240465586121
"O43615_IDR_83_230",0.469759534413879
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.549439492809759
"O43815_IDR_66_445",0.450560507190241
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.555158621417979
"O43823_IDR_543_692",0.444841378582021
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.542497095772629
"O43847_IDR_134_207",0.457502904227371
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.534333003492019
"O43889_IDR_244_336",0.465666996507981
"O43896_IDR_385_434",0.164430138900718
"O43918_IDR_238_295",0.237774168758234
"O43918_IDR_343_430",0.246787522180377
"O43918_IDR_474_508",0.264432421187019
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.353004262277668
"O43933_IDR_183_240",0.316252644870743
"O43933_IDR_343_378",0.33074309285159
"O60216_IDR_396_564",0.456873093816037
"O60216_IDR_97_331",0.543126906183963
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.577955015686167
"O60231_IDR_72_223",0.422044984313833
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.42468844705608
"O60237_IDR_896_930",0.575311552943919
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.605936890243061
"O60239_IDR_252_435",0.394063109756939
"O60240_IDR_107_186",0.339329558265281
"O60266_IDR_1_45",0.529066708197818
"O60266_IDR_498_583",0.470933291802182
"O60268_IDR_1_89",0.392857990538857
"O60268_IDR_251_286",0.288342089872662
"O60268_IDR_317_347",0.318799919588481
"O60269_IDR_1_379",0.543548310076819
"O60269_IDR_396_458",0.456451689923181
"O60271_IDR_517_548",0.197500708374723
"O60271_IDR_562_630",0.192873378031671
"O60271_IDR_69_513",0.242320698831238
"O60271_IDR_718_750",0.190498963996838
"O60271_IDR_804_910",0.176806250765529
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.18963139770931
"O60281_IDR_2119_2168",0.151162508692234
"O60281_IDR_2282_2363",0.0987036731478869
"O60281_IDR_2433_2576",0.0788603896592738
"O60281_IDR_2602_2639",0.0937053629286707
"O60281_IDR_460_751",0.215391484435976
"O60281_IDR_812_1369",0.172545183426648
"O60296_IDR_562_837",0.206700100134848
"O60296_IDR_848_914",0.184792055409425
"O60299_IDR_11_353",0.489116574824685
"O60299_IDR_363_673",0.510883425175315
"O60303_IDR_1147_1198",0.201442321361645
"O60303_IDR_1_33",0.221456910997545
"O60303_IDR_152_467",0.157151314516899
"O60303_IDR_626_963",0.159202337855504
"O60303_IDR_79_150",0.260747115268406
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.226864215466193
"O60307_IDR_1_172",0.55310673851659
"O60307_IDR_679_945",0.220029046017217
"O60308_IDR_158_201",0.27026887822104
"O60308_IDR_259_418",0.315130963886134
"O60308_IDR_685_743",0.20623003359448
"O60308_IDR_871_925",0.208370124298346
"O60309_IDR_1047_1086",0.192248274406522
"O60309_IDR_1_869",0.242847543509504
"O60333_IDR_1205_1244",0.172148914937765
"O60333_IDR_1521_1588",0.168248195101535
"O60333_IDR_1592_1682",0.18009989090708
"O60333_IDR_705_735",0.166384421562577
"O60333_IDR_912_957",0.153445416342552
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.359173336189569
"O60343_IDR_237_352",0.284117759695324
"O60343_IDR_525_874",0.356708904115107
"O60346_IDR_1431_1511",0.318808334271612
"O60346_IDR_1_462",0.4291951893191
"O60346_IDR_1575_1636",0.251996476409288
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.382607329428264
"O60481_IDR_1_186",0.489285714986521
"O60481_IDR_405_461",0.510714285013479
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.494568438492457
"O60502_IDR_395_550",0.505431561507543
"O60503_IDR_1248_1353",0.270777567823134
"O60503_IDR_1_78",0.382562808892605
"O60503_IDR_579_713",0.346659623284261
"O60504_IDR_1_382",0.574814852131554
"O60504_IDR_522_611",0.425185147868446
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.511993111793629
"O60508_IDR_201_238",0.488006888206371
"O60512_IDR_1_71",0.495372504889675
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.219781385124083
"O60610_IDR_1208_1272",0.294464937713167
"O60610_IDR_1_85",0.313287466865448
"O60610_IDR_505_766",0.172466210297302
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.348005218186857
"O60658_IDR_329_386",0.294198164102591
"O60658_IDR_429_481",0.357796617710552
"O60663_IDR_13_48",0.296297849553521
"O60663_IDR_176_237",0.228062397836606
"O60663_IDR_269_388",0.475639752609873
"O60664_IDR_1_35",0.521777759800046
"O60664_IDR_69_172",0.478222240199954
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.297518069937673
"O60673_IDR_2014_2182",0.215364910384991
"O60673_IDR_274_307",0.142087066907555
"O60673_IDR_310_974",0.182947177472251
"O60741_IDR_1_90",0.507085310790532
"O60741_IDR_595_890",0.492914689209468
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.51942749403591
"O60759_IDR_173_359",0.48057250596409
"O60763_IDR_675_790",0.569948946815082
"O60763_IDR_930_962",0.430051053184918
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.476114783743473
"O60784_IDR_303_415",0.25522943539993
"O60784_IDR_450_492",0.268655780856597
"O60806_IDR_1_37",0.195459293072242
"O60806_IDR_251_318",0.564481049816441
"O60806_IDR_321_420",0.240059657111317
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.173055098041829
"O60885_IDR_459_666",0.154208355170977
"O60885_IDR_676_1201",0.219426882948501
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.460607303811772
"O60902_IDR_161_331",0.539392696188228
"O60907_IDR_1_37",0.417019229622441
"O60907_IDR_146_210",0.582980770377559
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.403655488152828
"O75037_IDR_401_480",0.321660400048962
"O75037_IDR_490_970",0.27468411179821
"O75038_IDR_1382_1416",0.401281603758442
"O75038_IDR_475_618",0.329339587949644
"O75038_IDR_886_1379",0.269378808291914
"O75044_IDR_170_229",0.203030487465593
"O75044_IDR_415_457",0.203346937309782
"O75044_IDR_463_501",0.214064765647247
"O75044_IDR_694_755",0.19335240336967
"O75044_IDR_785_1071",0.186205406207707
"O75052_IDR_172_347",0.638161468096697
"O75052_IDR_361_506",0.361838531903303
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.401093666182507
"O75056_IDR_412_442",0.598906333817494
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.478723492554637
"O75071_IDR_144_426",0.521276507445363
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.300560020667482
"O75116_IDR_1113_1149",0.344727112659203
"O75116_IDR_1350_1388",0.354712866673314
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.301365056440802
"O75122_IDR_309_645",0.252528273578422
"O75122_IDR_880_1053",0.446106669980776
"O75128_IDR_1_53",0.480859168869211
"O75128_IDR_227_1238",0.519140831130789
"O75129_IDR_1_59",0.260906373511457
"O75129_IDR_288_349",0.357998839226643
"O75129_IDR_357_411",0.381094787261901
"O75132_IDR_172_286",0.164678447808144
"O75132_IDR_1_87",0.275206400016736
"O75132_IDR_341_456",0.205782328062993
"O75132_IDR_511_550",0.186770566853389
"O75132_IDR_609_651",0.167562257258739
"O75140_IDR_1000_1075",0.358499039014198
"O75140_IDR_1112_1172",0.185262962282281
"O75140_IDR_411_456",0.261395351236348
"O75140_IDR_461_727",0.194842647467173
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.407439870401936
"O75145_IDR_859_937",0.592560129598063
"O75146_IDR_1011_1053",0.489523556872079
"O75146_IDR_288_360",0.510476443127921
"O75150_IDR_111_177",0.357880853802924
"O75150_IDR_1_96",0.291009089587025
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.534780634165065
"O75170_IDR_525_966",0.465219365834935
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.375051108216791
"O75177_IDR_41_396",0.624948891783209
"O75179_IDR_1_136",0.389126463188279
"O75179_IDR_1451_2427",0.283254060154553
"O75179_IDR_2471_2509",0.327619476657169
"O75182_IDR_1_36",0.346977338258587
"O75182_IDR_704_767",0.315568860255123
"O75182_IDR_92_300",0.337453801486291
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.46704531536792
"O75362_IDR_207_1048",0.53295468463208
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.465853784211124
"O75364_IDR_1_81",0.534146215788876
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.246426461034349
"O75376_IDR_319_418",0.120037711846975
"O75376_IDR_420_451",0.12251926724233
"O75376_IDR_483_2440",0.511016559876346
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.445170787691338
"O75381_IDR_71_108",0.554829212308661
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.513033857780283
"O75461_IDR_240_281",0.486966142219717
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.493966020215265
"O75467_IDR_55_197",0.506033979784735
"O75469_IDR_122_165",0.309777623172006
"O75469_IDR_1_36",0.339097787593786
"O75469_IDR_179_234",0.351124589234208
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.486072915169409
"O75474_IDR_49_147",0.513927084830591
"O75475_IDR_431_530",0.50994480201703
"O75475_IDR_89_347",0.49005519798297
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.491653272685851
"O75563_IDR_223_295",0.534487671897614
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.116538147806376
"O75592_IDR_2555_2592",0.12420504952156
"O75592_IDR_2670_3153",0.157793646565183
"O75592_IDR_3187_3236",0.113394053254291
"O75592_IDR_3314_3386",0.130649938080045
"O75592_IDR_3479_3511",0.128567915032752
"O75592_IDR_87_131",0.115399128629724
"O75592_IDR_890_922",0.113452121110068
"O75593_IDR_121_277",0.53477590551716
"O75593_IDR_1_32",0.46522409448284
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.623067737169108
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.246506589822209
"O75691_IDR_2572_2613",0.280543613851869
"O75691_IDR_2731_2785",0.245815052644639
"O75691_IDR_863_907",0.227134743681284
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.31069776466856
"O75717_IDR_308_427",0.36785016370863
"O75717_IDR_821_1017",0.32145207162281
"O75747_IDR_1_34",0.511096355991516
"O75747_IDR_174_224",0.488903644008484
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.567128391870152
"O75781_IDR_332_387",0.432871608129848
"O75864_IDR_462_568",0.198942649921106
"O75864_IDR_575_691",0.563916846172002
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.31135923013567
"O75886_IDR_369_525",0.68864076986433
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.385312054010017
"O75899_IDR_752_941",0.614687945989983
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.553471168537125
"O75901_IDR_368_423",0.446528831462875
