"","GO0035639_purine_ribonucleoside_triphosphate_binding"
"Q96N23_IDR_1_45",0.254822132115213
"Q96N23_IDR_1543_1604",0.242849363513219
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.313112382499687
"Q96N67_IDR_414_455",0.345271822130681
"Q96N67_IDR_860_909",0.341615795369632
"Q96N77_IDR_1_117",0.484651806229945
"Q96NA8_IDR_198_231",0.25945889762121
"Q96NA8_IDR_366_419",0.243685166921036
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.517977397254278
"Q96NB3_IDR_72_287",0.482022602745722
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.516689707184212
"Q96NG5_IDR_87_160",0.483310292815788
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.484003068145414
"Q96NK8_IDR_167_203",0.515996931854586
"Q96NL0_IDR_227_280",0.509051398456992
"Q96NL0_IDR_283_473",0.490948601543008
"Q96NL1_IDR_1_238",0.484983835123206
"Q96NL1_IDR_243_275",0.515016164876794
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.503305290943134
"Q96NL6_IDR_69_133",0.496694709056866
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.519987529129369
"Q96NM4_IDR_53_258",0.480012470870631
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.324609473096768
"Q96NX9_IDR_1_63",0.353698770969529
"Q96NX9_IDR_512_599",0.321691755933703
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.497685073079022
"Q96NY9_IDR_87_127",0.502314926920978
"Q96NZ1_IDR_1_189",0.49550846692008
"Q96NZ1_IDR_288_421",0.50449153307992
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.373803966064187
"Q96P26_IDR_1_47",0.321891276720314
"Q96P26_IDR_244_277",0.3043047572155
"Q96P31_IDR_602_640",0.511663852365413
"Q96P31_IDR_700_734",0.488336147634587
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.481807688041529
"Q96P47_IDR_428_567",0.518192311958471
"Q96PD2_IDR_1_68",0.34607854765826
"Q96PD2_IDR_453_560",0.325941239587071
"Q96PD2_IDR_689_731",0.327980212754669
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.350849361438937
"Q96PE1_IDR_1_32",0.317026753538068
"Q96PE1_IDR_951_1010",0.332123885022995
"Q96PE2_IDR_1_1062",0.407213633224317
"Q96PE2_IDR_1561_1607",0.174019667955932
"Q96PE2_IDR_1616_1727",0.225534353328363
"Q96PE2_IDR_1984_2020",0.193232345491388
"Q96PE3_IDR_1_39",0.497862035094908
"Q96PE3_IDR_472_621",0.502137964905092
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.349384762681752
"Q96PU5_IDR_415_494",0.334690080265712
"Q96PU8_IDR_183_284",0.490283308796645
"Q96PU8_IDR_290_341",0.509716691203355
"Q96PV0_IDR_727_1343",0.492791363232176
"Q96PV0_IDR_90_174",0.507208636767824
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.246493456422417
"Q96PV6_IDR_14_78",0.254508131008427
"Q96PV6_IDR_237_285",0.251644897935284
"Q96PV6_IDR_344_540",0.247353514633872
"Q96PX1_IDR_327_630",0.484593424961952
"Q96PX1_IDR_645_679",0.515406575038048
"Q96PX6_IDR_1_55",0.335820353130285
"Q96PX6_IDR_176_553",0.312810028871629
"Q96PX6_IDR_59_140",0.351369617998086
"Q96PX9_IDR_1116_1271",0.319502012017462
"Q96PX9_IDR_1_184",0.353892323271522
"Q96PX9_IDR_574_801",0.326605664711016
"Q96PY6_IDR_269_1032",0.480949251636606
"Q96Q91_IDR_1_51",0.244358984229875
"Q96Q91_IDR_177_227",0.256746309158946
"Q96Q91_IDR_341_375",0.252867959278031
"Q96Q91_IDR_944_976",0.246026747333148
"Q96QB1_IDR_1_806",0.516155852089312
"Q96QB1_IDR_811_1017",0.483844147910688
"Q96QC0_IDR_148_398",0.241464862283564
"Q96QC0_IDR_522_585",0.245245726121284
"Q96QC0_IDR_649_679",0.254165188746664
"Q96QC0_IDR_681_907",0.259124222848487
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.33776058162909
"Q96QD9_IDR_236_268",0.335777460012233
"Q96QD9_IDR_40_227",0.326461958358677
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.132696472802499
"Q96QE3_IDR_1_322",0.144054361110842
"Q96QE3_IDR_333_867",0.17627456364182
"Q96QE3_IDR_879_932",0.132240317637328
"Q96QE3_IDR_973_1049",0.13457134978319
"Q96QT6_IDR_293_733",0.23812351593155
"Q96QT6_IDR_973_1004",0.266964346790355
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.508833026009239
"Q6IQ49_IDR_177_379",0.491166973990761
"Q6IQ55_IDR_300_553",0.465325226400713
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.229953955354111
"Q6MZP7_IDR_189_341",0.268192564619639
"Q6MZP7_IDR_367_522",0.24234936686686
"Q6MZP7_IDR_644_680",0.25950411315939
"Q6MZQ0_IDR_1_48",0.341012346248547
"Q6MZQ0_IDR_179_212",0.299132776525854
"Q6MZQ0_IDR_216_368",0.359854877225599
"Q6NT76_IDR_230_269",0.334078420955908
"Q6NT76_IDR_332_420",0.331904719275988
"Q6NT89_IDR_1_114",0.522494536484994
"Q6NT89_IDR_137_227",0.477505463515006
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.482408619139242
"Q6NUJ5_IDR_56_407",0.517591380860758
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.493796526191435
"Q6NXT6_IDR_465_551",0.506203473808565
"Q6NY19_IDR_1_50",0.338143605423202
"Q6NY19_IDR_57_544",0.33246231825665
"Q6NY19_IDR_790_840",0.329394076320148
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.50445181923188
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.463473413781453
"Q6P1N0_IDR_814_854",0.536526586218547
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.341279762377287
"Q6P1R3_IDR_205_285",0.330388384146095
"Q6P1R3_IDR_435_466",0.328331853476619
"Q6P1R4_IDR_343_410",0.495793133532218
"Q6P1R4_IDR_417_473",0.504206866467782
"Q6P3S6_IDR_373_638",0.501337348055798
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.514127222220597
"Q6P444_IDR_87_269",0.485872777779402
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.476251546998379
"Q6P5Z2_IDR_429_552",0.554936751345482
"Q6P5Z2_IDR_60_146",0.445063248654518
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.477228874360112
"Q6P6C2_IDR_288_394",0.522771125639888
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.325292538177838
"Q6P995_IDR_381_673",0.325146327938217
"Q6P995_IDR_677_826",0.349561133883945
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.495098113447871
"Q6PGQ7_IDR_1_103",0.504901886552129
"Q6PH81_IDR_1_35",0.492560738927291
"Q6PH81_IDR_39_125",0.507439261072709
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.503856817787745
"Q6PI47_IDR_380_426",0.496143182212255
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.50479993393507
"Q6PIF2_IDR_164_218",0.49520006606493
"Q6PJG2_IDR_882_1035",0.237452709102692
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.478767374801473
"Q96R06_IDR_840_984",0.521232625198527
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.193640633398162
"Q96RG2_IDR_1272_1323",0.210809839858959
"Q96RG2_IDR_397_610",0.198602936840295
"Q96RG2_IDR_749_864",0.193359343053511
"Q96RG2_IDR_936_990",0.203587246849074
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.514104344193767
"Q96RI1_IDR_62_130",0.485895655806233
"Q96RN1_IDR_646_708",0.510913206161896
"Q96RN1_IDR_801_970",0.489086793838104
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.501533185448927
"Q96RP8_IDR_406_456",0.498466814551073
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.513490469625242
"Q96RR1_IDR_633_684",0.486509530374758
"Q96RR4_IDR_1_146",0.526739682084966
"Q96RR4_IDR_495_588",0.473260317915034
"Q96RS0_IDR_105_192",0.250478964667462
"Q96RS0_IDR_263_494",0.245621657920868
"Q96RS0_IDR_51_102",0.25397852648434
"Q96RS0_IDR_523_632",0.24992085092733
"Q96RT1_IDR_431_461",0.317238329692413
"Q96RT1_IDR_463_865",0.297365128863742
"Q96RT1_IDR_984_1316",0.385396541443845
"Q96RT6_IDR_245_296",0.31087403875405
"Q96RT6_IDR_343_436",0.3564300728251
"Q96RT6_IDR_445_617",0.33269588842085
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.536572017633292
"Q96RU2_IDR_698_775",0.463427982366708
"Q96RU3_IDR_275_377",0.506371432486654
"Q96RU3_IDR_481_546",0.493628567513346
"Q96RU7_IDR_1_63",0.499215032799447
"Q96S15_IDR_463_613",0.4969293481231
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.514226448714607
"Q96S38_IDR_422_881",0.485773551285393
"Q96S53_IDR_1_36",0.513894994124198
"Q96S53_IDR_318_571",0.486105005875802
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.485389316305986
"Q96S59_IDR_457_611",0.514610683694014
"Q96S65_IDR_116_267",0.336227074704433
"Q96S65_IDR_1_80",0.338265056414356
"Q96S65_IDR_304_508",0.325507868881211
"Q96S66_IDR_365_551",0.481174982150549
"Q96S66_IDR_40_91",0.518825017849451
"Q96S82_IDR_197_333",0.557117036085015
"Q96S82_IDR_96_143",0.442882963914985
"Q96S90_IDR_1_35",0.539043676036491
"Q96S90_IDR_91_227",0.460956323963509
"Q96S94_IDR_1_33",0.490392759195812
"Q96S94_IDR_300_520",0.509607240804188
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.480352900370729
"Q96SB3_IDR_598_663",0.519647099629271
"Q96SB4_IDR_1_59",0.518412328506926
"Q96SB4_IDR_246_477",0.481587671493074
"Q96SC8_IDR_1_441",0.486821242674432
"Q96SC8_IDR_497_542",0.513178757325568
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.479479850013794
"Q96SN8_IDR_1566_1713",0.520520149986206
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.316588401813148
"Q96ST2_IDR_703_740",0.35790416810597
"Q96ST2_IDR_772_809",0.325507430080882
"Q96ST3_IDR_1_118",0.241841182489939
"Q96ST3_IDR_196_301",0.243634809070896
"Q96ST3_IDR_367_459",0.267842106729918
"Q96ST3_IDR_830_877",0.246681901709246
"Q96ST8_IDR_1_304",0.339969647134753
"Q96ST8_IDR_307_366",0.330069496464465
"Q96ST8_IDR_742_783",0.329960856400782
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.341958557264858
"Q96T68_IDR_502_626",0.324754851831139
"Q96T68_IDR_64_125",0.333286590904003
"Q96T83_IDR_1_77",0.486715921852603
"Q96T83_IDR_618_699",0.513284078147397
"Q96T88_IDR_593_675",0.505328318570086
"Q96T88_IDR_78_124",0.494671681429914
"Q96T92_IDR_1_309",0.525056615884406
"Q96T92_IDR_311_422",0.474943384115595
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.495195005645463
"Q99081_IDR_640_682",0.504804994354537
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.265638416407654
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.487339694105612
"Q99502_IDR_243_319",0.512660305894388
"Q99504_IDR_1_72",0.501073430893406
"Q99504_IDR_219_300",0.498926569106594
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.500938131512658
"Q99523_IDR_800_831",0.499061868487342
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.481626420591958
"Q99547_IDR_64_160",0.518373579408042
"Q99549_IDR_115_498",0.502298311653809
"Q99549_IDR_1_55",0.497701688346191
"Q99550_IDR_128_1108",0.511318711668182
"Q99550_IDR_1_88",0.488681288331817
"Q99558_IDR_1_52",0.187242990054264
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.335685511576947
"Q99593_IDR_219_424",0.327083835068953
"Q99593_IDR_433_485",0.337230653354099
"Q99594_IDR_100_134",0.511821547825431
"Q99594_IDR_1_31",0.488178452174569
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.275766271512015
"Q99607_IDR_302_520",0.239456578789744
"Q99607_IDR_526_582",0.246232479585216
"Q99607_IDR_586_663",0.238544670113024
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.349205946343334
"Q99613_IDR_162_313",0.328538514842791
"Q99613_IDR_879_913",0.322255538813875
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.519761386957017
"Q99678_IDR_314_358",0.480238613042983
"Q99680_IDR_1_35",0.481856121314729
"Q99680_IDR_245_307",0.518143878685271
"Q99683_IDR_1179_1243",0.235743974728915
"Q99683_IDR_1278_1308",0.256438968246705
"Q99683_IDR_32_87",0.228627629021213
"Q99683_IDR_939_1039",0.279189428003168
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.338293071259553
"Q99687_IDR_1_61",0.331974438581298
"Q99687_IDR_163_277",0.32973249015915
"Q99689_IDR_1_73",0.32885263158064
"Q99689_IDR_257_314",0.340496670816506
"Q99689_IDR_75_223",0.330650697602853
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.160659827635128
"Q99698_IDR_109_226",0.209095703978536
"Q99698_IDR_831_867",0.150065241748324
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.500103278833673
"Q99755_IDR_456_562",0.499896721166326
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.493125140121567
"Q99759_IDR_208_358",0.506874859878433
"Q99767_IDR_1_350",0.478538617163752
"Q99767_IDR_392_423",0.521461382836248
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.508259470453581
"Q99801_IDR_37_129",0.491740529546419
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.500932630233841
"Q99811_IDR_125_253",0.499067369766159
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.515331106044635
"Q99835_IDR_555_769",0.484668893955365
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.316485259076469
"Q99856_IDR_377_515",0.313423288940046
"Q99856_IDR_539_593",0.370091451983485
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.471600847887053
"Q99928_IDR_344_397",0.528399152112947
"Q99929_IDR_111_175",0.430110879150896
"Q99929_IDR_1_57",0.569889120849104
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.502653030644242
"Q99983_IDR_386_421",0.497346969355758
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.16179787674239
"Q99996_IDR_2066_2110",0.174870964355198
"Q99996_IDR_2121_3131",0.163194799172134
"Q99996_IDR_3199_3693",0.16531647315647
"Q99996_IDR_3800_3868",0.17732843301464
"Q99996_IDR_751_1844",0.157491453559168
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.475305856089105
"Q9BQA5_IDR_486_517",0.524694143910895
"Q9BQB4_IDR_171_213",0.487557767966577
"Q9BQB4_IDR_41_74",0.512442232033423
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.486551609144731
"Q9BQE6_IDR_196_289",0.513448390855269
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.243026636623888
"Q9BQF6_IDR_443_515",0.256604329486683
"Q9BQF6_IDR_686_733",0.25955011620801
"Q9BQF6_IDR_876_928",0.240818917681419
"Q9BQG0_IDR_1145_1328",0.517287063762788
"Q9BQG0_IDR_696_755",0.482712936237212
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.265831444208821
"Q9BQS8_IDR_340_405",0.243769433327191
"Q9BQS8_IDR_549_601",0.24487862557129
"Q9BQT9_IDR_805_892",0.509016994828249
"Q9BQT9_IDR_912_956",0.490983005171751
"Q9BQW3_IDR_386_438",0.482651129306942
"Q9BQW3_IDR_442_602",0.517348870693058
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.358681151345741
"Q9BR39_IDR_383_416",0.322418977649093
"Q9BR39_IDR_425_671",0.318899871005165
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.524508196830794
"Q9BR77_IDR_86_225",0.475491803169206
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.157611309400889
"Q9BRR8_IDR_353_504",0.166703647115541
"Q9BRR8_IDR_570_612",0.167587491274454
"Q9BRR8_IDR_621_756",0.173935872965508
"Q9BRR8_IDR_68_156",0.16638071467482
"Q9BRR8_IDR_759_914",0.167780964568787
"Q9BRR9_IDR_113_210",0.370610032951482
"Q9BRR9_IDR_248_325",0.305668459100448
"Q9BRR9_IDR_444_508",0.32372150794807
"Q9BRS2_IDR_1_110",0.506789696938543
"Q9BRS2_IDR_451_568",0.493210303061457
"Q9BRS8_IDR_1_84",0.463934344821337
"Q9BRS8_IDR_294_462",0.536065655178663
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.550544206309002
"Q9BSF8_IDR_434_475",0.449455793690998
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.308571395213409
"Q9BSJ2_IDR_773_812",0.387059671594618
"Q9BSJ2_IDR_870_902",0.304368933191974
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.32820958350054
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.234376301759245
"Q9BTC0_IDR_1_262",0.257098516979314
"Q9BTC0_IDR_323_668",0.248471343310568
"Q9BTC0_IDR_765_1046",0.260053837950872
"Q9BTC8_IDR_325_373",0.327029265161393
"Q9BTC8_IDR_419_482",0.334770018800764
"Q9BTC8_IDR_540_590",0.338200716037843
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.325555964465079
"Q9BUA3_IDR_20_66",0.334137642147447
"Q9BUA3_IDR_274_315",0.340306393387474
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.490634572184227
"Q9BUB5_IDR_377_465",0.509365427815773
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.500798734656576
"Q9BUG6_IDR_141_351",0.499201265343424
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.496489995547007
"Q9BUH8_IDR_134_593",0.503510004452993
"Q9BV73_IDR_1084_1412",0.258906627058785
"Q9BV73_IDR_1_513",0.244822136061686
"Q9BV73_IDR_1790_1980",0.24180755988915
"Q9BV73_IDR_2019_2442",0.254463676990379
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.171621509760664
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.458971059815291
"Q9BVW5_IDR_1_66",0.541028940184709
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.501116349639472
"Q9BW11_IDR_20_74",0.498883650360528
"Q9BWU0_IDR_1_149",0.255339951827651
"Q9BWU0_IDR_279_358",0.250048079777082
"Q9BWU0_IDR_444_537",0.249147024576601
"Q9BWU0_IDR_584_765",0.245464943818666
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.355968278877987
"Q9BWV1_IDR_811_855",0.342643552342661
"Q9BWV1_IDR_877_1114",0.301388168779352
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.497065515670587
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.510017442376266
"Q9BX69_IDR_90_279",0.489982557623734
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.139088381038074
"Q9BX84_IDR_1285_1456",0.130192281850596
"Q9BX84_IDR_1459_1598",0.163326136132387
"Q9BX84_IDR_1665_1695",0.155234316100216
"Q9BX84_IDR_1983_2022",0.137434099136704
"Q9BX84_IDR_544_600",0.143905207192779
"Q9BX84_IDR_772_820",0.130819578549244
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.338952599721087
"Q9BXA9_IDR_1_80",0.32781077983539
"Q9BXA9_IDR_83_1121",0.333236620443523
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.517980912450378
"Q9BXK1_IDR_27_156",0.482019087549622
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.314143613306505
"Q9BXL6_IDR_392_567",0.301384554205395
"Q9BXL6_IDR_756_803",0.3844718324881
"Q9BXL7_IDR_225_305",0.298016681448116
"Q9BXL7_IDR_424_664",0.409191056530144
"Q9BXL7_IDR_852_916",0.292792262021741
"Q9BXL8_IDR_186_226",0.495349920167769
"Q9BXL8_IDR_80_174",0.504650079832231
"Q9BXM0_IDR_1342_1375",0.34188290167191
"Q9BXM0_IDR_1_43",0.338227288221019
"Q9BXM0_IDR_45_233",0.319889810107071
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.16421846583597
"Q9BXT5_IDR_1_469",0.152816253249902
"Q9BXT5_IDR_2264_2514",0.170190023879339
"Q9BXT5_IDR_2563_2596",0.1654064664008
"Q9BXT5_IDR_473_775",0.156643057949184
"Q9BXT5_IDR_782_1040",0.190725732684805
"Q9BXT8_IDR_1104_1169",0.337136235533543
"Q9BXT8_IDR_1360_1397",0.336446593767622
"Q9BXT8_IDR_309_399",0.326417170698835
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.509335223053074
"Q9BXU1_IDR_976_1018",0.490664776946926
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.492241474336865
"Q9BXU7_IDR_731_820",0.507758525663135
"Q9BY12_IDR_745_899",0.325727235422475
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.335471571800031
"Q9BY66_IDR_1411_1539",0.337100512963467
"Q9BY66_IDR_174_310",0.327427915236502
