"","GO0032553_ribonucleotide_binding"
"Q9UHB7_IDR_1_925",0.506401770542814
"Q9UHB7_IDR_1036_1082",0.493598229457186
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.486965408360754
"Q9UHC1_IDR_614_1038",0.513034591639246
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.506747659510009
"Q9UHC6_IDR_1290_1331",0.493252340489991
"Q9UHC7_IDR_109_173",0.327647980846364
"Q9UHC7_IDR_1_57",0.340532309785825
"Q9UHC7_IDR_176_213",0.331819709367811
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.506097821661625
"Q9UHF4_IDR_409_441",0.493902178338375
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.241805622595067
"Q9UHF7_IDR_461_516",0.248919291115275
"Q9UHF7_IDR_566_613",0.266018544312087
"Q9UHL9_IDR_430_561",0.256732320703002
"Q9UHL9_IDR_649_705",0.242600004081599
"Q9UHL9_IDR_887_934",0.263313142507169
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.330076542918461
"Q9UHP3_IDR_59_91",0.361317585261988
"Q9UHP3_IDR_709_799",0.308605871819551
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.561073685892355
"Q9UHR4_IDR_374_494",0.438926314107645
"Q9UHR5_IDR_1_106",0.515087642528396
"Q9UHR5_IDR_209_295",0.484912357471604
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.493100165704131
"Q9UI33_IDR_1754_1791",0.199724506472854
"Q9UI33_IDR_921_994",0.193060850468952
"Q9UI36_IDR_1_182",0.314846059896122
"Q9UI36_IDR_281_605",0.377863194331955
"Q9UI36_IDR_675_750",0.307290745771924
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.321162140752255
"Q9UI46_IDR_1_39",0.354149509322295
"Q9UI46_IDR_237_285",0.32468834992545
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.137673346368109
"Q9UIF8_IDR_1403_1701",0.13496499731715
"Q9UIF8_IDR_1_739",0.132981406273992
"Q9UIF8_IDR_848_886",0.150424855913033
"Q9UIF8_IDR_957_1015",0.148525134223458
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.338290228245005
"Q9UIU6_IDR_197_237",0.353867603133395
"Q9UIU6_IDR_273_781",0.3078421686216
"Q9UIW0_IDR_1_107",0.487435885825401
"Q9UIW0_IDR_152_183",0.512564114174599
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.547438879455987
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.490161823269749
"Q9UJJ9_IDR_269_305",0.509838176730251
"Q9UJK0_IDR_1_53",0.489331862003624
"Q9UJK0_IDR_226_302",0.510668137996376
"Q9UJL9_IDR_128_275",0.499724959754802
"Q9UJL9_IDR_26_64",0.500275040245198
"Q9UJM3_IDR_1_173",0.303796128287585
"Q9UJM3_IDR_175_373",0.377246337780483
"Q9UJM3_IDR_416_462",0.318957533931932
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.485355438524274
"Q9UJQ4_IDR_1_101",0.514644561475726
"Q9UJT2_IDR_1_366",0.333547544416059
"Q9UJT2_IDR_368_491",0.337725273319886
"Q9UJT2_IDR_518_592",0.328727182264054
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.51128707404221
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.34645593172744
"Q9UKD1_IDR_315_423",0.323341241970836
"Q9UKD1_IDR_43_85",0.330202826301724
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.498728277663772
"Q9UKF5_IDR_699_820",0.501271722336228
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.551837859803099
"Q9UKG1_IDR_464_496",0.448162140196901
"Q9UKP3_IDR_307_347",0.467581581212407
"Q9UKP3_IDR_65_113",0.532418418787593
"Q9UKP4_IDR_1270_1320",0.259488858227065
"Q9UKP4_IDR_1_38",0.256280473789807
"Q9UKP4_IDR_188_237",0.237153140250928
"Q9UKP4_IDR_999_1261",0.247077527732201
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.485042024439174
"Q9UKP6_IDR_331_389",0.514957975560826
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.507666032651641
"Q9UL17_IDR_317_520",0.492333967348359
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.334803898168607
"Q9UL36_IDR_764_808",0.326056112773472
"Q9UL36_IDR_814_916",0.339139989057921
"Q9ULD2_IDR_1237_1270",0.205063808799413
"Q9ULD4_IDR_392_470",0.315437577447
"Q9ULD4_IDR_68_110",0.341230013656996
"Q9ULD4_IDR_757_1062",0.343332408896004
"Q9ULD5_IDR_1_194",0.512077201521864
"Q9ULD5_IDR_336_544",0.487922798478136
"Q9ULD6_IDR_1_50",0.316902429242224
"Q9ULD6_IDR_665_774",0.314634161826399
"Q9ULD6_IDR_75_150",0.368463408931377
"Q9ULD8_IDR_135_194",0.495159295315412
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.276733499995821
"Q9ULI4_IDR_1_334",0.214543966613853
"Q9ULI4_IDR_724_790",0.238749314539256
"Q9ULI4_IDR_795_1018",0.26997321885107
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.347280680486752
"Q9ULJ3_IDR_866_907",0.282450948837108
"Q9ULJ3_IDR_947_1012",0.37026837067614
"Q9ULL1_IDR_1286_1346",0.126609197463024
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.301133949837633
"Q9ULM0_IDR_137_571",0.400227683416864
"Q9ULM0_IDR_28_93",0.298638366745502
"Q9ULM3_IDR_117_199",0.565730602863708
"Q9ULM3_IDR_335_1139",0.434269397136292
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.506884186022363
"Q9ULQ0_IDR_301_432",0.493115813977637
"Q9ULQ1_IDR_1_66",0.485530925213102
"Q9ULQ1_IDR_783_816",0.514469074786898
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.351926023346286
"Q9ULR3_IDR_1_35",0.324982539410354
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.50769018292183
"Q9ULV5_IDR_197_492",0.49230981707817
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.46409710158393
"Q9ULW2_IDR_540_581",0.53590289841607
"Q9ULW3_IDR_1_41",0.474344822605216
"Q9ULW3_IDR_191_245",0.525655177394784
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.508859972547436
"Q9ULW6_IDR_1_94",0.491140027452564
"Q9ULX3_IDR_104_204",0.494430032000138
"Q9ULX3_IDR_376_412",0.505569967999862
"Q9ULX5_IDR_17_50",0.517483651945762
"Q9ULX5_IDR_97_129",0.482516348054238
"Q9ULX6_IDR_1_383",0.32100401263538
"Q9ULX6_IDR_427_476",0.346160204287816
"Q9ULX6_IDR_545_646",0.332835783076804
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.361530329442206
"Q9UMD9_IDR_374_463",0.310107322906814
"Q9UMD9_IDR_471_1497",0.32836234765098
"Q9UMN6_IDR_1_1166",0.489829235215913
"Q9UMN6_IDR_1810_2409",0.510170764784087
"Q9UMQ3_IDR_1_181",0.501436869242384
"Q9UMQ3_IDR_183_279",0.498563130757616
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.478926438563629
"Q9UNA0_IDR_200_255",0.521073561436371
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.498820189393135
"Q9UNA4_IDR_442_700",0.501179810606865
"Q9UNE0_IDR_1_70",0.5199331694239
"Q9UNE0_IDR_91_333",0.4800668305761
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.330401999143664
"Q9UP95_IDR_941_1017",0.351329195207569
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.476659418039622
"Q9UPC5_IDR_346_381",0.523340581960378
"Q9UPE1_IDR_1_57",0.541141800502131
"Q9UPE1_IDR_240_401",0.458858199497869
"Q9UPG8_IDR_1_67",0.530733719798379
"Q9UPG8_IDR_225_496",0.469266280201621
"Q9UPI3_IDR_1_74",0.502797793933462
"Q9UPR6_IDR_12_446",0.330163789295288
"Q9UPR6_IDR_542_588",0.339300865715047
"Q9UPR6_IDR_904_939",0.330535344989665
"Q9UPS6_IDR_1767_1805",0.32523421443704
"Q9UPS6_IDR_199_742",0.354690058863995
"Q9UPS6_IDR_904_1667",0.320075726698964
"Q9UPS8_IDR_1_35",0.346686273040063
"Q9UPS8_IDR_201_707",0.331688050587802
"Q9UPS8_IDR_835_917",0.321625676372135
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.337022724629186
"Q9UPW5_IDR_1149_1226",0.498811533182809
"Q9UPW5_IDR_349_617",0.501188466817191
"Q9UPW6_IDR_1_55",0.198163406098332
"Q9UPW6_IDR_187_223",0.19671085533185
"Q9UPW6_IDR_231_537",0.216137698116125
"Q9UPW6_IDR_550_618",0.195092995354856
"Q9UPW6_IDR_666_733",0.193895045098837
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.316002831926399
"Q9UQ16_IDR_598_651",0.335833284007063
"Q9UQ16_IDR_749_869",0.348163884066538
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.484226052466078
"Q9UQB3_IDR_1_543",0.309575295264256
"Q9UQ90_IDR_765_795",0.515773947533921
"Q9UQB3_IDR_1040_1155",0.388569160786307
"Q9UQB3_IDR_784_827",0.301855543949437
"Q9UQB8_IDR_128_196",0.255038166018665
"Q9UQB8_IDR_249_395",0.231220127933341
"Q9UQB8_IDR_433_517",0.266257573186596
"Q9UQB8_IDR_522_552",0.247484132861398
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.241514505605739
"Q9Y210_IDR_792_850",0.514404555275532
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.195465424697432
"Q9Y222_IDR_414_491",0.196333979608846
"Q9Y222_IDR_515_571",0.203492791521596
"Q9Y222_IDR_575_690",0.2054312197333
"Q9Y222_IDR_710_760",0.199276584438825
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.337029478081768
"Q9Y228_IDR_203_233",0.345794892823119
"Q9Y228_IDR_331_551",0.317175629095114
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.352939416152665
"Q9Y232_IDR_1_57",0.307328349151037
"Q9Y232_IDR_298_336",0.339732234696299
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.352177250081316
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.473192299851847
"Q9Y2B5_IDR_87_149",0.526807700148153
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.332626417274866
"Q9Y2G1_IDR_843_1007",0.331305033117009
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.534203451431015
"Q9Y2G4_IDR_516_660",0.465796548568985
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.473591940972903
"Q9Y2G8_IDR_718_749",0.526408059027097
"Q9Y2G9_IDR_160_197",0.335304094840035
"Q9Y2G9_IDR_616_677",0.336110927523208
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.477361212505169
"Q9Y2J2_IDR_409_1087",0.522638787494831
"Q9Y2J4_IDR_1_431",0.513943975911479
"Q9Y2J4_IDR_468_770",0.486056024088521
"Q9Y2K2_IDR_1_57",0.301770950809943
"Q9Y2K1_IDR_114_344",0.557161891256387
"Q9Y2K1_IDR_348_413",0.442838108743613
"Q9Y2K2_IDR_319_349",0.303475662292173
"Q9Y2K2_IDR_389_1288",0.394753386897884
"Q9Y2Q0_IDR_1100_1130",0.507054868773317
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.486645147919532
"Q9Y2T7_IDR_1_85",0.513354852080468
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.520132034445671
"Q9Y3R0_IDR_1088_1128",0.191611644978853
"Q9Y3R0_IDR_933_993",0.242430751534057
"Q9Y3R5_IDR_1031_1215",0.330023417848114
"Q9Y3R5_IDR_1849_1892",0.327099750662427
"Q9Y3R5_IDR_545_683",0.342876831489459
"Q9Y3S1_IDR_1316_2297",0.275496572897024
"Q9Y3S1_IDR_1_47",0.274891823790121
"Q9Y3S1_IDR_50_184",0.232758630508302
"Q9Y3S1_IDR_544_1314",0.216852972804553
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.505031389607775
"A0A0A6YYL3_IDR_325_492",0.494968610392225
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.482461202374438
"A0A1B0GTZ2_IDR_225_276",0.517538797625562
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.479669593712679
"A0A1B0GVG6_IDR_91_124",0.520330406287321
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.499826777669864
"A0A1B0GVM6_IDR_56_89",0.500173222330136
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.254047968101397
"Q6ZMI3_IDR_137_297",0.494800630476487
"Q6ZMI3_IDR_58_107",0.505199369523513
"Q6ZMJ2_IDR_1_121",0.511066818540445
"Q6ZMJ2_IDR_291_384",0.488933181459555
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.504264052434228
"Q6ZMN7_IDR_490_1003",0.495735947565772
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.508026493297168
"Q6ZMP0_IDR_534_616",0.491973506702832
"Q6ZMQ8_IDR_1253_1297",0.348105364340901
"Q6ZMQ8_IDR_415_531",0.334256098356315
"Q6ZMQ8_IDR_536_1190",0.317638537302783
"Q6ZMS7_IDR_1_38",0.506224696494382
"Q6ZMS7_IDR_183_281",0.493775303505618
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.486175810274708
"Q6ZN04_IDR_382_514",0.340511588557572
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.316346135298062
"Q6ZN16_IDR_1_57",0.320415739366359
"Q6ZN16_IDR_911_1007",0.363238125335579
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.476071349566398
"Q6ZN18_IDR_351_397",0.523928650433602
"Q6ZNJ1_IDR_1298_1436",0.542740818677853
"Q6ZNJ1_IDR_1858_1915",0.457259181322147
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.518146123754807
"Q6ZNM6_IDR_55_116",0.481853876245193
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.284523941527243
"Q6ZP65_IDR_269_463",0.391586262064884
"Q6ZP65_IDR_508_573",0.323889796407874
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.150714839109415
"Q6ZRS2_IDR_2213_2316",0.166708010458779
"Q6ZRS2_IDR_2323_3230",0.196049768553334
"Q6ZRS2_IDR_953_1312",0.162679402236563
"Q6ZRS4_IDR_1_136",0.547811459641235
"Q6ZRS4_IDR_221_1044",0.452188540358765
"Q6ZRT6_IDR_147_265",0.496019100553945
"Q6ZRT6_IDR_1_53",0.503980899446055
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.254811206664627
"Q6ZSY5_IDR_207_237",0.246115012063557
"Q6ZSY5_IDR_290_528",0.250958746724
"Q6ZSY5_IDR_63_102",0.248115034547816
"Q6ZSZ5_IDR_1104_1360",0.224312124103872
"Q6ZSZ5_IDR_1_402",0.254899451590798
"Q6ZSZ5_IDR_892_992",0.217513690466172
"Q6ZSZ5_IDR_997_1044",0.303274733839159
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.339879944934565
"Q6ZU64_IDR_1564_1597",0.364018793957145
"Q6ZU64_IDR_1715_1829",0.311721059143274
"Q6ZU64_IDR_97_136",0.324260146899581
"Q6ZU65_IDR_19_123",0.258704414755866
"Q6ZU65_IDR_249_443",0.241124500994664
"Q6ZU65_IDR_570_600",0.263789109332481
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.236381974916989
"Q6ZU69_IDR_308_372",0.341018385735474
"Q6ZU69_IDR_32_294",0.329826511143426
"Q6ZUJ8_IDR_634_805",0.410670596145811
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.23214157019784
"Q6ZUM4_IDR_446_494",0.262047848478685
"Q6ZUM4_IDR_617_665",0.231831356438901
"Q6ZUM4_IDR_70_259",0.273979224884573
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.492791199050975
"Q6ZUT1_IDR_33_96",0.507208800949025
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.199130548788864
"Q6ZUT9_IDR_140_177",0.191083011713703
"Q6ZUT9_IDR_410_442",0.192890874935217
"Q6ZUT9_IDR_602_728",0.2060047173569
"Q6ZUT9_IDR_811_850",0.210890847205316
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.331289371076305
"Q6ZV29_IDR_1_95",0.317485815797649
"Q6ZV29_IDR_303_448",0.351224813126045
"Q6ZVM7_IDR_466_507",0.342167075948685
"Q6ZVT0_IDR_1_153",0.494215489176938
"Q6ZVT0_IDR_570_673",0.505784510823062
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.247330574615832
"A0AVK6_IDR_212_263",0.256765220043243
"A0AVK6_IDR_351_867",0.245072222137315
"A0AVK6_IDR_69_110",0.25083198320361
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.508631192088849
"A0FGR9_IDR_589_736",0.491368807911151
"A1L443_IDR_407_756",0.322186298715606
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.521356677710605
"A1L4H1_IDR_951_1468",0.478643322289395
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.490062496394842
"A1X283_IDR_428_849",0.509937503605158
"A2RUB6_IDR_914_948",0.516365329921594
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.475858053096819
"A3KN83_IDR_682_840",0.524141946903181
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.320352678499161
"A4D263_IDR_211_245",0.350792649635988
"A4D263_IDR_379_415",0.328854671864851
"A4D2H0_IDR_278_319",0.465277163365297
"A4D2H0_IDR_330_675",0.534722836634703
"A4D2P6_IDR_212_277",0.541594224361981
"A4D2P6_IDR_469_831",0.458405775638019
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.24787801511051
"A4FU28_IDR_278_331",0.234160685255471
"A4FU28_IDR_333_469",0.262566457492237
"A4FU28_IDR_474_698",0.255394842141782
"A5YKK6_IDR_1307_1355",0.314417109846121
"A5YKK6_IDR_683_828",0.367040063396705
"A5YKK6_IDR_998_1072",0.318542826757175
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.346427680024964
"A6NC98_IDR_307_760",0.318898524145939
"A6NC98_IDR_845_983",0.334673795829097
"A6NDD5_IDR_190_221",0.501591900295527
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.533960961244577
"A6NDN3_IDR_213_693",0.466039038755423
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.513359761236407
"A6NDY0_IDR_35_143",0.486640238763594
"A6NFA1_IDR_1_36",0.333289930904187
"A6NFA1_IDR_355_436",0.340905976398271
"A6NFA1_IDR_449_517",0.325804092697542
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.321192435476678
"A6NFE2_IDR_188_222",0.330022836435523
"A6NFE2_IDR_224_271",0.348784728087798
"A6NFI3_IDR_1_157",0.189014631785576
"A6NFI3_IDR_173_344",0.193880080531187
"A6NFI3_IDR_488_608",0.192899048417688
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.180707638978209
"A6NJZ7_IDR_209_374",0.248492332629901
"A6NJZ7_IDR_534_567",0.20470721793004
"A6NJZ7_IDR_685_828",0.190488556870067
"A6NJZ7_IDR_82_193",0.175604253591784
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.523903025708948
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.321486963707916
"A6NMT0_IDR_48_106",0.346424715184346
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.476313059000227
"A6NN90_IDR_1_31",0.523686940999773
"A6NNA5_IDR_1_38",0.499036684969391
"A6NNA5_IDR_83_263",0.500963315030609
"A6NNE9_IDR_1_165",0.500241266325663
"A6NNE9_IDR_327_364",0.499758733674337
"A7E2V4_IDR_1430_1467",0.328924760342271
"A7E2V4_IDR_518_726",0.347555909696692
"A7KAX9_IDR_30_109",0.305085001473357
"A7KAX9_IDR_572_637",0.346667563768942
"A7KAX9_IDR_665_2087",0.3482474347577
"A7MBM2_IDR_1133_1289",0.319335604596122
"A7MBM2_IDR_1_188",0.350770885067187
"A7MBM2_IDR_236_272",0.329893510336691
"A7MCY6_IDR_167_565",0.516784336309474
"A7MCY6_IDR_95_154",0.483215663690526
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.253056508315327
"A7XYQ1_IDR_189_224",0.243096909154
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.474088358615656
"A8MQ27_IDR_435_494",0.525911641384345
"A8MQT2_IDR_1_141",0.516910551037653
"A8MQT2_IDR_271_563",0.483089448962347
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.213088850171398
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.496191732297643
"A8MWV9_IDR_90_139",0.503808267702357
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.552556663981083
"B1AKI9_IDR_109_157",0.331395523654332
"B1AKI9_IDR_165_222",0.346279572338659
"B1AKI9_IDR_1_99",0.322324904007009
"B1AL46_IDR_1_397",0.328411617657007
"B1AL46_IDR_405_522",0.342819472539757
"B1AL46_IDR_525_878",0.328768909803236
"B1AL88_IDR_109_153",0.336732904524856
