"","GO0015291_secondary_active_transmembrane_transporter_activity"
"B8ZZ34_IDR_98_397",0.483107029891349
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.505603904127915
"C9JLJ4_IDR_378_528",0.494396095872085
"C9JLR9_IDR_1_102",0.194615503302266
"C9JLR9_IDR_173_259",0.193957998685544
"C9JLR9_IDR_328_427",0.208093818914265
"C9JLR9_IDR_444_476",0.209238463727483
"C9JLR9_IDR_482_579",0.194094215370443
"C9JPN9_IDR_1_55",0.340370610871323
"C9JPN9_IDR_378_464",0.344191998058401
"C9JPN9_IDR_469_528",0.315437391070276
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.320025118460405
"D6RGH6_IDR_127_179",0.359734686151931
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.464911067158747
"D6RIA3_IDR_1686_1757",0.535088932841253
"D6RJB6_IDR_1_56",0.336969653371945
"D6RJB6_IDR_379_464",0.348516144506346
"D6RJB6_IDR_469_528",0.314514202121709
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.367261289912824
"F8WBI6_IDR_183_214",0.309557370428175
"F8WBI6_IDR_279_604",0.323181339659001
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.481955085861923
"H7C350_IDR_1_240",0.506213823837558
"H7C350_IDR_297_361",0.493786176162442
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.496397286199397
"I3L3R5_IDR_69_154",0.503602713800603
"I6L899_IDR_1_116",0.370189895512843
"I6L899_IDR_183_214",0.310876841681084
"I6L899_IDR_271_608",0.318933262806073
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.329361931042374
"O00192_IDR_589_651",0.313313396555611
"O00192_IDR_851_956",0.357324672402015
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.552912031888296
"O00203_IDR_646_856",0.447087968111704
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.543951858826373
"O00305_IDR_164_219",0.350954008664129
"O00305_IDR_1_67",0.314998181757039
"O00305_IDR_406_520",0.334047809578832
"O00308_IDR_149_312",0.495284362558684
"O00308_IDR_355_403",0.504715637441316
"O00311_IDR_1_38",0.31758802389138
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.282414190437368
"O00311_IDR_470_532",0.399997785671252
"O00327_IDR_1_77",0.492008455379693
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.528256490275612
"O00470_IDR_1_77",0.471743509724388
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.523623706018623
"O00472_IDR_290_524",0.476376293981377
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.341190575846802
"O00566_IDR_649_681",0.331504761182071
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.430526993529813
"O00591_IDR_338_390",0.569473006470187
"A1A5C7_IDR_633_686",0.543618428828548
"A1A5D9_IDR_258_367",0.251460520041833
"A1A5D9_IDR_369_401",0.252503522024274
"A1A5D9_IDR_452_497",0.237246842049411
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.433559877126863
"A1L162_IDR_1_63",0.566440122873137
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.19559945228096
"A1L390_IDR_1154_1219",0.214878990972611
"A1L390_IDR_1_89",0.210269942755794
"A1L390_IDR_412_905",0.199339879397478
"A1L390_IDR_937_1048",0.179911734593157
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.358039919229974
"A1L443_IDR_285_389",0.317793544736273
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.513390198621092
"Q9Y426_IDR_389_696",0.486609801378908
"Q9Y446_IDR_1_314",0.46222458291049
"Q9Y446_IDR_549_586",0.53777541708951
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.466170140138026
"Q9Y450_IDR_1_87",0.533829859861975
"Q9Y458_IDR_1_86",0.325917303446503
"Q9Y458_IDR_271_346",0.320042267426655
"Q9Y458_IDR_384_435",0.354040429126843
"Q9Y462_IDR_149_246",0.362491991820028
"Q9Y462_IDR_250_366",0.637508008179972
"Q9Y463_IDR_1_36",0.508510948061955
"Q9Y463_IDR_433_629",0.491489051938045
"Q9Y466_IDR_42_77",0.466482842838032
"Q9Y466_IDR_81_173",0.533517157161968
"Q9Y468_IDR_113_168",0.246357831472773
"Q9Y468_IDR_170_269",0.263172301834849
"Q9Y468_IDR_26_84",0.260333539882847
"Q9Y468_IDR_587_721",0.230136326809531
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.516847744745704
"Q9Y483_IDR_356_558",0.483152255254296
"Q9Y485_IDR_1246_1305",0.0833657753849231
"Q9Y485_IDR_1361_1395",0.0872682071595299
"Q9Y485_IDR_1889_1949",0.0958934150604167
"Q9Y485_IDR_1969_2018",0.0971858691606733
"Q9Y485_IDR_2366_2418",0.0824622729500119
"Q9Y485_IDR_2442_2480",0.0905641886192497
"Q9Y485_IDR_287_332",0.0868896665241007
"Q9Y485_IDR_418_469",0.0991456419349464
"Q9Y485_IDR_557_589",0.0846307061059037
"Q9Y485_IDR_665_697",0.100064822201506
"Q9Y485_IDR_897_934",0.092529434898739
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.509740863824358
"Q9Y496_IDR_626_699",0.490259136175642
"Q9Y4A5_IDR_179_212",0.249570451048771
"Q9Y4A5_IDR_2024_2085",0.244599740467898
"Q9Y4A5_IDR_2545_2582",0.254714449306945
"Q9Y4A5_IDR_473_538",0.251115359176386
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.184417544603562
"Q9Y4B4_IDR_1_243",0.187855540849408
"Q9Y4B4_IDR_1301_1371",0.19266066907521
"Q9Y4B4_IDR_638_696",0.250806437610396
"Q9Y4B4_IDR_993_1052",0.184259807861425
"Q9Y4B5_IDR_1_1647",0.528951956238286
"Q9Y4B5_IDR_1650_1905",0.471048043761714
"Q9Y4B6_IDR_1393_1507",0.336602417248048
"Q9Y4B6_IDR_190_303",0.355273448720252
"Q9Y4B6_IDR_875_1000",0.308124134031699
"Q9Y4C1_IDR_251_518",0.504352075704303
"Q9Y4C1_IDR_755_907",0.495647924295697
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.269781465417884
"Q9Y4C8_IDR_665_726",0.226874672566708
"Q9Y4C8_IDR_82_128",0.233478853474683
"Q9Y4C8_IDR_925_960",0.269865008540725
"Q9Y4D1_IDR_1043_1078",0.348213528082583
"Q9Y4D1_IDR_511_606",0.300906197197658
"Q9Y4D1_IDR_997_1032",0.35088027471976
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.570863580208975
"Q9Y4E1_IDR_56_1320",0.429136419791025
"Q9Y4E5_IDR_400_459",0.243811211650085
"Q9Y4E5_IDR_51_85",0.2498910037166
"Q9Y4E5_IDR_566_601",0.253882643252945
"Q9Y4E5_IDR_810_872",0.25241514138037
"Q9Y4E6_IDR_1061_1118",0.271567836173556
"Q9Y4E6_IDR_636_666",0.256936201019092
"Q9Y4E6_IDR_708_788",0.249713614782962
"Q9Y4E6_IDR_913_971",0.221782348024389
"Q9Y4E8_IDR_226_263",0.292597650424873
"Q9Y4E8_IDR_621_707",0.348886466966307
"Q9Y4E8_IDR_937_981",0.35851588260882
"Q9Y4F1_IDR_1_35",0.342190354578264
"Q9Y4F1_IDR_355_535",0.315723958586947
"Q9Y4F1_IDR_864_906",0.342085686834789
"Q9Y4F3_IDR_1564_1725",0.366273080655791
"Q9Y4F3_IDR_311_344",0.327147954469396
"Q9Y4F3_IDR_585_730",0.306578964874814
"Q9Y4F4_IDR_1434_1483",0.249968756614569
"Q9Y4F4_IDR_1_88",0.244214146037534
"Q9Y4F4_IDR_312_344",0.264409274365845
"Q9Y4F4_IDR_616_1247",0.241407822982052
"Q9Y4F9_IDR_1_69",0.483687953838187
"Q9Y4F9_IDR_321_730",0.516312046161813
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.355270201938039
"Q9Y4G8_IDR_481_590",0.344173345089618
"Q9Y4G8_IDR_913_1499",0.300556452972343
"Q9Y4H2_IDR_1261_1317",0.333400725292049
"Q9Y4H2_IDR_148_182",0.352452279161887
"Q9Y4H2_IDR_299_1246",0.314146995546063
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.356136162639676
"Q9Y4I1_IDR_1422_1473",0.329789650510721
"Q9Y4I1_IDR_596_631",0.314074186849603
"Q9Y4I5_IDR_1_301",0.538297012896616
"Q9Y4I5_IDR_406_444",0.461702987103384
"Q9Y4J8_IDR_275_410",0.500999540173874
"Q9Y4J8_IDR_418_743",0.499000459826126
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.465388511419343
"Q9Y4L1_IDR_910_999",0.534611488580657
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.543644178076242
"Q9Y4R7_IDR_542_742",0.456355821923758
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.328569156115289
"Q9Y4W2_IDR_511_624",0.334116229564462
"Q9Y4W2_IDR_679_714",0.337314614320249
"Q9Y4W6_IDR_763_797",0.537764436713363
"Q9Y4W6_IDR_78_134",0.462235563286637
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.52974633742434
"Q9Y4Z2_IDR_1_93",0.47025366257566
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.514354543072735
"Q9Y519_IDR_369_407",0.485645456927265
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.481899719782796
"Q9Y561_IDR_781_816",0.518100280217204
"Q9Y566_IDR_1_67",0.359759720905115
"Q9Y566_IDR_416_547",0.328641589120208
"Q9Y566_IDR_758_2087",0.311598689974677
"Q9Y570_IDR_1_38",0.475881733168895
"Q9Y570_IDR_239_281",0.524118266831105
"Q9Y572_IDR_309_428",0.532848294095357
"Q9Y572_IDR_473_518",0.467151705904643
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.555577758673538
"Q9Y592_IDR_618_701",0.444422241326462
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.37416316001173
"Q9Y5A9_IDR_197_239",0.325582527809245
"Q9Y5A9_IDR_245_389",0.300254312179024
"Q9Y5B0_IDR_334_586",0.490573794951024
"Q9Y5B0_IDR_730_961",0.509426205048976
"Q9Y5B6_IDR_1_385",0.554130391695463
"Q9Y5B6_IDR_498_563",0.445869608304537
"Q9Y5B9_IDR_436_478",0.511240837466672
"Q9Y5B9_IDR_927_1047",0.488759162533328
"Q9Y5C1_IDR_16_53",0.477015625546502
"Q9Y5C1_IDR_188_239",0.522984374453497
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.320564250620528
"Q9Y5I4_IDR_814_859",0.355602419013852
"Q9Y5I4_IDR_957_1007",0.32383333036562
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.515123923325849
"Q9Y5J3_IDR_167_290",0.484876076674151
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.51657685741657
"Q9Y5K3_IDR_305_369",0.48342314258343
"Q9Y5K6_IDR_168_295",0.398397939957902
"Q9Y5K6_IDR_310_581",0.29233347172854
"Q9Y5K6_IDR_63_108",0.309268588313559
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.291527570366124
"Q9Y5P4_IDR_184_235",0.377962993334109
"Q9Y5P4_IDR_276_401",0.330509436299767
"Q9Y5P8_IDR_42_123",0.441669041817585
"Q9Y5P8_IDR_519_553",0.558330958182415
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.427082305321421
"Q9Y5Q5_IDR_82_135",0.572917694678579
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.513127130370638
"Q9Y5Q8_IDR_464_519",0.486872869629362
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.489445223192179
"Q9Y5R2_IDR_331_374",0.510554776807821
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.553552481116092
"Q9Y5S1_IDR_726_764",0.446447518883908
"Q9Y5S2_IDR_1609_1711",0.227321019135246
"Q9Y5S2_IDR_352_400",0.260620357157008
"Q9Y5S2_IDR_406_528",0.263085126015059
"Q9Y5S2_IDR_924_1033",0.248973497692688
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.443707695462131
"Q9Y5T5_IDR_385_606",0.556292304537869
"Q9Y5U2_IDR_105_157",0.297121003591392
"Q9Y5U2_IDR_1_76",0.402321324636815
"Q9Y5U2_IDR_218_329",0.300557671771792
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.473488129879313
"Q9Y5W3_IDR_53_112",0.526511870120687
"Q9Y5W5_IDR_1_32",0.471968311515006
"Q9Y5W5_IDR_348_379",0.528031688484994
"Q9Y5W7_IDR_2_60",0.308587217124831
"Q9Y5W7_IDR_473_538",0.3453064924643
"Q9Y5W7_IDR_733_778",0.34610629041087
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.573390310384822
"Q9Y5X4_IDR_1_40",0.426609689615178
"Q9Y5Y0_IDR_1_97",0.432096597225117
"Q9Y5Y0_IDR_518_555",0.567903402774883
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.204704144322156
"Q9Y5Y9_IDR_1872_1956",0.308506534658415
"Q9Y5Y9_IDR_411_595",0.238174175371053
"Q9Y5Y9_IDR_939_986",0.248615145648377
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.504088766895442
"Q9Y603_IDR_1_31",0.495911233104558
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.438259548796456
"Q9Y608_IDR_532_630",0.561740451203544
"Q9Y613_IDR_1002_1105",0.368274548637224
"Q9Y613_IDR_337_534",0.330383334794335
"Q9Y613_IDR_581_623",0.301342116568441
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.491647468766347
"Q9Y616_IDR_448_596",0.508352531233653
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.315948260371773
"Q9Y625_IDR_424_473",0.324761209471024
"Q9Y625_IDR_476_555",0.359290530157203
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.342802796468413
"Q9Y666_IDR_932_1014",0.657197203531587
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.495447356745247
"Q9Y679_IDR_342_382",0.504552643254753
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.495328729501166
"Q9Y692_IDR_56_87",0.504671270498834
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.190046551311357
"Q9Y6C2_IDR_463_493",0.197866043921038
"Q9Y6C2_IDR_549_598",0.207040615969953
"Q9Y6C2_IDR_601_731",0.229039362749356
"Q9Y6C2_IDR_784_864",0.176007426048296
"Q9Y6C5_IDR_1125_1203",0.492668235103705
"Q9Y6C5_IDR_621_658",0.507331764896295
"Q9Y6D5_IDR_1016_1064",0.243954583038998
"Q9Y6D5_IDR_1493_1559",0.245574521840756
"Q9Y6D5_IDR_206_365",0.257857271760166
"Q9Y6D5_IDR_585_632",0.252613623360081
"Q9Y6D6_IDR_1072_1118",0.249014239440666
"Q9Y6D6_IDR_1545_1636",0.249083327797089
"Q9Y6D6_IDR_216_414",0.247102691067802
"Q9Y6D6_IDR_634_687",0.254799741694443
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.478447543581593
"Q9Y6F8_IDR_60_174",0.521552456418408
"Q9Y6G9_IDR_1_44",0.335706482156819
"Q9Y6G9_IDR_342_378",0.338908264117536
"Q9Y6G9_IDR_384_523",0.325385253725645
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.25830060195315
"Q9Y6H5_IDR_550_622",0.242048583232689
"Q9Y6H5_IDR_626_919",0.23002012700172
"Q9Y6H5_IDR_72_143",0.269630687812441
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.502405110848181
"Q9Y6H8_IDR_236_435",0.49759488915182
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.250763094504277
"Q9Y6J0_IDR_1668_2220",0.230992562279312
"Q9Y6J0_IDR_290_406",0.224622883951185
"Q9Y6J0_IDR_421_464",0.293621459265226
"Q9Y6J9_IDR_377_448",0.541713146167907
"Q9Y6J9_IDR_450_546",0.458286853832093
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.524873255876579
"Q9Y6K9_IDR_343_391",0.475126744123421
"Q9Y6L6_IDR_128_165",0.35427900815565
"Q9Y6L6_IDR_284_315",0.262718099856241
"Q9Y6L6_IDR_650_691",0.383002891988108
"Q9Y6L7_IDR_1_62",0.478205557880488
"Q9Y6L7_IDR_69_154",0.521794442119512
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.482694564867899
"Q9Y6M4_IDR_332_427",0.517305435132101
"Q9Y6M5_IDR_145_245",0.532104318134598
"Q9Y6M5_IDR_451_492",0.467895681865402
"Q9Y6M7_IDR_1184_1214",0.430812207432213
"Q9Y6M7_IDR_1_31",0.237513095994615
"Q9Y6M7_IDR_216_410",0.165264257930977
"Q9Y6M7_IDR_52_86",0.166410438642195
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.464837108955475
"Q9Y6N7_IDR_982_1040",0.535162891044525
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.51438353980235
"Q9Y6P5_IDR_282_325",0.48561646019765
"Q9Y6Q2_IDR_13_169",0.487302196564742
"Q9Y6Q2_IDR_189_226",0.512697803435258
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.366579657150473
"Q9Y6Q6_IDR_436_523",0.304221829883363
"Q9Y6Q6_IDR_555_616",0.329198512966164
"Q9Y6Q9_IDR_1_36",0.530690461550266
"Q9Y6Q9_IDR_372_1420",0.469309538449734
"Q9Y6R0_IDR_1_40",0.517668553283849
"Q9Y6R0_IDR_201_577",0.482331446716151
"Q9Y6R1_IDR_1009_1044",0.257123773034211
"Q9Y6R1_IDR_211_270",0.252226140927019
"Q9Y6R1_IDR_38_83",0.239744680076324
"Q9Y6R1_IDR_399_433",0.250905405962446
"Q9Y6R4_IDR_1148_1289",0.343650708400302
"Q9Y6R4_IDR_1_217",0.309828620747488
"Q9Y6R4_IDR_430_505",0.346520670852211
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.514665381961267
"Q9Y6S9_IDR_235_378",0.485334618038733
"Q9Y6T7_IDR_383_424",0.502299468064405
"Q9Y6T7_IDR_89_128",0.497700531935595
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.330632627323756
"Q9Y6V0_IDR_2946_4688",0.325356524738959
"Q9Y6V0_IDR_4828_4975",0.344010847937285
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.507827360207033
"O14490_IDR_903_962",0.492172639792967
"O14492_IDR_377_408",0.354553945277232
"O14492_IDR_518_621",0.323095360574441
"O14492_IDR_83_132",0.322350694148327
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.50211036857181
"O14495_IDR_280_311",0.49788963142819
"O14497_IDR_1_1635",0.442527327000158
"O14497_IDR_1736_1963",0.557472672999842
"O14503_IDR_1_54",0.319167125259415
"O14503_IDR_184_330",0.355426852606997
"O14503_IDR_332_412",0.325406022133588
"O14511_IDR_1_96",0.461286411179062
"O14511_IDR_415_850",0.538713588820938
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.204429415466274
"O14513_IDR_258_467",0.189231456708121
"O14513_IDR_474_513",0.207192062705449
"O14545_IDR_136_167",0.226745828052243
"O14545_IDR_174_367",0.345012000896846
"O14545_IDR_388_582",0.204643911473845
"O14545_IDR_51_87",0.223598259577066
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.351156908454089
"O14559_IDR_255_309",0.337230077573328
"O14559_IDR_516_1268",0.311613013972583
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.511914979682536
"O14578_IDR_1904_2027",0.488085020317464
"O14594_IDR_1275_1311",0.491818771862907
"O14594_IDR_361_960",0.508181228137093
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.256025126062744
"O14646_IDR_1049_1122",0.256794492959114
"O14646_IDR_1_269",0.237527773536848
"O14646_IDR_1320_1411",0.278779619157848
"O14646_IDR_1503_1710",0.22689811434619
"O14647_IDR_1051_1127",0.251499635063463
"O14647_IDR_1_259",0.27768045025652
"O14647_IDR_1327_1463",0.240135779841653
"O14647_IDR_1557_1828",0.230684134838363
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.19554410326056
"O14654_IDR_1_74",0.206569798623116
"O14654_IDR_338_703",0.186809871642799
"O14654_IDR_707_778",0.214711259427265
"O14654_IDR_786_918",0.196364967046259
"O14662_IDR_16_71",0.477387089557178
"O14662_IDR_188_223",0.522612910442822
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.531275679320953
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.548530182963041
"O14763_IDR_1_77",0.451469817036959
"O14764_IDR_1_35",0.506774613829255
"O14764_IDR_364_419",0.493225386170745
"O14770_IDR_177_291",0.260424527124846
"O14770_IDR_1_79",0.253827640360467
"O14770_IDR_331_366",0.251138088455403
"O14770_IDR_402_477",0.234609744059284
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.184422703245575
"O14776_IDR_154_371",0.15385726158977
"O14776_IDR_1_67",0.154140340550394
"O14776_IDR_373_428",0.164879703655061
"O14776_IDR_466_522",0.177434541923733
"O14776_IDR_574_654",0.165265449035468
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.486258018411575
"O14901_IDR_475_512",0.513741981588425
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.515412976698784
"O14917_IDR_977_1095",0.484587023301216
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.192829375946063
"O14924_IDR_149_218",0.227201072309023
"O14924_IDR_401_434",0.207071066207863
"O14924_IDR_446_705",0.184681854401532
"O14924_IDR_843_959",0.18821663113552
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.521377353858225
"O14967_IDR_496_610",0.478622646141775
"O15015_IDR_1_238",0.481169494072827
"O15015_IDR_657_782",0.518830505927173
"O15018_IDR_182_324",0.218131482221204
"O15018_IDR_423_501",0.223980500431825
"O15018_IDR_535_575",0.191132457339623
"O15018_IDR_676_719",0.191378689952481
"O15018_IDR_816_2616",0.175376870054867
"O15020_IDR_2082_2222",0.516303908361982
"O15020_IDR_2330_2390",0.483696091638018
"O15021_IDR_1099_1136",0.267873580814473
"O15021_IDR_1229_2623",0.229756543779027
"O15021_IDR_1_376",0.240452643775365
"O15021_IDR_874_1084",0.261917231631135
"O15027_IDR_1_1260",0.234677832977105
"O15027_IDR_1271_1385",0.229480936182796
"O15027_IDR_1570_1612",0.303233851350178
"O15027_IDR_1890_2357",0.232607379489921
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.314773490791498
"O15034_IDR_588_846",0.33125679811712
"O15055_IDR_1224_1255",0.254402891027879
"O15055_IDR_940_1126",0.234500580630067
"O15056_IDR_1418_1468",0.532099356169324
"O15056_IDR_984_1409",0.467900643830677
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.516151689416855
"O15063_IDR_512_1070",0.483848310583145
"O15066_IDR_372_430",0.497282255159367
"O15066_IDR_694_747",0.502717744840633
"O15068_IDR_558_628",0.531452704912934
"O15068_IDR_956_1031",0.468547295087066
