"","GO0042073_intraciliary_transport"
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.496391481536891
"Q71SY5_IDR_545_747",0.503608518463109
"Q75N03_IDR_1_69",0.520838647755544
"Q75N03_IDR_191_491",0.479161352244456
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.521544335849975
"Q75VX8_IDR_350_795",0.478455664150025
"Q75WM6_IDR_1_62",0.491308889966003
"Q75WM6_IDR_85_255",0.508691110033997
"Q765P7_IDR_137_199",0.50362538373747
"Q765P7_IDR_250_747",0.49637461626253
"Q76FK4_IDR_157_192",0.221582954094581
"Q76FK4_IDR_196_797",0.238144958769788
"Q76FK4_IDR_800_1108",0.304238662371466
"Q76FK4_IDR_90_149",0.236033424764166
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.282589885114648
"Q7KZ85_IDR_482_518",0.355630990156127
"Q7KZI7_IDR_1_46",0.501344025344043
"Q7KZI7_IDR_366_696",0.498655974655957
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.569952685334134
"Q7L014_IDR_786_866",0.430047314665866
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.504373747425819
"Q7L190_IDR_1_82",0.495626252574181
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.497916111322103
"Q7L1W4_IDR_61_136",0.502083888677897
"Q7L2E3_IDR_1_40",0.484344751650109
"Q7L590_IDR_424_723",0.435700010606882
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.485066960353536
"Q7L5N7_IDR_510_544",0.514933039646464
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.36481517194466
"Q7L7X3_IDR_547_595",0.329865021436399
"Q7L7X3_IDR_851_1001",0.305319806618941
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.503646979665443
"Q7L8A9_IDR_306_357",0.496353020334557
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.531973864706055
"Q7L8J4_IDR_276_393",0.468026135293945
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.508099997414876
"Q7RTS1_IDR_140_177",0.477916511313907
"O43491_IDR_1_82",0.320581875059923
"O43491_IDR_521_948",0.314740027354072
"O43491_IDR_84_213",0.364678097586004
"O43497_IDR_1_49",0.20191722448227
"O43526_IDR_368_547",0.286980814569734
"O43526_IDR_551_639",0.239415157260723
"O43526_IDR_648_872",0.232243796458773
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.333450635926599
"O43541_IDR_16_120",0.330823704827321
"O43541_IDR_284_315",0.33572565924608
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.322096499436902
"O43561_IDR_170_201",0.32681675723283
"O43561_IDR_225_262",0.351086743330268
"O43566_IDR_191_299",0.353764446882956
"O43566_IDR_22_57",0.322112481148253
"O43566_IDR_446_566",0.324123071968791
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.320618949279658
"O43614_IDR_258_297",0.482106589833689
"O43614_IDR_386_444",0.517893410166311
"O43615_IDR_1_59",0.443154504145875
"O43615_IDR_83_230",0.556845495854125
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.346468363338775
"O43815_IDR_66_445",0.653531636661225
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.465725431735703
"O43823_IDR_543_692",0.534274568264297
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.440565579045642
"O43847_IDR_134_207",0.559434420954358
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.510473788546779
"O43889_IDR_244_336",0.489526211453221
"O43896_IDR_385_434",0.323872542542325
"O43918_IDR_238_295",0.243639772373999
"O43918_IDR_343_430",0.254995968100166
"O43918_IDR_474_508",0.240187544073289
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.342795673695524
"O43933_IDR_183_240",0.324176337005333
"O43933_IDR_343_378",0.333027989299143
"O60216_IDR_396_564",0.561146269696946
"O60216_IDR_97_331",0.438853730303054
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.461359090956528
"O60231_IDR_72_223",0.538640909043472
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.609603514475177
"O60237_IDR_896_930",0.390396485524823
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.520730090899484
"O60239_IDR_252_435",0.479269909100516
"O60240_IDR_107_186",0.319226789138047
"O60266_IDR_1_45",0.492601799233671
"O60266_IDR_498_583",0.507398200766329
"O60268_IDR_1_89",0.337512410216709
"O60268_IDR_251_286",0.34815069471732
"O60268_IDR_317_347",0.314336895065971
"O60269_IDR_1_379",0.480456367700221
"O60269_IDR_396_458",0.519543632299779
"O60271_IDR_517_548",0.181462020745259
"O60271_IDR_562_630",0.170158766643214
"O60271_IDR_69_513",0.284903818291133
"O60271_IDR_718_750",0.194287817382621
"O60271_IDR_804_910",0.169187576937774
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.138449373741449
"O60281_IDR_2119_2168",0.137150860324658
"O60281_IDR_2282_2363",0.15762327718713
"O60281_IDR_2433_2576",0.157846587162036
"O60281_IDR_2602_2639",0.142934860273635
"O60281_IDR_460_751",0.132677241391715
"O60281_IDR_812_1369",0.133317799919377
"O60296_IDR_562_837",0.173290700307518
"O60296_IDR_848_914",0.182574611137783
"O60299_IDR_11_353",0.385619304474694
"O60299_IDR_363_673",0.614380695525306
"O60303_IDR_1147_1198",0.211991722692585
"O60303_IDR_1_33",0.183775699665722
"O60303_IDR_152_467",0.215875377877557
"O60303_IDR_626_963",0.20059076802979
"O60303_IDR_79_150",0.187766431734346
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.330309480567817
"O60307_IDR_1_172",0.310799547301758
"O60307_IDR_679_945",0.358890972130424
"O60308_IDR_158_201",0.235598510329531
"O60308_IDR_259_418",0.265412556898198
"O60308_IDR_685_743",0.269697071214244
"O60308_IDR_871_925",0.229291861558027
"O60309_IDR_1047_1086",0.18754926413776
"O60309_IDR_1_869",0.200674500994755
"O60333_IDR_1205_1244",0.170339634313266
"O60333_IDR_1521_1588",0.166840479743786
"O60333_IDR_1592_1682",0.158263530077739
"O60333_IDR_705_735",0.171142734251624
"O60333_IDR_912_957",0.174048509741205
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.323986192456212
"O60343_IDR_237_352",0.330584680711253
"O60343_IDR_525_874",0.345429126832535
"O60346_IDR_1431_1511",0.329335315833192
"O60346_IDR_1_462",0.328917819704799
"O60346_IDR_1575_1636",0.341746864462009
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.343994996105777
"O60481_IDR_1_186",0.492126865589826
"O60481_IDR_405_461",0.507873134410174
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.4827146000823
"O60502_IDR_395_550",0.5172853999177
"O60503_IDR_1248_1353",0.346457074994172
"O60503_IDR_1_78",0.328020139899966
"O60503_IDR_579_713",0.325522785105861
"O60504_IDR_1_382",0.50731704249732
"O60504_IDR_522_611",0.49268295750268
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.490170681652324
"O60508_IDR_201_238",0.509829318347676
"O60512_IDR_1_71",0.491139301555911
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.256649394628022
"O60610_IDR_1208_1272",0.241576994235645
"O60610_IDR_1_85",0.277505644886551
"O60610_IDR_505_766",0.224267966249782
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.316697596107747
"O60658_IDR_329_386",0.352328361505949
"O60658_IDR_429_481",0.330974042386304
"O60663_IDR_13_48",0.339781952240242
"O60663_IDR_176_237",0.339509805784057
"O60663_IDR_269_388",0.320708241975701
"O60664_IDR_1_35",0.511790956245782
"O60664_IDR_69_172",0.488209043754218
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.187117813596286
"O60673_IDR_2014_2182",0.204040558125271
"O60673_IDR_274_307",0.196570957710203
"O60673_IDR_310_974",0.217914667002244
"O60741_IDR_1_90",0.511674961421327
"O60741_IDR_595_890",0.488325038578673
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.4738337874859
"O60759_IDR_173_359",0.5261662125141
"O60763_IDR_675_790",0.492593697688576
"O60763_IDR_930_962",0.507406302311424
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.316920288510582
"O60784_IDR_303_415",0.353783094119481
"O60784_IDR_450_492",0.329296617369938
"O60806_IDR_1_37",0.343237270843935
"O60806_IDR_251_318",0.329641678766051
"O60806_IDR_321_420",0.327121050390014
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.196981546404115
"O60885_IDR_459_666",0.219465387339988
"O60885_IDR_676_1201",0.187153515128289
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.56155463568965
"O60902_IDR_161_331",0.43844536431035
"O60907_IDR_1_37",0.493286396591592
"O60907_IDR_146_210",0.506713603408408
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.267468549405444
"O75037_IDR_401_480",0.272909028617045
"O75037_IDR_490_970",0.459622421977511
"O75038_IDR_1382_1416",0.308081268817408
"O75038_IDR_475_618",0.367561807745259
"O75038_IDR_886_1379",0.324356923437333
"O75044_IDR_170_229",0.210190225377623
"O75044_IDR_415_457",0.197365721458358
"O75044_IDR_463_501",0.19505626159918
"O75044_IDR_694_755",0.19843209128859
"O75044_IDR_785_1071",0.198955700276249
"O75052_IDR_172_347",0.512225420157271
"O75052_IDR_361_506",0.487774579842729
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.527488774296558
"O75056_IDR_412_442",0.472511225703442
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.447787872461694
"O75071_IDR_144_426",0.552212127538306
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.361674767885783
"O75116_IDR_1113_1149",0.320525267882321
"O75116_IDR_1350_1388",0.317799964231896
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.325649700788553
"O75122_IDR_309_645",0.322467556328081
"O75122_IDR_880_1053",0.351882742883366
"O75128_IDR_1_53",0.495307100623556
"O75128_IDR_227_1238",0.504692899376444
"O75129_IDR_1_59",0.336657532204634
"O75129_IDR_288_349",0.337540625322999
"O75129_IDR_357_411",0.325801842472367
"O75132_IDR_172_286",0.19698561005608
"O75132_IDR_1_87",0.20840842414792
"O75132_IDR_341_456",0.196031352077835
"O75132_IDR_511_550",0.199596433836318
"O75132_IDR_609_651",0.198978179881847
"O75140_IDR_1000_1075",0.255356065356465
"O75140_IDR_1112_1172",0.239353174050624
"O75140_IDR_411_456",0.234275604045675
"O75140_IDR_461_727",0.271015156547236
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.566169716315502
"O75145_IDR_859_937",0.433830283684498
"O75146_IDR_1011_1053",0.468264204948886
"O75146_IDR_288_360",0.531735795051114
"O75150_IDR_111_177",0.317780966915024
"O75150_IDR_1_96",0.302492112555395
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.520748415811336
"O75170_IDR_525_966",0.479251584188664
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.512119494644536
"O75177_IDR_41_396",0.487880505355464
"O75179_IDR_1_136",0.336870856472658
"O75179_IDR_1451_2427",0.321702480210276
"O75179_IDR_2471_2509",0.341426663317066
"O75182_IDR_1_36",0.321182330836134
"O75182_IDR_704_767",0.342283233240253
"O75182_IDR_92_300",0.336534435923613
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.503853333006866
"O75362_IDR_207_1048",0.496146666993134
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.503629884078157
"O75364_IDR_1_81",0.496370115921843
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.253984833677523
"O75376_IDR_319_418",0.246056822443855
"O75376_IDR_420_451",0.242432315608894
"O75376_IDR_483_2440",0.257526028269728
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.539102250587243
"O75381_IDR_71_108",0.460897749412757
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.499543947290146
"O75461_IDR_240_281",0.500456052709854
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.499337563658106
"O75467_IDR_55_197",0.500662436341894
"O75469_IDR_122_165",0.33567671354648
"O75469_IDR_1_36",0.336576031132669
"O75469_IDR_179_234",0.327747255320851
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.496430198861532
"O75474_IDR_49_147",0.503569801138468
"O75475_IDR_431_530",0.486585992902178
"O75475_IDR_89_347",0.513414007097822
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.518712795052589
"O75563_IDR_223_295",0.526168201328562
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.122208549889774
"O75592_IDR_2555_2592",0.121414396277372
"O75592_IDR_2670_3153",0.128717492022085
"O75592_IDR_3187_3236",0.125655480898911
"O75592_IDR_3314_3386",0.124850791048953
"O75592_IDR_3479_3511",0.122405279586082
"O75592_IDR_87_131",0.129592703512333
"O75592_IDR_890_922",0.125155306764489
"O75593_IDR_121_277",0.497497297754887
"O75593_IDR_1_32",0.502502702245113
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.500300175151864
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.251198401785518
"O75691_IDR_2572_2613",0.253066306037307
"O75691_IDR_2731_2785",0.219874265796522
"O75691_IDR_863_907",0.275861026380654
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.316358815932162
"O75717_IDR_308_427",0.331200615455078
"O75717_IDR_821_1017",0.352440568612759
"O75747_IDR_1_34",0.496114820501987
"O75747_IDR_174_224",0.503885179498013
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.581269994176406
"O75781_IDR_332_387",0.418730005823594
"O75864_IDR_462_568",0.370017550223774
"O75864_IDR_575_691",0.314587393568161
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.519279269213089
"O75886_IDR_369_525",0.480720730786911
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.476120280359614
"O75899_IDR_752_941",0.523879719640386
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.529463290438497
"O75901_IDR_368_423",0.470536709561503
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.499400366957959
"O75912_IDR_859_925",0.500599633042042
"O75914_IDR_1_66",0.486187341023164
"O75962_IDR_1249_1285",0.210447775533772
"O75962_IDR_1606_1653",0.203006497234092
"O75962_IDR_1704_1968",0.202350728690582
"O75962_IDR_2288_2556",0.190646734941714
"O75969_IDR_162_279",0.210465128804212
"O75969_IDR_409_453",0.200250735297562
"O75969_IDR_456_514",0.194003321929575
"O75969_IDR_542_594",0.202747466313376
"O75969_IDR_605_750",0.192533347655275
"O75970_IDR_1247_1328",0.107787078846237
"O75970_IDR_1565_1611",0.111192431074009
"O75970_IDR_1811_1855",0.107058737935526
"O75970_IDR_340_371",0.109412955294897
"O75970_IDR_43_109",0.105456214172685
"O75970_IDR_466_525",0.120966722544321
"O75970_IDR_638_685",0.119522893485939
"O75970_IDR_857_951",0.107702856333815
"O75970_IDR_954_996",0.110900110312571
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.328105246918686
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.521464840793862
"O76081_IDR_93_244",0.478535159206138
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.504192681334842
"O76083_IDR_68_239",0.495807318665158
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.351405255432184
"O94759_IDR_1_57",0.32387289993794
"O94759_IDR_581_613",0.324721844629876
"O94761_IDR_359_448",0.321304418807777
"O94761_IDR_49_351",0.341845145483043
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.502266291145226
"O94823_IDR_458_712",0.497733708854774
"O94826_IDR_1_33",0.492505454435977
"O94826_IDR_64_107",0.507494545564022
"O94830_IDR_1_32",0.321596648245005
"O94830_IDR_433_477",0.331281461752642
"O94830_IDR_603_647",0.347121890002353
"O94842_IDR_1_232",0.501854286128828
"O94880_IDR_589_620",0.191999875058086
"O94880_IDR_692_754",0.184880355488509
"O94880_IDR_756_867",0.194157229496451
"O94885_IDR_1_35",0.169177626426498
"O94885_IDR_229_344",0.15757305288827
"O94885_IDR_358_547",0.166923942322616
"O94885_IDR_697_728",0.166314584048769
"O94885_IDR_730_1088",0.155927566273467
"O94885_IDR_88_177",0.18408322804038
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.331555158240374
"O94887_IDR_359_498",0.324112806055159
"O94887_IDR_858_903",0.344332035704467
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.326807920819017
"O94900_IDR_46_263",0.337281475970654
"O94900_IDR_8_41",0.335910603210329
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.516611552123041
"O94907_IDR_23_79",0.483388447876959
"O94910_IDR_1114_1434",0.491956794669227
"O94910_IDR_400_472",0.508043205330773
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.268272835872013
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.505286249997109
"O94929_IDR_298_593",0.494713750002891
"O94933_IDR_293_347",0.33789358013636
"O94933_IDR_613_659",0.316853718757133
"O94933_IDR_682_856",0.345252701106508
"O94966_IDR_1_112",0.204043335360869
"O94941_IDR_219_250",0.499971674087279
"O94941_IDR_339_480",0.500028325912721
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.194064483194506
"O94966_IDR_203_274",0.215327817294861
"O94966_IDR_399_488",0.194643769068679
"O94966_IDR_874_983",0.191920595081084
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.512909863403427
"O94972_IDR_624_943",0.487090136596573
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.373496716039675
"O94979_IDR_792_858",0.315963689866558
"O94979_IDR_881_1111",0.310539594093767
"O94983_IDR_1119_1202",0.20478700425177
"O94983_IDR_212_305",0.187515376667153
"O94983_IDR_392_435",0.197591146691924
"O94983_IDR_447_490",0.205172099293203
"O94983_IDR_814_1022",0.20493437309595
"O94985_IDR_819_902",0.486449516466953
"O95025_IDR_1_38",0.481501008534203
"O95025_IDR_737_777",0.518498991465797
"O95049_IDR_279_374",0.238780926331185
"O95049_IDR_558_590",0.239977943765494
"O95049_IDR_774_919",0.263706587809011
"O95049_IDR_94_189",0.25753454209431
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.473699428369529
"O95069_IDR_333_398",0.526300571630471
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.101389955069098
"O95071_IDR_1749_1779",0.0986061028047711
"O95071_IDR_1860_1911",0.0976191468990495
"O95071_IDR_1965_2021",0.103476309227733
"O95071_IDR_2027_2174",0.105421766028671
"O95071_IDR_2318_2364",0.0986050451367955
"O95071_IDR_2454_2499",0.100515647676335
"O95071_IDR_583_645",0.0987662467867619
"O95071_IDR_81_159",0.0948518130713946
"O95071_IDR_936_1074",0.100747967299391
"O95155_IDR_1_152",0.515705146540214
"O95155_IDR_218_393",0.484294853459786
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.503122260369551
"O95158_IDR_20_58",0.49687773963045
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.190720210807039
"O95180_IDR_1564_1595",0.16960133356674
"O95180_IDR_1_68",0.166439120437118
"O95180_IDR_1867_2353",0.157667083214623
"O95180_IDR_424_459",0.165152998728828
"O95180_IDR_483_771",0.150419253245652
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.492955509272235
"O95235_IDR_702_890",0.203457258267266
"O95238_IDR_70_118",0.495145228287948
"O95239_IDR_426_558",0.360351320572912
"O95239_IDR_656_820",0.34080484990508
"O95239_IDR_918_1232",0.298843829522008
"O95243_IDR_149_434",0.547921794699067
"O95243_IDR_1_82",0.452078205300933
"O95248_IDR_1059_1113",0.167354829890783
"O95248_IDR_1284_1318",0.164696480717124
"O95248_IDR_1683_1713",0.172803150508399
"O95248_IDR_1718_1764",0.161291445747819
"O95248_IDR_778_819",0.162805639487732
"O95248_IDR_91_121",0.171048453648143
"O95249_IDR_118_163",0.513435170877961
"O95249_IDR_31_74",0.486564829122039
"O95251_IDR_1_206",0.479866982655129
"O95251_IDR_208_332",0.520133017344871
"O95255_IDR_263_294",0.510684441135548
"O95255_IDR_856_922",0.489315558864452
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.512415563906934
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.518301525021182
"O95365_IDR_487_584",0.481698474978818
"O95373_IDR_881_913",0.503543362231565
"O95373_IDR_917_948",0.496456637768435
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.347176262316546
"O95382_IDR_1_41",0.320782562491965
"O95382_IDR_908_996",0.332041175191489
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.315099856326755
"O95391_IDR_200_257",0.326589346235799
"O95391_IDR_465_560",0.358310797437445
"O95393_IDR_1_49",0.473440238018953
"O95393_IDR_276_319",0.526559761981047
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.548189215132872
"O95436_IDR_634_690",0.451810784867128
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.35930041773488
"O95450_IDR_1_52",0.306266187234947
"O95450_IDR_217_263",0.334433395030173
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.346239127056756
"O95466_IDR_168_222",0.342316298539983
"O95466_IDR_446_635",0.311444574403261
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.336589067905042
"O95477_IDR_1255_1314",0.324274812006151
"O95477_IDR_2226_2261",0.339136120088807
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.511435040881714
"O95567_IDR_87_163",0.488564959118286
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.560127978100806
"O95602_IDR_208_249",0.439872021899194
"O95613_IDR_1_266",0.183901349487868
"O95613_IDR_1384_2557",0.210847934005887
"O95613_IDR_2815_3128",0.19312330696195
"O95613_IDR_321_1256",0.266969124572318
"O95613_IDR_3222_3296",0.145158284971977
"O95622_IDR_1_204",0.51074602062156
"O95622_IDR_649_711",0.48925397937844
"O95625_IDR_124_174",0.363225374800245
"O95625_IDR_320_364",0.319908235091796
"O95625_IDR_369_649",0.316866390107959
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.504547897943161
"O95644_IDR_702_912",0.495452102056839
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.496976487888554
"O95677_IDR_289_366",0.503023512111446
"O95678_IDR_27_62",0.505943782224226
"O95678_IDR_479_551",0.494056217775774
"O95714_IDR_2417_2458",0.195383720620143
"O95714_IDR_2509_2547",0.210358831079994
"O95714_IDR_3410_3529",0.189933619037795
"O95721_IDR_1_213",0.51833815640907
"O95721_IDR_215_258",0.48166184359093
"O95727_IDR_220_304",0.328362141097042
"O95727_IDR_314_360",0.344180865913141
"O95727_IDR_363_393",0.327456992989817
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.488652267279481
"O95754_IDR_688_739",0.511347732720519
"O95757_IDR_503_575",0.509142451227317
"O95757_IDR_788_839",0.490857548772683
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.492382280448394
