"","GO0006355_regulation_of_transcription._DNA_templated"
"Q9H3P7_IDR_188_237",0.278386467466103
"Q9H3P7_IDR_22_69",0.265252690733841
"Q9H3P7_IDR_291_363",0.456360841800056
"Q9H3Q1_IDR_1_35",0.295383717805717
"Q9H3Q1_IDR_227_356",0.327093197342738
"Q9H3Q1_IDR_55_199",0.377523084851545
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.289599038762699
"Q9H422_IDR_87_147",0.142531094252448
"Q9H422_IDR_874_1078",0.388622285387063
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.354084000652162
"Q9H461_IDR_344_380",0.312095714159657
"Q9H461_IDR_624_694",0.333820285188182
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.180891587870662
"Q9H4A3_IDR_1262_2382",0.370518967707226
"Q9H4A3_IDR_567_1259",0.448589444422112
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.552523387332756
"Q9H4B4_IDR_337_413",0.447476612667244
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.312984822640685
"Q9H4L5_IDR_164_210",0.256806442781063
"Q9H4L5_IDR_246_512",0.430208734578252
"Q9H4L7_IDR_1_248",0.447457423158963
"Q9H4L7_IDR_292_382",0.552542576841037
"Q9H4M7_IDR_1_46",0.343080677313495
"Q9H4M7_IDR_149_436",0.332973042094622
"Q9H4M7_IDR_473_747",0.323946280591883
"Q9H4Q3_IDR_162_443",0.643024664705984
"Q9H4Q3_IDR_643_707",0.356975335294016
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.539390622273167
"Q9H4S2_IDR_199_264",0.460609377726833
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.192295197900614
"Q9H5I5_IDR_1464_1896",0.0727481932747801
"Q9H5I5_IDR_2042_2146",0.279586624322959
"Q9H5I5_IDR_837_904",0.119051371242567
"Q9H5J0_IDR_173_466",0.445376968937213
"Q9H5J0_IDR_521_574",0.554623031062787
"Q9H5J8_IDR_1_74",0.33730274639284
"Q9H5J8_IDR_245_278",0.354748176969014
"Q9H5J8_IDR_85_122",0.307949076638146
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.58692734592048
"Q9H5N1_IDR_305_440",0.41307265407952
"Q9H5P4_IDR_309_391",0.196863776748883
"Q9H5P4_IDR_393_553",0.184183350944379
"Q9H5P4_IDR_679_856",0.192113587565065
"Q9H5P4_IDR_952_1033",0.200770831432396
"Q9H5P4_IDR_9_54",0.226068453309278
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.611025773048626
"Q9H5V7_IDR_1_55",0.388974226951374
"Q9H6B1_IDR_216_263",0.198668358930269
"Q9H6B1_IDR_279_319",0.197692565420684
"Q9H6B1_IDR_327_363",0.224892021341921
"Q9H6B1_IDR_92_201",0.177658273942496
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.513786480280794
"Q9H6E5_IDR_636_759",0.486213519719206
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.567400786953535
"Q9H6X2_IDR_475_564",0.432599213046465
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.467118380621562
"Q9H6Y5_IDR_68_119",0.532881619378438
"Q9H6Z4_IDR_1_384",0.585950150803926
"Q9H6Z4_IDR_514_567",0.414049849196074
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.521532245303459
"Q9H7N4_IDR_1279_1312",0.478467754696542
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.540659827773522
"Q9H7P9_IDR_429_1386",0.459340172226478
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.48736846365334
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.48918781609698
"Q9H841_IDR_333_368",0.51081218390302
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.206648287371915
"Q9H869_IDR_345_375",0.22031808560747
"Q9H869_IDR_392_745",0.245620257927495
"Q9H869_IDR_752_796",0.32741336909312
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.455580014231053
"Q9H8E8_IDR_211_460",0.544419985768947
"Q9H8G2_IDR_1_126",0.459727128192774
"Q9H8G2_IDR_198_361",0.540272871807226
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.199374739220624
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.534515794996423
"Q9H8Y1_IDR_553_618",0.465484205003577
"Q9H8Y5_IDR_120_153",0.370191447561606
"Q9H8Y5_IDR_354_489",0.319833770267035
"Q9H8Y5_IDR_618_681",0.309974782171359
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.529042770590736
"Q9H930_IDR_152_299",0.470957229409264
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.427598192028441
"Q9H967_IDR_60_176",0.572401807971559
"Q9H972_IDR_464_518",0.561319995141435
"Q9H972_IDR_71_300",0.438680004858565
"Q9H981_IDR_1_36",0.469310299503798
"Q9H981_IDR_428_495",0.530689700496202
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.491598340255724
"Q9H9S0_IDR_1_98",0.508401659744276
"Q9H9Y2_IDR_1_52",0.505177886263559
"Q9H9Y2_IDR_84_128",0.494822113736441
"Q9H9Z2_IDR_119_209",0.628660569094965
"Q9H9Z2_IDR_1_36",0.371339430905035
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.55177910547507
"Q9HA90_IDR_91_139",0.44822089452493
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.525671053563591
"Q9HAV5_IDR_66_246",0.474328946436409
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.277802753516745
"Q9HAW4_IDR_1141_1256",0.357240520089861
"Q9HAW4_IDR_1292_1332",0.364956726393394
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.278472581221371
"Q9HAZ2_IDR_216_393",0.360240107896316
"Q9HAZ2_IDR_397_1246",0.361287310882312
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.365630830376407
"Q9HB14_IDR_356_386",0.634369169623593
"Q9HB15_IDR_316_368",0.49479739563454
"Q9HB15_IDR_380_430",0.50520260436546
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.530583490761696
"Q9HBH9_IDR_408_458",0.469416509238304
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.314974615622576
"Q9HBJ7_IDR_565_657",0.347884875822836
"Q9HBJ7_IDR_746_817",0.337140508554589
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.376664196954727
"Q9HBM0_IDR_400_474",0.334589883072029
"Q9HBM0_IDR_498_779",0.288745919973244
"Q9HC44_IDR_427_474",0.43934367097295
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.498158551646388
"Q9HC58_IDR_272_434",0.501841448353612
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.520091267522788
"Q9HC77_IDR_33_949",0.479908732477212
"Q9HC78_IDR_1_65",0.25716044087725
"Q9HC78_IDR_202_498",0.74283955912275
"Q9HC84_IDR_1433_1501",0.192624178436891
"Q9HC84_IDR_1605_1778",0.203783880396719
"Q9HC84_IDR_1884_2304",0.185475934524341
"Q9HC84_IDR_2416_2861",0.207982365309452
"Q9HCE5_IDR_1_110",0.610518449727148
"Q9HCE5_IDR_397_456",0.389481550272852
"Q9HCE6_IDR_1131_1168",0.620462604142786
"Q9HCE6_IDR_1_309",0.379537395857214
"Q9HCE7_IDR_140_234",0.598299192496945
"Q9HCE7_IDR_266_307",0.401700807503055
"Q9HCE9_IDR_1156_1220",0.16405801427398
"Q9HCE9_IDR_1_35",0.320451804214451
"Q9HCE9_IDR_519_653",0.152099721263061
"Q9HCE9_IDR_658_727",0.166456427476138
"Q9HCE9_IDR_882_1143",0.196934032772371
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.489003516549924
"Q9HCG7_IDR_896_927",0.510996483450076
"Q9HCG8_IDR_1_124",0.32703572638831
"Q9HCG8_IDR_408_441",0.315349627216547
"Q9HCG8_IDR_656_908",0.357614646395143
"Q9HCJ5_IDR_129_202",0.316818057125098
"Q9HCJ5_IDR_1_72",0.310478302413103
"Q9HCJ5_IDR_483_513",0.372703640461799
"Q9HCJ6_IDR_1_38",0.4515220610401
"Q9HCJ6_IDR_383_419",0.5484779389599
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.265773628258163
"Q9HCK1_IDR_1862_2007",0.248143358531181
"Q9HCK1_IDR_2065_2354",0.226568084737625
"Q9HCK1_IDR_56_1610",0.259514928473031
"Q9HCK4_IDR_932_972",0.40515549674313
"Q9HCK4_IDR_982_1378",0.59484450325687
"Q9HCK8_IDR_1399_1439",0.198798704252998
"Q9HCK8_IDR_1_662",0.233221993498173
"Q9HCK8_IDR_1663_1736",0.180687099541796
"Q9HCK8_IDR_1967_2581",0.387292202707033
"Q9HCL0_IDR_725_915",0.392835704730794
"Q9HCL0_IDR_952_1083",0.607164295269206
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.38136107058175
"Q9HCU0_IDR_401_687",0.61863892941825
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.476342486098778
"Q9HCU9_IDR_172_205",0.523657513901222
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.352666911104668
"Q9HCX4_IDR_736_775",0.347035988120615
"Q9HCX4_IDR_829_862",0.300297100774716
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.538299858790172
"Q9HD20_IDR_884_948",0.461700141209828
"Q9HD23_IDR_1_81",0.439851711064441
"Q9HD23_IDR_399_443",0.560148288935559
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.482708833214036
"Q9HD67_IDR_947_1167",0.517291166785964
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.70715018896756
"Q9NP64_IDR_93_128",0.29284981103244
"Q9NP66_IDR_1_102",0.517914745442175
"Q9NP66_IDR_181_220",0.482085254557825
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.368982758563622
"Q9NP71_IDR_189_666",0.631017241436378
"Q9NP74_IDR_211_242",0.20282097240775
"Q9NP74_IDR_246_406",0.276560437241692
"Q9NP74_IDR_450_551",0.28387411649432
"Q9NP74_IDR_92_209",0.236744473856238
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.33624121900588
"Q9NP80_IDR_217_286",0.328828141910836
"Q9NP80_IDR_294_353",0.334930639083284
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.354393369544746
"Q9NP85_IDR_352_383",0.645606630455254
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.364694184947141
"Q9NPD5_IDR_649_702",0.326568042902264
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.525883422478592
"Q6PJI9_IDR_344_383",0.357463063955677
"Q6PJI9_IDR_497_528",0.363893354184879
"Q6PJI9_IDR_588_639",0.278643581859444
"Q6PJP8_IDR_1_115",0.330904501485427
"Q6PJP8_IDR_183_409",0.359440081979805
"Q6PJP8_IDR_412_697",0.309655416534768
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.0996992169552325
"Q6Q759_IDR_1143_1219",0.152170355585842
"Q6Q759_IDR_1324_1379",0.150372456512433
"Q6Q759_IDR_1926_2028",0.101862218682381
"Q6Q759_IDR_880_932",0.0969365832101952
"Q6Q759_IDR_936_1012",0.09642506386677
"Q6QHK4_IDR_124_161",0.512159066170145
"Q6QHK4_IDR_1_64",0.487840933829855
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.168435222200097
"Q6T4P5_IDR_542_578",0.45976324548721
"Q6T4P5_IDR_606_718",0.160219063105456
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.142900013979767
"Q6TFL3_IDR_344_374",0.107418289445068
"Q6TFL3_IDR_385_488",0.0980669596749464
"Q6TFL3_IDR_758_980",0.110440115770081
"Q6UWB4_IDR_1_52",0.532871609784508
"Q6UWB4_IDR_303_352",0.467128390215492
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.468108551496144
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.496772776369308
"Q6UXY8_IDR_961_1006",0.380549775471215
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.499648489786136
"Q6UY09_IDR_538_573",0.500351510213864
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.534229078835491
"Q6UY14_IDR_605_661",0.465770921164509
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.449218349965576
"Q6VAB6_IDR_474_567",0.294890860751025
"Q6VAB6_IDR_571_651",0.255890789283398
"Q6VB84_IDR_1_106",0.406698975003649
"Q6VB84_IDR_235_416",0.593301024996351
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.477791638274116
"Q6X4U4_IDR_169_206",0.529560021387024
"Q6X4U4_IDR_1_70",0.470439978612976
"Q6X4W1_IDR_108_323",0.709428993312775
"Q6X4W1_IDR_1_101",0.290571006687225
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.605417038266205
"Q6XE24_IDR_371_437",0.394582961733795
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.564082628665052
"Q6XR72_IDR_419_485",0.435917371334948
"Q6XYB7_IDR_142_198",0.542960506145875
"Q6XYB7_IDR_1_90",0.457039493854125
"Q6XYQ8_IDR_140_228",0.560005069106233
"Q6XYQ8_IDR_86_131",0.439994930893767
"Q6XZF7_IDR_1350_1512",0.40358308422567
"Q6XZF7_IDR_209_242",0.303867923305397
"Q6XZF7_IDR_302_779",0.292548992468933
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.475561566288989
"Q6ZMI0_IDR_702_734",0.185798915371726
"Q6ZMI0_IDR_737_780",0.182146895914941
"Q9NPE2_IDR_1_60",0.474116577521408
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.295013472206225
"Q9NPF5_IDR_258_311",0.272947234160394
"Q9NPF5_IDR_396_467",0.432039293633381
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.338494821457148
"Q9NPG3_IDR_578_1134",0.661505178542852
"Q9NPG4_IDR_1124_1184",0.45713453156379
"Q9NPG4_IDR_785_1113",0.54286546843621
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.302033661726836
"Q9NPI1_IDR_35_132",0.351646470238462
"Q9NPI1_IDR_481_520",0.346319868034702
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.518109282969232
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.532809023080591
"Q9NQ34_IDR_1_36",0.46719097691941
"Q9NQ35_IDR_1_40",0.474694424571353
"Q9NQ35_IDR_43_103",0.525305575428647
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.482991983080583
"Q9NQ48_IDR_170_209",0.517008016919417
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.183793956861193
"Q9NQ66_IDR_1172_1216",0.212249059770249
"Q9NQ66_IDR_465_547",0.195339847878506
"Q9NQ66_IDR_817_1035",0.408617135490052
"Q9NQ69_IDR_197_275",0.345531307252893
"Q9NQ69_IDR_320_397",0.330922937302624
"Q9NQ69_IDR_32_66",0.323545755444483
"Q9NQ75_IDR_76_432",0.507682025841604
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.33878679368021
"Q9NQL9_IDR_287_336",0.376240087678712
"Q9NQL9_IDR_397_472",0.284973118641078
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.553602193295146
"Q9NQR7_IDR_121_581",0.446397806704854
"Q9NQS1_IDR_1_113",0.591426730447134
"Q9NQS1_IDR_205_347",0.408573269552866
"Q9NQS3_IDR_1_50",0.273735470902786
"Q9NQS3_IDR_359_408",0.301468442715512
"Q9NQS3_IDR_429_530",0.424796086381702
"Q9NQW6_IDR_889_924",0.4356289245266
"Q9NQW8_IDR_1_183",0.501248944619052
"Q9NQW8_IDR_685_779",0.498751055380948
"Q9NQX0_IDR_1_165",0.397350808315104
"Q9NQX0_IDR_379_468",0.602649191684896
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.57383546754271
"Q9NQX4_IDR_1227_1357",0.42616453245729
"Q9NQX5_IDR_107_282",0.583137022964511
"Q9NQX5_IDR_1_101",0.416862977035489
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.560055191086891
"Q9NQZ2_IDR_330_479",0.439944808913109
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.522972037194659
"Q9NQZ6_IDR_58_110",0.477027962805341
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.432768482696271
"Q9NR81_IDR_470_526",0.567231517303729
"Q9NR82_IDR_1_88",0.225218486154208
"Q9NR82_IDR_401_619",0.207436195859664
"Q9NR82_IDR_633_863",0.331042309608405
"Q9NR82_IDR_874_932",0.236303008377723
"Q9NR83_IDR_1_203",0.359299948878324
"Q9NR83_IDR_205_362",0.640700051121676
"Q9NR99_IDR_1646_1717",0.299563577879026
"Q9NR99_IDR_700_771",0.249407522880439
"Q9NR99_IDR_807_1634",0.451028899240535
"Q9NRA0_IDR_1_46",0.320024258474402
"Q9NRA0_IDR_384_419",0.36354989662101
"Q9NRA0_IDR_476_512",0.316425844904588
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.341579724413232
"Q9NRC6_IDR_3490_3540",0.31529849343434
"Q9NRC6_IDR_3642_3674",0.343121782152429
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.323846549644421
"Q9NRF2_IDR_628_752",0.331986260055309
"Q9NRF2_IDR_96_283",0.34416719030027
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.427697200458148
"Q9NRH1_IDR_135_196",0.572302799541852
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.439233815317645
"Q9NRI5_IDR_618_854",0.560766184682355
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.160213676803249
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.275302564295374
"Q9NRR4_IDR_460_500",0.269835985784232
"Q9NRR4_IDR_78_405",0.454861449920394
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.265092974623435
"Q9NRY4_IDR_1442_1499",0.431808904594517
"Q9NRY4_IDR_952_1117",0.303098120782048
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.295403400548325
"Q9NS68_IDR_194_423",0.386941121238633
"Q9NS68_IDR_96_189",0.317655478213042
"Q9NS69_IDR_108_142",0.518595987312248
"Q9NS69_IDR_1_41",0.481404012687752
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.495899683955336
"Q9NS87_IDR_601_712",0.504100316044664
"Q9NS91_IDR_359_495",0.418393673250066
"Q9NS91_IDR_99_241",0.581606326749934
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.533975896624561
"Q9NSI8_IDR_305_335",0.466024103375439
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.472053661914325
"Q9NST1_IDR_404_481",0.527946338085675
"Q9NSV4_IDR_1022_1179",0.347774966576491
"Q9NSV4_IDR_1_112",0.355873855450706
"Q9NSV4_IDR_549_600",0.296351177972803
"Q9NSY0_IDR_1_35",0.536868276356138
"Q9NSY0_IDR_387_418",0.463131723643862
"Q9NSY1_IDR_1_37",0.590828461295288
"Q9NSY1_IDR_326_1111",0.409171538704712
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.227170781560287
"Q9NT99_IDR_459_491",0.228084727844887
"Q9NT99_IDR_496_552",0.232687364487165
"Q9NT99_IDR_620_693",0.312057126107661
"Q9NTG1_IDR_1_42",0.494051014253891
"Q9NTZ6_IDR_392_426",0.542855764547082
"Q9NTZ6_IDR_92_222",0.457144235452918
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.36819611444778
"Q9NU39_IDR_185_408",0.63180388555222
"Q9NUA8_IDR_129_237",0.56000118347639
"Q9NUA8_IDR_614_733",0.43999881652361
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.498970693999361
"Q9NUB4_IDR_89_122",0.501029306000639
"Q9NUC0_IDR_1_75",0.530040879218477
"Q9NUC0_IDR_208_253",0.469959120781523
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.530485662325603
"Q9NUE0_IDR_353_388",0.469514337674397
"Q9NUG4_IDR_1_37",0.285483481835856
"Q9NUG4_IDR_160_295",0.313966548663014
"Q9NUG4_IDR_370_409",0.40054996950113
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.494074259407084
"Q9NUY8_IDR_512_544",0.505925740592916
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.461733143238653
"Q9NV58_IDR_400_436",0.243381589203583
"Q9NV58_IDR_463_838",0.294885267557764
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.409413947448492
"Q9NV66_IDR_319_352",0.590586052551508
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.497390866141061
"Q9NVP1_IDR_1_173",0.452403619328199
"Q9NVP1_IDR_626_670",0.547596380671801
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.348283761654576
"Q9NVR5_IDR_354_517",0.276103438248234
"Q9NVR5_IDR_674_794",0.375612800097191
"Q9NVU0_IDR_145_176",0.358254108886789
"Q9NVU0_IDR_439_554",0.641745891113211
"Q9NVU7_IDR_226_280",0.509594755306714
"Q9NVU7_IDR_452_687",0.490405244693286
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.525281780834421
"Q9NWF9_IDR_35_277",0.474718219165578
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.248653129306746
