"","GO0005694_chromosome"
"Q96CP2_IDR_1_36",0.433430118260769
"Q96CP2_IDR_70_140",0.566569881739231
"Q96CP6_IDR_1_77",0.320049639163475
"Q96D31_IDR_261_301",0.348332864855635
"Q96D42_IDR_128_322",1
"Q96D53_IDR_1_131",1
"Q96D59_IDR_123_192",1
"Q96D70_IDR_1_70",1
"Q96D71_IDR_104_275",0.482818207902362
"Q96D71_IDR_370_796",0.517181792097638
"Q96D96_IDR_46_83",1
"Q96D98_IDR_1_86",1
"Q96DB5_IDR_1_38",1
"Q96DB9_IDR_15_131",1
"Q96DC7_IDR_1_63",1
"Q96DD7_IDR_72_197",1
"Q96DE5_IDR_1_59",1
"Q96DF8_IDR_1_476",1
"Q96DI7_IDR_1_50",1
"Q96DL1_IDR_1_37",1
"Q96DM1_IDR_1_72",1
"Q96DN2_IDR_744_955",1
"Q96DN5_IDR_949_1027",1
"Q96DZ5_IDR_227_285",0.232134326157364
"Q96DZ5_IDR_361_415",0.278440303836658
"Q96DZ5_IDR_487_547",0.222880865165823
"Q96E09_IDR_1_287",1
"Q96E11_IDR_1_40",1
"Q96E29_IDR_13_116",1
"Q96E39_IDR_82_390",1
"Q96E40_IDR_164_214",1
"Q96E93_IDR_16_69",1
"Q96EA4_IDR_339_586",1
"Q96EB1_IDR_1_44",0.513112087254848
"Q96EB1_IDR_390_420",0.486887912745152
"Q96EB6_IDR_1_174",0.350237094790434
"Q96EB6_IDR_505_621",0.326100877927411
"Q96EB6_IDR_661_747",0.323662027282155
"Q96EC8_IDR_1_51",1
"Q96ES7_IDR_96_151",1
"Q96ED9_IDR_155_256",0.353048500219143
"Q96ED9_IDR_393_481",0.346948601719729
"Q96ED9_IDR_639_719",0.300002898061127
"Q96EE3_IDR_322_360",1
"Q96EU6_IDR_1_116",1
"Q96EV2_IDR_1_1094",1
"Q96EV8_IDR_213_255",0.481827959533603
"Q96EV8_IDR_257_351",0.518172040466397
"Q96EW2_IDR_342_387",0.49520494574421
"Q96EW2_IDR_398_456",0.50479505425579
"Q96EX1_IDR_40_92",1
"Q96EX2_IDR_1_150",1
"Q96EX3_IDR_1_102",1
"Q96EY4_IDR_1_36",0.404429284464366
"Q96EY4_IDR_165_203",0.595570715535634
"Q96EY5_IDR_153_203",1
"Q96EZ8_IDR_1_132",1
"Q96F05_IDR_1_382",1
"Q96F24_IDR_48_242",1
"Q96F25_IDR_1_32",1
"Q96F45_IDR_1_621",1
"Q96FK6_IDR_353_387",1
"Q96FL8_IDR_474_535",1
"Q96FL9_IDR_1_50",1
"Q96FS4_IDR_1_105",0.490943852233694
"Q96FS4_IDR_762_993",0.509056147766306
"Q96FT9_IDR_1_123",1
"Q96FV0_IDR_175_321",1
"Q96FV9_IDR_191_227",0.524814677301668
"Q96FV9_IDR_532_571",0.475185322698332
"Q96FZ2_IDR_292_354",1
"Q96FZ5_IDR_1_33",1
"Q96FZ7_IDR_167_201",1
"Q96G01_IDR_119_665",0.48153723997277
"Q96G01_IDR_737_975",0.51846276002723
"Q96G23_IDR_334_380",1
"Q96G25_IDR_159_268",1
"Q96G27_IDR_46_269",1
"Q96G28_IDR_136_322",1
"Q96G30_IDR_122_157",0.512998263115551
"Q96G30_IDR_58_119",0.487001736884449
"Q96G42_IDR_1_183",1
"Q96G46_IDR_1_120",0.632637726052068
"Q96G46_IDR_236_288",0.367362273947932
"Q96G74_IDR_1_173",0.505397562907987
"Q96G74_IDR_413_512",0.494602437092013
"Q96G91_IDR_337_374",1
"Q96G97_IDR_1_49",0.477796163391398
"Q96G97_IDR_245_398",0.522203836608602
"Q96GA3_IDR_24_377",0.521938640558968
"Q96GA3_IDR_380_475",0.478061359441032
"Q96GC6_IDR_244_478",0.518359249840121
"Q96GC6_IDR_76_108",0.481640750159879
"Q96GC9_IDR_1_36",1
"Q96GD3_IDR_237_353",0.591887171144409
"Q96GD3_IDR_464_587",0.408112828855591
"Q96GD4_IDR_1_67",1
"Q96GE4_IDR_116_568",1
"Q96GE5_IDR_48_111",1
"Q96GF1_IDR_1_33",1
"Q96GI7_IDR_127_178",0.509871829034363
"Q96GI7_IDR_1_86",0.490128170965637
"Q96GL9_IDR_36_94",1
"Q96GM1_IDR_290_343",1
"Q96GM5_IDR_1_130",1
"Q96GM8_IDR_331_435",1
"Q96GN5_IDR_152_234",0.325157464707265
"Q96GN5_IDR_237_321",0.385838977157289
"Q96GN5_IDR_89_138",0.289003558135446
"Q96GP6_IDR_570_871",1
"Q96GX5_IDR_185_490",0.315592995020425
"Q96GX5_IDR_495_648",0.369424389197497
"Q96GX5_IDR_660_732",0.314982615782078
"Q96GY0_IDR_143_296",0.497194311706239
"Q96GY0_IDR_42_140",0.502805688293761
"Q96GY3_IDR_129_200",0.447121794871618
"Q96GY3_IDR_33_91",0.552878205128382
"Q96GZ6_IDR_1_60",1
"Q96H12_IDR_89_213",1
"Q96H15_IDR_134_378",1
"Q96H35_IDR_108_190",1
"Q96H72_IDR_135_209",1
"Q96H79_IDR_250_300",1
"Q96H86_IDR_79_172",1
"Q96HA1_IDR_1_57",0.418096370442576
"Q96HA1_IDR_70_1249",0.581903629557424
"Q96HB5_IDR_1_55",0.554810049920554
"Q96HA4_IDR_181_380",1
"Q96HA7_IDR_458_528",0.520479328068536
"Q96HA7_IDR_663_928",0.479520671931464
"Q96HB5_IDR_63_623",0.445189950079446
"Q96HC4_IDR_84_409",1
"Q96HD1_IDR_1_42",1
"Q96HE9_IDR_134_224",0.429135824672665
"Q96HE9_IDR_1_54",0.570864175327335
"Q96HF1_IDR_1_35",1
"Q96HG1_IDR_1_36",1
"Q96HH4_IDR_1_91",1
"Q96HH6_IDR_1_35",1
"Q96HH9_IDR_1_106",0.538355114546447
"Q96HN2_IDR_1_183",1
"Q96HP0_IDR_1185_1242",0.152387125289592
"Q96HP0_IDR_1308_1375",0.163290420502405
"Q96HP0_IDR_1_44",0.157674434054986
"Q96HP0_IDR_156_194",0.169299512120701
"Q96HP0_IDR_410_444",0.200893085449718
"Q96HP0_IDR_850_900",0.156455422582598
"Q96HQ0_IDR_69_167",1
"Q96HR8_IDR_1_169",0.419454914332398
"Q96HR8_IDR_295_391",0.580545085667602
"Q96HR9_IDR_180_211",1
"Q96HS1_IDR_1_42",1
"Q96HU1_IDR_1_40",0.477332802980544
"Q96HU1_IDR_387_423",0.522667197019456
"Q96HV5_IDR_1_38",1
"Q96HW7_IDR_1_37",1
"Q96HY6_IDR_1_178",1
"Q96HZ4_IDR_136_215",0.477276088584655
"Q96HZ4_IDR_1_37",0.522723911415345
"Q96I13_IDR_101_153",1
"Q96I23_IDR_1_48",1
"Q96I24_IDR_35_74",1
"Q96I25_IDR_1_295",1
"Q96I34_IDR_323_520",1
"Q96I76_IDR_54_96",0.481681762706
"Q96IQ9_IDR_197_312",0.442490094026819
"Q96IR2_IDR_1_154",1
"Q96IS3_IDR_1_32",1
"Q96IT1_IDR_125_369",0.319031605719424
"Q96IT1_IDR_1_39",0.32895711162218
"Q96IT1_IDR_488_518",0.352011282658396
"Q96IU2_IDR_1_41",1
"Q96IV0_IDR_112_165",1
"Q96IW2_IDR_1_228",1
"Q96IW7_IDR_158_198",1
"Q96IY1_IDR_1_33",0.437037226614145
"Q96IY1_IDR_224_281",0.562962773385855
"Q96IZ0_IDR_1_272",1
"Q96IZ5_IDR_174_267",1
"Q96IZ6_IDR_118_166",1
"Q96IZ7_IDR_1_286",1
"Q96J02_IDR_147_326",1
"Q96J42_IDR_103_174",0.533404245080829
"Q96J42_IDR_1_84",0.466595754919171
"Q96J66_IDR_736_784",1
"Q96J84_IDR_524_604",0.541948765982838
"Q96J84_IDR_612_757",0.458051234017162
"Q96J86_IDR_108_154",1
"Q96J87_IDR_1_42",0.506231296678166
"Q96J87_IDR_278_312",0.493768703321834
"Q96JB5_IDR_253_284",1
"Q96JB8_IDR_322_368",1
"Q96JC9_IDR_113_268",1
"Q96JE7_IDR_123_268",0.244179138213555
"Q96JE7_IDR_1_89",0.237572539507973
"Q96JE7_IDR_397_430",0.279746990453064
"Q96JE7_IDR_713_1054",0.238501331825408
"Q96JE9_IDR_34_813",1
"Q96JF0_IDR_33_194",1
"Q96JF6_IDR_1_99",1
"Q96JG6_IDR_1_46",0.490773258381537
"Q96JG6_IDR_492_601",0.509226741618463
"Q96JG8_IDR_1_55",0.340334305066868
"Q96JG8_IDR_57_408",0.331569552613522
"Q96JG8_IDR_688_729",0.32809614231961
"Q96JH7_IDR_1093_1222",0.264932108474402
"Q96JH7_IDR_1_40",0.242986333676262
"Q96JH7_IDR_699_773",0.249072588660546
"Q96JH7_IDR_985_1087",0.24300896918879
"Q96JH8_IDR_1_58",0.341910260820444
"Q96JH8_IDR_167_237",0.351981240406859
"Q96JH8_IDR_814_968",0.306108498772697
"Q96JJ6_IDR_159_192",0.491107185728683
"Q96JJ6_IDR_356_603",0.508892814271317
"Q96JJ7_IDR_401_454",1
"Q96JK2_IDR_432_485",0.482588200586073
"Q96JK2_IDR_491_942",0.517411799413927
"Q96JM4_IDR_1499_1536",0.136806950098142
"Q96JM4_IDR_1587_1629",0.147352269810154
"Q96JM4_IDR_1690_1722",0.133318631074195
"Q96JM7_IDR_122_223",0.415378414425571
"Q96JM7_IDR_49_118",0.290662370154083
"Q96JM7_IDR_546_683",0.293959215420345
"Q96JN0_IDR_1_345",0.535210829974025
"Q96JN0_IDR_388_433",0.464789170025975
"Q96JN2_IDR_141_303",0.216171731027427
"Q96JN2_IDR_1_89",0.226291196150347
"Q96JN2_IDR_326_382",0.181146640432969
"Q96JN2_IDR_552_869",0.171150066787176
"Q96JN2_IDR_942_1127",0.205240365602081
"Q96JN8_IDR_1088_1124",0.522906376583279
"Q96JN8_IDR_1_39",0.477093623416721
"Q96JP5_IDR_1_309",1
"Q96JQ2_IDR_148_182",0.441148550436752
"Q96K76_IDR_424_461",0.344126456030776
"Q96K76_IDR_839_1026",0.339009970224403
"Q96K78_IDR_743_797",1
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.188288347352421
"Q96KC8_IDR_185_220",0.270787968754508
"Q96KC8_IDR_243_327",0.284922501621359
"Q96KC8_IDR_348_493",0.256001182271712
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.457258974346654
"Q96KK3_IDR_476_526",0.542741025653346
"Q96KQ4_IDR_278_880",0.319456844861573
"Q96KQ7_IDR_1_419",0.545409156720327
"Q96KQ7_IDR_552_611",0.454590843279673
"Q96KR1_IDR_1038_1074",0.398529442157778
"Q96KR1_IDR_145_558",0.280609624430603
"Q96KR1_IDR_642_721",0.320860933411619
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.496465259904134
"Q96KS9_IDR_54_112",0.503534740095866
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.531489748258653
"Q96L34_IDR_372_666",0.468510251741347
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.517775849492837
"Q96LL4_IDR_1_75",0.482224150507163
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.321550489894895
"Q96LP6_IDR_1_31",0.336462697607618
"Q96LP6_IDR_42_84",0.341986812497487
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.302490436726501
"Q96LT9_IDR_200_325",0.383203823731584
"Q96LT9_IDR_327_384",0.314305739541915
"Q96LU7_IDR_572_616",0.257696332290569
"Q96LU7_IDR_654_694",0.234253052216001
"Q96LU7_IDR_718_752",0.26935010400791
"Q96LU7_IDR_77_208",0.23870051148552
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.338948029622705
"Q96M53_IDR_1_101",0.305380408516311
"Q96M53_IDR_254_351",0.355671561860984
"Q96M60_IDR_106_145",0.523114414011476
"Q96M60_IDR_310_376",0.476885585988524
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.510160138840889
"Q96M69_IDR_603_825",0.489839861159111
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.222637319790855
"Q96M86_IDR_233_268",0.277956824991844
"Q96M86_IDR_2687_2784",0.225008793929904
"Q96M86_IDR_3586_3651",0.274397061287397
"Q96M89_IDR_1_199",0.511969990624672
"Q96M89_IDR_302_401",0.488030009375328
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.504860433452275
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.519117162948005
"Q96MM3_IDR_79_110",0.480882837051995
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.48746065648158
"Q96MM7_IDR_508_600",0.51253934351842
"Q96MN9_IDR_1_275",0.45719711211155
"Q96MN9_IDR_283_318",0.54280288788845
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.329793672244917
"Q96MS0_IDR_1334_1386",0.338472367327891
"Q96MS0_IDR_971_1018",0.331733960427191
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.192493255476673
"Q96MT7_IDR_704_737",0.224398727168909
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.500117557966809
"Q96MX3_IDR_485_542",0.499882442033191
"Q96MY1_IDR_1_184",0.506134770481085
"Q96MY1_IDR_247_397",0.493865229518915
"Q96MY7_IDR_1_529",0.524397341557715
"Q96MY7_IDR_582_647",0.475602658442285
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.572064656778688
"Q96N06_IDR_93_139",0.427935343221312
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.505007760907868
"Q96N21_IDR_333_525",0.494992239092132
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.233363467293341
"Q96N23_IDR_1380_1443",0.302300309181433
"Q96N23_IDR_1_45",0.209727096824029
"Q96N23_IDR_1543_1604",0.254609126701196
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.33935125199138
"Q96N67_IDR_414_455",0.341404991787484
"Q96N67_IDR_860_909",0.319243756221136
"Q96N77_IDR_1_117",0.51252574594303
"Q96NA8_IDR_198_231",0.242624798114098
"Q96NA8_IDR_366_419",0.247231455233195
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.446843938294678
"Q96NB3_IDR_72_287",0.553156061705322
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.490791585066244
"Q96NG5_IDR_87_160",0.509208414933756
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.62767446401435
"Q96NK8_IDR_167_203",0.37232553598565
"Q96NL0_IDR_227_280",0.51603093238227
"Q96NL0_IDR_283_473",0.48396906761773
"Q96NL1_IDR_1_238",0.506607176456279
"Q96NL1_IDR_243_275",0.493392823543721
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.480352802944309
"Q96NL6_IDR_69_133",0.519647197055691
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.483563072271511
"Q96NM4_IDR_53_258",0.516436927728489
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.270616994623035
"Q96NX9_IDR_1_63",0.280438356922727
"Q96NX9_IDR_512_599",0.448944648454238
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.506672120556783
"Q96NY9_IDR_87_127",0.493327879443217
"Q96NZ1_IDR_1_189",0.481519269896912
"Q96NZ1_IDR_288_421",0.518480730103088
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.319601284614494
"Q96P26_IDR_1_47",0.342450404420673
"Q96P26_IDR_244_277",0.337948310964833
"Q96P31_IDR_602_640",0.488653769363786
"Q96P31_IDR_700_734",0.511346230636214
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.489121007770234
"Q96P47_IDR_428_567",0.510878992229766
"Q96PD2_IDR_1_68",0.341599644797635
"Q96PD2_IDR_453_560",0.321008873135445
"Q96PD2_IDR_689_731",0.33739148206692
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.350789163383833
"Q96PE1_IDR_1_32",0.31456084833238
"Q96PE1_IDR_951_1010",0.334649988283787
"Q96PE2_IDR_1_1062",0.284450636921751
"Q96PE2_IDR_1561_1607",0.233696913390448
"Q96PE2_IDR_1616_1727",0.242039173772544
"Q96PE2_IDR_1984_2020",0.239813275915257
"Q96PE3_IDR_1_39",0.47615432406366
"Q96PE3_IDR_472_621",0.52384567593634
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.333626501360583
"Q96PU5_IDR_415_494",0.31016808218049
"Q96PU8_IDR_183_284",0.503773070208096
"Q96PU8_IDR_290_341",0.496226929791904
"Q96PV0_IDR_727_1343",0.470282818010331
"Q96PV0_IDR_90_174",0.529717181989669
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.207990245908471
"Q96PV6_IDR_14_78",0.229448490779911
"Q96PV6_IDR_237_285",0.225879707032371
"Q96PV6_IDR_344_540",0.336681556279247
"Q96PX1_IDR_327_630",0.502479374946824
"Q96PX1_IDR_645_679",0.497520625053176
"Q96PX6_IDR_1_55",0.377886870641896
"Q96PX6_IDR_176_553",0.286288988737709
"Q96PX6_IDR_59_140",0.335824140620395
"Q96PX9_IDR_1116_1271",0.322596248697403
"Q96PX9_IDR_1_184",0.347659103075175
"Q96PX9_IDR_574_801",0.329744648227422
"Q96PY6_IDR_269_1032",0.513379487851505
"Q96Q91_IDR_1_51",0.248692740307158
"Q96Q91_IDR_177_227",0.24684761954764
"Q96Q91_IDR_341_375",0.239875737396529
"Q96Q91_IDR_944_976",0.264583902748674
"Q96QB1_IDR_1_806",0.528583098156721
"Q96QB1_IDR_811_1017",0.471416901843279
"Q96QC0_IDR_148_398",0.371425566587707
"Q96QC0_IDR_522_585",0.212086843580754
"Q96QC0_IDR_649_679",0.207773291074058
"Q96QC0_IDR_681_907",0.208714298757481
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.316627291552341
"Q96QD9_IDR_236_268",0.311424973070003
"Q96QD9_IDR_40_227",0.371947735377655
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.111400358041941
"Q96QE3_IDR_1_322",0.177181237224281
"Q96QE3_IDR_333_867",0.206425227331648
"Q96QE3_IDR_879_932",0.0839283276948786
"Q96QE3_IDR_973_1049",0.15710527951679
"Q96QT6_IDR_293_733",0.228420171116109
"Q96QT6_IDR_973_1004",0.252756906601632
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.426869580020451
"Q6IQ49_IDR_177_379",0.573130419979549
"Q6IQ55_IDR_300_553",0.535801521634247
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.249668334934364
"Q6MZP7_IDR_189_341",0.249103845539868
"Q6MZP7_IDR_367_522",0.241924387531341
"Q6MZP7_IDR_644_680",0.259303431994427
"Q6MZQ0_IDR_1_48",0.338865436137285
"Q6MZQ0_IDR_179_212",0.335396440041895
"Q6MZQ0_IDR_216_368",0.325738123820819
"Q6NT76_IDR_230_269",0.329015403147533
"Q6NT76_IDR_332_420",0.363696399127918
"Q6NT89_IDR_1_114",0.489363706425871
"Q6NT89_IDR_137_227",0.510636293574129
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.444045015393294
"Q6NUJ5_IDR_56_407",0.555954984606706
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.511784397228998
"Q6NXT6_IDR_465_551",0.488215602771002
"Q6NY19_IDR_1_50",0.316038602437745
"Q6NY19_IDR_57_544",0.365208073016454
"Q6NY19_IDR_790_840",0.318753324545801
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.506231375664409
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.522138936958924
"Q6P1N0_IDR_814_854",0.477861063041076
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.312657270763106
"Q6P1R3_IDR_205_285",0.333730677533745
"Q6P1R3_IDR_435_466",0.353612051703149
"Q6P1R4_IDR_343_410",0.565876980614477
"Q6P1R4_IDR_417_473",0.434123019385523
"Q6P3S6_IDR_373_638",0.44689475720239
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.517605561557464
"Q6P444_IDR_87_269",0.482394438442536
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.457846756925178
"Q6P5Z2_IDR_429_552",0.462889227761193
"Q6P5Z2_IDR_60_146",0.537110772238807
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.581056635136627
"Q6P6C2_IDR_288_394",0.418943364863373
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.334186271163589
"Q6P995_IDR_381_673",0.288497298413642
"Q6P995_IDR_677_826",0.377316430422769
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.482798539601526
"Q6PGQ7_IDR_1_103",0.517201460398473
"Q6PH81_IDR_1_35",0.414110336633696
"Q6PH81_IDR_39_125",0.585889663366304
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.486053701624589
"Q6PI47_IDR_380_426",0.513946298375411
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.504782718499737
"Q6PIF2_IDR_164_218",0.495217281500263
"Q6PJG2_IDR_882_1035",0.303081409681055
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.467832143781813
"Q96R06_IDR_840_984",0.532167856218187
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.189307867585002
"Q96RG2_IDR_1272_1323",0.208520023907217
"Q96RG2_IDR_397_610",0.194585879433124
"Q96RG2_IDR_749_864",0.205093800598729
"Q96RG2_IDR_936_990",0.202492428475928
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.574045330781054
"Q96RI1_IDR_62_130",0.425954669218946
"Q96RN1_IDR_646_708",0.463981351461855
"Q96RN1_IDR_801_970",0.536018648538145
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.509573257761798
"Q96RP8_IDR_406_456",0.490426742238202
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.443290891486854
"Q96RR1_IDR_633_684",0.556709108513146
"Q96RR4_IDR_1_146",0.495002680673652
"Q96RR4_IDR_495_588",0.504997319326348
"Q96RS0_IDR_105_192",0.267379762587862
"Q96RS0_IDR_263_494",0.209081332657688
"Q96RS0_IDR_51_102",0.22003492389661
"Q96RS0_IDR_523_632",0.30350398085784
"Q96RT1_IDR_431_461",0.325569841533035
"Q96RT1_IDR_463_865",0.397202961103796
"Q96RT1_IDR_984_1316",0.277227197363168
"Q96RT6_IDR_245_296",0.326603382443513
"Q96RT6_IDR_343_436",0.334436629235343
"Q96RT6_IDR_445_617",0.338959988321144
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.468364099738697
"Q96RU2_IDR_698_775",0.531635900261303
"Q96RU3_IDR_275_377",0.517241504521632
"Q96RU3_IDR_481_546",0.482758495478368
"Q96RU7_IDR_1_63",0.56103720046891
"Q96S15_IDR_463_613",0.50490803297845
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.465934207239578
"Q96S38_IDR_422_881",0.534065792760422
"Q96S53_IDR_1_36",0.506440648943003
"Q96S53_IDR_318_571",0.493559351056997
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.510146008811113
"Q96S59_IDR_457_611",0.489853991188887
"Q96S65_IDR_116_267",0.401887732903014
"Q96S65_IDR_1_80",0.305143353322136
"Q96S65_IDR_304_508",0.29296891377485
"Q96S66_IDR_365_551",0.492943205066543
"Q96S66_IDR_40_91",0.507056794933457
"Q96S82_IDR_197_333",0.476103193672417
"Q96S82_IDR_96_143",0.523896806327583
"Q96S90_IDR_1_35",0.438689160123674
"Q96S90_IDR_91_227",0.561310839876326
"Q96S94_IDR_1_33",0.448245292862654
"Q96S94_IDR_300_520",0.551754707137346
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.569429344064728
"Q96SB3_IDR_598_663",0.430570655935272
"Q96SB4_IDR_1_59",0.415046781288113
"Q96SB4_IDR_246_477",0.584953218711887
"Q96SC8_IDR_1_441",0.503323408851996
"Q96SC8_IDR_497_542",0.496676591148004
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
