"","GO0008509_anion_transmembrane_transporter_activity"
"Q9NU39_IDR_1_105",0.519972126507109
"Q9NU39_IDR_185_408",0.480027873492891
"Q9NUA8_IDR_129_237",0.485473083070099
"Q9NUA8_IDR_614_733",0.514526916929901
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.505170751432526
"Q9NUB4_IDR_89_122",0.494829248567474
"Q9NUC0_IDR_1_75",0.514327200393426
"Q9NUC0_IDR_208_253",0.485672799606574
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.43276988066815
"Q9NUE0_IDR_353_388",0.56723011933185
"Q9NUG4_IDR_1_37",0.327487020924799
"Q9NUG4_IDR_160_295",0.317503062221134
"Q9NUG4_IDR_370_409",0.355009916854067
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.501290636476444
"Q9NUY8_IDR_512_544",0.498709363523556
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.301840738407563
"Q9NV58_IDR_400_436",0.349987375042599
"Q9NV58_IDR_463_838",0.348171886549838
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.504760708870165
"Q9NV66_IDR_319_352",0.495239291129835
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.580828977928778
"Q9NVP1_IDR_1_173",0.493479786448671
"Q9NVP1_IDR_626_670",0.506520213551329
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.330948631449063
"Q9NVR5_IDR_354_517",0.305782667110643
"Q9NVR5_IDR_674_794",0.363268701440294
"Q9NVU0_IDR_145_176",0.455300929461129
"Q9NVU0_IDR_439_554",0.544699070538871
"Q9NVU7_IDR_226_280",0.515152112263311
"Q9NVU7_IDR_452_687",0.484847887736689
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.464114162694671
"Q9NWF9_IDR_35_277",0.535885837305328
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.324844764221485
"Q9NWH9_IDR_70_383",0.336936183990385
"Q9NWH9_IDR_969_1002",0.33821905178813
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.325739998507729
"Q9NWM3_IDR_250_386",0.323863630564609
"Q9NWM3_IDR_87_248",0.350396370927663
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.489423204751052
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.504705881743896
"Q9NX65_IDR_1_50",0.495294118256104
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.478484425954072
"Q9NX94_IDR_276_314",0.521515574045928
"Q9NX95_IDR_1_281",0.213710080457789
"Q9NX95_IDR_305_336",0.233600918247896
"Q9NX95_IDR_344_484",0.305110601844211
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.473565859996574
"Q9NXW2_IDR_53_91",0.526434140003426
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.527962326262117
"Q9NXZ2_IDR_1_65",0.472037673737883
"Q9NY12_IDR_162_217",0.517793882278508
"Q9NY12_IDR_1_62",0.482206117721493
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.240231241279669
"Q9NYB5_IDR_142_182",0.266523216124766
"Q9NYB5_IDR_300_332",0.239749115030277
"Q9NYB5_IDR_667_712",0.253496427565287
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.395123916002286
"Q9NYF5_IDR_621_681",0.310861027216608
"Q9NYF5_IDR_753_837",0.294015056781106
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.495469829475761
"Q9NYP9_IDR_44_76",0.50453017052424
"Q9NYQ6_IDR_2300_2332",0.298398301639289
"Q9NYQ6_IDR_2722_2752",0.334222148070597
"Q9NYQ6_IDR_2754_2998",0.367379550290113
"Q9NYQ7_IDR_181_231",0.310928659620575
"Q9NYQ7_IDR_2788_2818",0.354213860632622
"Q9NYQ7_IDR_2824_3312",0.334857479746803
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.564235356881603
"Q9NYV4_IDR_1_717",0.435764643118397
"Q9NYV6_IDR_1_45",0.323297733947553
"Q9NYV6_IDR_264_301",0.336434965114264
"Q9NYV6_IDR_591_651",0.340267300938183
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.476788380343453
"Q9NZ71_IDR_1141_1219",0.229011034677248
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.238226580622336
"Q9NZ94_IDR_639_702",0.253344880973588
"Q9NZ94_IDR_734_806",0.264415437275635
"Q9NZ94_IDR_818_848",0.24401310112844
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.573062035746336
"Q9NZB2_IDR_894_1118",0.426937964253664
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.44997257962874
"Q9NZC9_IDR_859_954",0.55002742037126
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.483942264567768
"Q9NZI5_IDR_73_112",0.516057735432232
"Q9NZM3_IDR_818_886",0.250912150535169
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.513365627895296
"Q9NZM5_IDR_92_417",0.486634372104704
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.175180038316985
"Q9NZN5_IDR_1267_1405",0.174573563927025
"Q9NZN5_IDR_1422_1489",0.166560552626408
"Q9NZN5_IDR_149_345",0.169923118266018
"Q9NZN5_IDR_1_64",0.150906671316206
"Q9NZN5_IDR_564_764",0.162856055547357
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.4875643679873
"Q9NZQ8_IDR_669_714",0.5124356320127
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.503523574108548
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.32341932058786
"Q9P0K1_IDR_202_233",0.308931618865045
"Q9P0K1_IDR_766_906",0.367649060547096
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.315550014250301
"Q9P0K8_IDR_1_64",0.344979866335433
"Q9P0K8_IDR_469_563",0.339470119414266
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.484068077261251
"Q9P0L1_IDR_241_356",0.515931922738749
"Q9P0L2_IDR_1_53",0.527379366007391
"Q9P0L2_IDR_374_703",0.472620633992609
"Q9P0L9_IDR_1_74",0.52621797784959
"Q9P0L9_IDR_742_805",0.47378202215041
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.483642106582645
"Q9P0M4_IDR_41_103",0.516357893417355
"Q9P0X4_IDR_1736_2223",0.258161728277547
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.325622383966442
"Q9P107_IDR_355_479",0.342022386503558
"Q9P107_IDR_761_933",0.33235522953
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.354556297666109
"Q9P1A6_IDR_21_162",0.322723431942029
"Q9P1A6_IDR_978_1040",0.322720270391862
"Q9P1Q0_IDR_1_60",0.494756323195569
"Q9P1Q0_IDR_481_575",0.505243676804431
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.229722937249899
"Q9P215_IDR_575_609",0.508776628909822
"Q9P215_IDR_92_151",0.491223371090178
"Q9P217_IDR_119_175",0.310583977139935
"Q9P217_IDR_25_59",0.312353752709843
"Q9P217_IDR_455_485",0.377062270150221
"Q9P218_IDR_119_151",0.530535443318064
"Q9P218_IDR_992_1284",0.469464556681936
"Q9P219_IDR_1329_2016",0.222833079889292
"Q9P219_IDR_221_259",0.28034408363757
"Q9P219_IDR_297_784",0.246557572400115
"Q9P219_IDR_888_1063",0.250265264073023
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.330679584575877
"Q9P227_IDR_809_899",0.343664461997218
"Q9P273_IDR_1_295",0.479891561967339
"Q9P273_IDR_338_375",0.520108438032662
"Q9P275_IDR_1046_1123",0.53162264287961
"Q9P275_IDR_426_1044",0.46837735712039
"Q9P278_IDR_180_304",0.243833740329786
"Q9P278_IDR_576_717",0.247097527156293
"Q9P278_IDR_726_922",0.258094676605353
"Q9P278_IDR_93_123",0.250974055908568
"Q9P281_IDR_1_164",0.532290111686936
"Q9P281_IDR_167_2471",0.467709888313064
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.167932121009013
"Q9P2D8_IDR_1442_1999",0.225467338581761
"Q9P2D8_IDR_721_804",0.173531477617302
"Q9P2D8_IDR_882_939",0.261341512580031
"Q9P2E2_IDR_367_798",0.499016623189893
"Q9P2E2_IDR_901_1029",0.500983376810107
"Q9P2E3_IDR_1_141",0.366200512847275
"Q9P2E3_IDR_795_887",0.633799487152725
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.333371765101613
"Q9P2E7_IDR_725_786",0.321018362226146
"Q9P2E7_IDR_842_947",0.345609872672241
"Q9P2E8_IDR_320_370",0.490292060474302
"Q9P2E8_IDR_60_158",0.509707939525698
"Q9P2E9_IDR_1247_1357",0.201704244951254
"Q9P2E9_IDR_1379_1410",0.207441353104606
"Q9P2E9_IDR_1_698",0.181178209699273
"Q9P2E9_IDR_708_740",0.200959490721228
"Q9P2E9_IDR_883_996",0.208716701523639
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.531235339286859
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.53820672550637
"Q9P2J8_IDR_1_48",0.46179327449363
"Q9P2K1_IDR_1_257",0.526281329790791
"Q9P2K1_IDR_587_624",0.473718670209209
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.499768887497864
"Q9P2K3_IDR_347_495",0.500231112502136
"Q9P2K8_IDR_1496_1526",0.269120054481027
"Q9P2K8_IDR_189_260",0.232362712481224
"Q9P2K8_IDR_660_709",0.254959276131103
"Q9P2K8_IDR_713_792",0.243557956906646
"Q9P2K9_IDR_1_42",0.573276254703652
"Q9P2K9_IDR_156_252",0.426723745296348
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.52657521998416
"Q9P2N2_IDR_19_80",0.47342478001584
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.362914361790085
"Q9P2R6_IDR_443_1471",0.306037784615246
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.49498698210487
"Q9P2S2_IDR_1672_1710",0.50501301789513
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.513247777283009
"Q9P2T0_IDR_341_379",0.486752222716991
"Q9P2U7_IDR_1_51",0.494889039242556
"Q9P2U7_IDR_498_560",0.505110960757444
"Q9P2U8_IDR_1_59",0.467333695779902
"Q9P2U8_IDR_506_582",0.532666304220098
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.488107634733603
"Q9P2Y5_IDR_467_612",0.511892365266397
"Q9UBF8_IDR_242_318",0.229039430266941
"Q9UBF8_IDR_410_526",0.252135229165503
"Q9UBF8_IDR_61_125",0.273282418446871
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.534898318159281
"Q9UBH6_IDR_76_123",0.465101681840719
"Q9UBI4_IDR_1_47",0.51542944077593
"Q9UBI4_IDR_248_287",0.48457055922407
"Q9UBI9_IDR_1_90",0.496639913446734
"Q9UBI9_IDR_195_303",0.503360086553266
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.461198918788194
"Q9UBK2_IDR_1_57",0.538801081211806
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.261369701975486
"Q9UBL0_IDR_241_633",0.240592116493837
"Q9UBL0_IDR_643_683",0.253362165295787
"Q9UBL0_IDR_689_812",0.24467601623489
"Q9UBL3_IDR_1_98",0.506444403795342
"Q9UBS0_IDR_401_482",0.467480259235929
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.481964786399292
"Q9UBS9_IDR_458_1224",0.518035213600708
"Q9UBT2_IDR_201_232",0.47273662012857
"Q9UBT2_IDR_549_636",0.52726337987143
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.311348885802664
"Q9UBT6_IDR_651_772",0.408659985226767
"Q9UBT6_IDR_813_861",0.27999112897057
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.503945561992552
"Q9UBU7_IDR_1_42",0.227432546877241
"Q9UBU6_IDR_182_238",0.496054438007448
"Q9UBU7_IDR_97_138",0.239653863922681
"Q9UBZ9_IDR_146_344",0.373331282691398
"Q9UBZ9_IDR_827_942",0.321763429040662
"Q9UBZ9_IDR_944_1151",0.30490528826794
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.481724473970198
"Q9UD57_IDR_184_260",0.518275526029802
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.325240532893953
"Q9UDT6_IDR_1_73",0.279995495640262
"Q9UDT6_IDR_957_1046",0.394763971465785
"Q9UDV6_IDR_1_33",0.519137588766337
"Q9UDV6_IDR_186_315",0.480862411233663
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.295391752559345
"Q9UDY2_IDR_386_504",0.361206613437894
"Q9UDY2_IDR_891_1184",0.343401634002761
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.31492563933751
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.188076017561679
"Q9UFD9_IDR_1199_1449",0.197080103143726
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.200968785474513
"Q9UFD9_IDR_534_571",0.200486396958776
"Q9UFD9_IDR_685_828",0.213388696861305
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.316106221637272
"Q9UGI0_IDR_174_244",0.353263046987547
"Q9UGI0_IDR_40_85",0.330630731375181
"Q9UGI6_IDR_1_220",0.328429770574234
"Q9UGI6_IDR_222_267",0.334483256639685
"Q9UGI6_IDR_694_731",0.337086972786082
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.509574714088557
"Q9UGU0_IDR_1_1628",0.292982558378831
"Q9UGU0_IDR_1655_1695",0.355750374858399
"Q9UGU0_IDR_1710_1841",0.35126706676277
"Q9UGU5_IDR_1_413",0.460460143916091
"Q9UGU5_IDR_448_518",0.539539856083908
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.499535720126389
"Q9UH99_IDR_207_329",0.500464279873611
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.490928018501113
"Q9UHB6_IDR_449_731",0.509071981498887
"Q9UHB7_IDR_1_925",0.478170176687062
"Q9UHB7_IDR_1036_1082",0.521829823312938
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.465699552981431
"Q9UHC1_IDR_614_1038",0.534300447018569
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.512592909984228
"Q9UHC6_IDR_1290_1331",0.487407090015772
"Q9UHC7_IDR_109_173",0.343210092879411
"Q9UHC7_IDR_1_57",0.30580877691481
"Q9UHC7_IDR_176_213",0.350981130205779
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.503733567904152
"Q9UHF4_IDR_409_441",0.496266432095848
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.259802670544767
"Q9UHF7_IDR_461_516",0.248646248557639
"Q9UHF7_IDR_566_613",0.24400625766634
"Q9UHL9_IDR_430_561",0.240019665373022
"Q9UHL9_IDR_649_705",0.260219296827218
"Q9UHL9_IDR_887_934",0.228856987162188
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.269109542627954
"Q9UHP3_IDR_59_91",0.301189790611714
"Q9UHP3_IDR_709_799",0.429700666760333
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.48207576761573
"Q9UHR4_IDR_374_494",0.51792423238427
"Q9UHR5_IDR_1_106",0.577224306161372
"Q9UHR5_IDR_209_295",0.422775693838628
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.496750528703943
"Q9UI33_IDR_1754_1791",0.192052069167096
"Q9UI33_IDR_921_994",0.212241059982783
"Q9UI36_IDR_1_182",0.319060244922095
"Q9UI36_IDR_281_605",0.340986901051145
"Q9UI36_IDR_675_750",0.33995285402676
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.354298136622703
"Q9UI46_IDR_1_39",0.333391089063146
"Q9UI46_IDR_237_285",0.312310774314151
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.138193446677416
"Q9UIF8_IDR_1403_1701",0.148574662307566
"Q9UIF8_IDR_1_739",0.132644111360574
"Q9UIF8_IDR_848_886",0.145344457141281
"Q9UIF8_IDR_957_1015",0.140656208403661
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.318566375973966
"Q9UIU6_IDR_197_237",0.328061521210705
"Q9UIU6_IDR_273_781",0.35337210281533
"Q9UIW0_IDR_1_107",0.481194448776112
"Q9UIW0_IDR_152_183",0.518805551223888
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.471806256800201
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.512441171752239
"Q9UJJ9_IDR_269_305",0.487558828247761
"Q9UJK0_IDR_1_53",0.454527308717744
"Q9UJK0_IDR_226_302",0.545472691282256
"Q9UJL9_IDR_128_275",0.499281264623135
"Q9UJL9_IDR_26_64",0.500718735376865
"Q9UJM3_IDR_1_173",0.362588574107555
"Q9UJM3_IDR_175_373",0.306481183075392
"Q9UJM3_IDR_416_462",0.330930242817053
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.507399303873895
"Q9UJQ4_IDR_1_101",0.492600696126105
"Q9UJT2_IDR_1_366",0.335520767990573
"Q9UJT2_IDR_368_491",0.315985469915626
"Q9UJT2_IDR_518_592",0.3484937620938
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.490473509924344
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.359144201535553
"Q9UKD1_IDR_315_423",0.295322199953355
"Q9UKD1_IDR_43_85",0.345533598511092
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.562518636128225
"Q9UKF5_IDR_699_820",0.437481363871775
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.469453270204591
"Q9UKG1_IDR_464_496",0.530546729795409
"Q9UKP3_IDR_307_347",0.503839367718682
"Q9UKP3_IDR_65_113",0.496160632281318
"Q9UKP4_IDR_1270_1320",0.250049864029928
"Q9UKP4_IDR_1_38",0.249041214797392
"Q9UKP4_IDR_188_237",0.226825518456602
"Q9UKP4_IDR_999_1261",0.274083402716077
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.532267245673494
"Q9UKP6_IDR_331_389",0.467732754326506
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.52994683373752
"Q9UL17_IDR_317_520",0.47005316626248
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.336322648534134
"Q9UL36_IDR_764_808",0.335340549253266
"Q9UL36_IDR_814_916",0.328336802212599
"Q9ULD2_IDR_1237_1270",0.1669376645862
"Q9ULD4_IDR_392_470",0.303700425723607
"Q9ULD4_IDR_68_110",0.359426053145471
"Q9ULD4_IDR_757_1062",0.336873521130922
"Q9ULD5_IDR_1_194",0.493741205141746
"Q9ULD5_IDR_336_544",0.506258794858254
"Q9ULD6_IDR_1_50",0.356060881064061
"Q9ULD6_IDR_665_774",0.317697667771944
"Q9ULD6_IDR_75_150",0.326241451163995
"Q9ULD8_IDR_135_194",0.513687447373767
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.232007092306919
"Q9ULI4_IDR_1_334",0.244373529194988
"Q9ULI4_IDR_724_790",0.275805698052845
"Q9ULI4_IDR_795_1018",0.247813680445248
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.326593861897368
"Q9ULJ3_IDR_866_907",0.350774292705173
"Q9ULJ3_IDR_947_1012",0.322631845397459
"Q9ULL1_IDR_1286_1346",0.143981955411207
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.326938440374238
"Q9ULM0_IDR_137_571",0.343092736694204
"Q9ULM0_IDR_28_93",0.329968822931558
"Q9ULM3_IDR_117_199",0.563649448767621
"Q9ULM3_IDR_335_1139",0.436350551232379
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.468179648471201
"Q9ULQ0_IDR_301_432",0.531820351528799
"Q9ULQ1_IDR_1_66",0.589724906663458
"Q9ULQ1_IDR_783_816",0.410275093336543
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.327330766845957
"Q9ULR3_IDR_1_35",0.333809125229896
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.513457670324451
"Q9ULV5_IDR_197_492",0.486542329675549
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.517967788117753
"Q9ULW2_IDR_540_581",0.482032211882247
"Q9ULW3_IDR_1_41",0.50783152592457
"Q9ULW3_IDR_191_245",0.49216847407543
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.475991423690509
"Q9ULW6_IDR_1_94",0.524008576309491
"Q9ULX3_IDR_104_204",0.55043382578913
"Q9ULX3_IDR_376_412",0.44956617421087
"Q9ULX5_IDR_17_50",0.466797204233155
"Q9ULX5_IDR_97_129",0.533202795766845
"Q9ULX6_IDR_1_383",0.290245767837656
"Q9ULX6_IDR_427_476",0.339366731218725
"Q9ULX6_IDR_545_646",0.370387500943618
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.334001864068593
"Q9UMD9_IDR_374_463",0.355004493946203
"Q9UMD9_IDR_471_1497",0.310993641985204
"Q9UMN6_IDR_1_1166",0.485884446613863
"Q9UMN6_IDR_1810_2409",0.514115553386137
"Q9UMQ3_IDR_1_181",0.466502733250315
"Q9UMQ3_IDR_183_279",0.533497266749685
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.504118986247273
"Q9UNA0_IDR_200_255",0.495881013752727
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.487843121117658
"Q9UNA4_IDR_442_700",0.512156878882342
"Q9UNE0_IDR_1_70",0.427853945826633
"Q9UNE0_IDR_91_333",0.572146054173367
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.300449967367875
"Q9UP95_IDR_941_1017",0.384569094309632
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.490332115162004
"Q9UPC5_IDR_346_381",0.509667884837996
"Q9UPE1_IDR_1_57",0.466692314016683
"Q9UPE1_IDR_240_401",0.533307685983317
"Q9UPG8_IDR_1_67",0.530729803459979
"Q9UPG8_IDR_225_496",0.469270196540021
"Q9UPI3_IDR_1_74",0.496995723335339
"Q9UPR6_IDR_12_446",0.311047454954032
"Q9UPR6_IDR_542_588",0.354134922168513
"Q9UPR6_IDR_904_939",0.334817622877454
"Q9UPS6_IDR_1767_1805",0.352335019157551
"Q9UPS6_IDR_199_742",0.329670726575306
"Q9UPS6_IDR_904_1667",0.317994254267142
