"","GO0003723_RNA_binding"
"Q9NYQ7_IDR_2824_3312",0.283796649700322
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.290510744866469
"Q9NYV4_IDR_1_717",0.709489255133531
"Q9NYV6_IDR_1_45",0.297623396453564
"Q9NYV6_IDR_264_301",0.396040992896049
"Q9NYV6_IDR_591_651",0.306335610650387
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.556822999318363
"Q9NZ71_IDR_1141_1219",0.249720350416335
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.253480611547628
"Q9NZ94_IDR_639_702",0.255419375230109
"Q9NZ94_IDR_734_806",0.246107974425244
"Q9NZ94_IDR_818_848",0.244992038797019
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.375485512769927
"Q9NZB2_IDR_894_1118",0.624514487230073
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.483133900404298
"Q9NZC9_IDR_859_954",0.516866099595702
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.487319011188087
"Q9NZI5_IDR_73_112",0.512680988811913
"Q9NZM3_IDR_818_886",0.15908973086052
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.48285440716239
"Q9NZM5_IDR_92_417",0.51714559283761
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.15688009176982
"Q9NZN5_IDR_1267_1405",0.182093141049014
"Q9NZN5_IDR_1422_1489",0.171125935814566
"Q9NZN5_IDR_149_345",0.146083077419881
"Q9NZN5_IDR_1_64",0.16425818140902
"Q9NZN5_IDR_564_764",0.179559572537699
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.568511297177466
"Q9NZQ8_IDR_669_714",0.431488702822534
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.497555902999889
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.315594982471023
"Q9P0K1_IDR_202_233",0.36691737118958
"Q9P0K1_IDR_766_906",0.317487646339397
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.360900732058464
"Q9P0K8_IDR_1_64",0.327493601630236
"Q9P0K8_IDR_469_563",0.3116056663113
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.473644195143142
"Q9P0L1_IDR_241_356",0.526355804856858
"Q9P0L2_IDR_1_53",0.425791490425214
"Q9P0L2_IDR_374_703",0.574208509574786
"Q9P0L9_IDR_1_74",0.522940386660596
"Q9P0L9_IDR_742_805",0.477059613339404
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.456972495212056
"Q9P0M4_IDR_41_103",0.543027504787944
"Q9P0X4_IDR_1736_2223",0.210190000293625
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.335341702647812
"Q9P107_IDR_355_479",0.313449645262974
"Q9P107_IDR_761_933",0.351208652089213
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.390342665565107
"Q9P1A6_IDR_21_162",0.242001514641129
"Q9P1A6_IDR_978_1040",0.367655819793764
"Q9P1Q0_IDR_1_60",0.545569412342023
"Q9P1Q0_IDR_481_575",0.454430587657977
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.249170853615119
"Q9P215_IDR_575_609",0.506867146685448
"Q9P215_IDR_92_151",0.493132853314552
"Q9P217_IDR_119_175",0.329395587464949
"Q9P217_IDR_25_59",0.362234002831467
"Q9P217_IDR_455_485",0.308370409703584
"Q9P218_IDR_119_151",0.491128621245166
"Q9P218_IDR_992_1284",0.508871378754833
"Q9P219_IDR_1329_2016",0.333522481971849
"Q9P219_IDR_221_259",0.24198849749991
"Q9P219_IDR_297_784",0.216303501699036
"Q9P219_IDR_888_1063",0.208185518829205
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.314462615827086
"Q9P227_IDR_809_899",0.322851742488568
"Q9P273_IDR_1_295",0.480404611539002
"Q9P273_IDR_338_375",0.519595388460998
"Q9P275_IDR_1046_1123",0.502785404993869
"Q9P275_IDR_426_1044",0.49721459500613
"Q9P278_IDR_180_304",0.199644766043968
"Q9P278_IDR_576_717",0.29542165150585
"Q9P278_IDR_726_922",0.245858047491546
"Q9P278_IDR_93_123",0.259075534958636
"Q9P281_IDR_1_164",0.529704183695913
"Q9P281_IDR_167_2471",0.470295816304087
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.192447367404686
"Q9P2D8_IDR_1442_1999",0.182737873064747
"Q9P2D8_IDR_721_804",0.202642069484075
"Q9P2D8_IDR_882_939",0.197675781360807
"Q9P2E2_IDR_367_798",0.47085935144471
"Q9P2E2_IDR_901_1029",0.52914064855529
"Q9P2E3_IDR_1_141",0.823311275695358
"Q9P2E3_IDR_795_887",0.176688724304642
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.337228646383246
"Q9P2E7_IDR_725_786",0.291125888857852
"Q9P2E7_IDR_842_947",0.371645464758902
"Q9P2E8_IDR_320_370",0.509164656748708
"Q9P2E8_IDR_60_158",0.490835343251291
"Q9P2E9_IDR_1247_1357",0.192925425412273
"Q9P2E9_IDR_1379_1410",0.207313895132982
"Q9P2E9_IDR_1_698",0.202750426115986
"Q9P2E9_IDR_708_740",0.214873282235882
"Q9P2E9_IDR_883_996",0.182136971102877
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.526724790593743
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.498299217735887
"Q9P2J8_IDR_1_48",0.501700782264113
"Q9P2K1_IDR_1_257",0.443473175727532
"Q9P2K1_IDR_587_624",0.556526824272468
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.532077904484788
"Q9P2K3_IDR_347_495",0.467922095515212
"Q9P2K8_IDR_1496_1526",0.220252197394213
"Q9P2K8_IDR_189_260",0.285753591892262
"Q9P2K8_IDR_660_709",0.219075805749323
"Q9P2K8_IDR_713_792",0.274918404964202
"Q9P2K9_IDR_1_42",0.461886336645429
"Q9P2K9_IDR_156_252",0.538113663354571
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.503247079589187
"Q9P2N2_IDR_19_80",0.496752920410813
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.294420937476417
"Q9P2R6_IDR_443_1471",0.308079156329122
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.477211327820738
"Q9P2S2_IDR_1672_1710",0.522788672179262
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.46590621943381
"Q9P2T0_IDR_341_379",0.53409378056619
"Q9P2U7_IDR_1_51",0.459903517519892
"Q9P2U7_IDR_498_560",0.540096482480108
"Q9P2U8_IDR_1_59",0.506397660976665
"Q9P2U8_IDR_506_582",0.493602339023335
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.462421435189297
"Q9P2Y5_IDR_467_612",0.537578564810703
"Q9UBF8_IDR_242_318",0.269559282341705
"Q9UBF8_IDR_410_526",0.238779757980857
"Q9UBF8_IDR_61_125",0.274725959309163
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.483561755324752
"Q9UBH6_IDR_76_123",0.516438244675248
"Q9UBI4_IDR_1_47",0.488569990170722
"Q9UBI4_IDR_248_287",0.511430009829278
"Q9UBI9_IDR_1_90",0.500164864474209
"Q9UBI9_IDR_195_303",0.499835135525791
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.559932317720295
"Q9UBK2_IDR_1_57",0.440067682279705
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.29391573200833
"Q9UBL0_IDR_241_633",0.21486643966136
"Q9UBL0_IDR_643_683",0.262120983710183
"Q9UBL0_IDR_689_812",0.229096844620127
"Q9UBL3_IDR_1_98",0.489254873168527
"Q9UBS0_IDR_401_482",0.556651208211072
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.598312936797788
"Q9UBS9_IDR_458_1224",0.401687063202212
"Q9UBT2_IDR_201_232",0.465755272988148
"Q9UBT2_IDR_549_636",0.534244727011852
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.337329456128598
"Q9UBT6_IDR_651_772",0.294324647022637
"Q9UBT6_IDR_813_861",0.368345896848764
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.565566779203293
"Q9UBU7_IDR_1_42",0.221348378077002
"Q9UBU6_IDR_182_238",0.434433220796707
"Q9UBU7_IDR_97_138",0.215430431364084
"Q9UBZ9_IDR_146_344",0.355715629108717
"Q9UBZ9_IDR_827_942",0.318501018665255
"Q9UBZ9_IDR_944_1151",0.325783352226027
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.62978759838594
"Q9UD57_IDR_184_260",0.37021240161406
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.322205718338663
"Q9UDT6_IDR_1_73",0.389071485353507
"Q9UDT6_IDR_957_1046",0.28872279630783
"Q9UDV6_IDR_1_33",0.480774680375495
"Q9UDV6_IDR_186_315",0.519225319624505
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.599887937043931
"Q9UDY2_IDR_386_504",0.191899460056922
"Q9UDY2_IDR_891_1184",0.208212602899147
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.231386829083885
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.223099620695103
"Q9UFD9_IDR_1199_1449",0.209899175714981
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.185357658796954
"Q9UFD9_IDR_534_571",0.194045650649783
"Q9UFD9_IDR_685_828",0.187597894143178
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.3291667813882
"Q9UGI0_IDR_174_244",0.407197696246092
"Q9UGI0_IDR_40_85",0.263635522365709
"Q9UGI6_IDR_1_220",0.338368616664687
"Q9UGI6_IDR_222_267",0.336896990260457
"Q9UGI6_IDR_694_731",0.324734393074855
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.471527569397744
"Q9UGU0_IDR_1_1628",0.490970073530258
"Q9UGU0_IDR_1655_1695",0.246879420957259
"Q9UGU0_IDR_1710_1841",0.262150505512483
"Q9UGU5_IDR_1_413",0.593608980243262
"Q9UGU5_IDR_448_518",0.406391019756738
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.561647534847991
"Q9UH99_IDR_207_329",0.438352465152009
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.456688220461034
"Q9UHB6_IDR_449_731",0.543311779538966
"Q9UHB7_IDR_1_925",0.68615623165957
"Q9UHB7_IDR_1036_1082",0.31384376834043
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.563281000318818
"Q9UHC1_IDR_614_1038",0.436718999681182
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.468136263155331
"Q9UHC6_IDR_1290_1331",0.531863736844669
"Q9UHC7_IDR_109_173",0.330788663566489
"Q9UHC7_IDR_1_57",0.31415622396498
"Q9UHC7_IDR_176_213",0.355055112468531
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.481516918287065
"Q9UHF4_IDR_409_441",0.518483081712935
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.317685385577687
"Q9UHF7_IDR_461_516",0.28809426281857
"Q9UHF7_IDR_566_613",0.182329328679344
"Q9UHL9_IDR_430_561",0.232574107880003
"Q9UHL9_IDR_649_705",0.24727266984589
"Q9UHL9_IDR_887_934",0.290872899828202
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.341210137326538
"Q9UHP3_IDR_59_91",0.330049504531869
"Q9UHP3_IDR_709_799",0.328740358141594
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.495133184635033
"Q9UHR4_IDR_374_494",0.504866815364967
"Q9UHR5_IDR_1_106",0.559303542639209
"Q9UHR5_IDR_209_295",0.440696457360791
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.521303163684176
"Q9UI33_IDR_1754_1791",0.182712302385083
"Q9UI33_IDR_921_994",0.20343473162036
"Q9UI36_IDR_1_182",0.293191325778665
"Q9UI36_IDR_281_605",0.325105333132749
"Q9UI36_IDR_675_750",0.381703341088586
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.345535537901405
"Q9UI46_IDR_1_39",0.309916786072539
"Q9UI46_IDR_237_285",0.344547676026056
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.181295976270655
"Q9UIF8_IDR_1403_1701",0.0928009291636861
"Q9UIF8_IDR_1_739",0.120122760956368
"Q9UIF8_IDR_848_886",0.156964156037734
"Q9UIF8_IDR_957_1015",0.131825830231254
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.332805843922134
"Q9UIU6_IDR_197_237",0.385080840656745
"Q9UIU6_IDR_273_781",0.282113315421121
"Q9UIW0_IDR_1_107",0.49646739037389
"Q9UIW0_IDR_152_183",0.50353260962611
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.582443764866175
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.444768970953923
"Q9UJJ9_IDR_269_305",0.555231029046077
"Q9UJK0_IDR_1_53",0.555603414257056
"Q9UJK0_IDR_226_302",0.444396585742944
"Q9UJL9_IDR_128_275",0.504559672385495
"Q9UJL9_IDR_26_64",0.495440327614505
"Q9UJM3_IDR_1_173",0.262902810288868
"Q9UJM3_IDR_175_373",0.443956419333766
"Q9UJM3_IDR_416_462",0.293140770377366
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.391663820796457
"Q9UJQ4_IDR_1_101",0.608336179203543
"Q9UJT2_IDR_1_366",0.288496625426886
"Q9UJT2_IDR_368_491",0.310416440176348
"Q9UJT2_IDR_518_592",0.401086934396766
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.575991931885301
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.342925294846874
"Q9UKD1_IDR_315_423",0.315101274256955
"Q9UKD1_IDR_43_85",0.341973430896171
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.424618680301636
"Q9UKF5_IDR_699_820",0.575381319698364
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.406951830125226
"Q9UKG1_IDR_464_496",0.593048169874774
"Q9UKP3_IDR_307_347",0.546399630703199
"Q9UKP3_IDR_65_113",0.453600369296801
"Q9UKP4_IDR_1270_1320",0.219445189594541
"Q9UKP4_IDR_1_38",0.189255485649388
"Q9UKP4_IDR_188_237",0.390884235599043
"Q9UKP4_IDR_999_1261",0.200415089157027
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.487809673520447
"Q9UKP6_IDR_331_389",0.512190326479553
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.50536729248953
"Q9UL17_IDR_317_520",0.49463270751047
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.394987180349497
"Q9UL36_IDR_764_808",0.319316121807503
"Q9UL36_IDR_814_916",0.285696697843001
"Q9ULD2_IDR_1237_1270",0.201827406068389
"Q9ULD4_IDR_392_470",0.40461940323926
"Q9ULD4_IDR_68_110",0.323432524117581
"Q9ULD4_IDR_757_1062",0.271948072643159
"Q9ULD5_IDR_1_194",0.413471896712124
"Q9ULD5_IDR_336_544",0.586528103287876
"Q9ULD6_IDR_1_50",0.343671885448115
"Q9ULD6_IDR_665_774",0.292583005231617
"Q9ULD6_IDR_75_150",0.363745109320268
"Q9ULD8_IDR_135_194",0.555601696989931
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.239036387462246
"Q9ULI4_IDR_1_334",0.202826720158012
"Q9ULI4_IDR_724_790",0.232729563903297
"Q9ULI4_IDR_795_1018",0.325407328476446
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.324255484976527
"Q9ULJ3_IDR_866_907",0.346650549976227
"Q9ULJ3_IDR_947_1012",0.329093965047246
"Q9ULL1_IDR_1286_1346",0.136123296273673
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.350046109205209
"Q9ULM0_IDR_137_571",0.286839220821156
"Q9ULM0_IDR_28_93",0.363114669973634
"Q9ULM3_IDR_117_199",0.603883454872088
"Q9ULM3_IDR_335_1139",0.396116545127912
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.507560106162961
"Q9ULQ0_IDR_301_432",0.492439893837039
"Q9ULQ1_IDR_1_66",0.462666933032374
"Q9ULQ1_IDR_783_816",0.537333066967626
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.355497193290335
"Q9ULR3_IDR_1_35",0.32776690754571
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.554409326366684
"Q9ULV5_IDR_197_492",0.445590673633316
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.515841190693727
"Q9ULW2_IDR_540_581",0.484158809306274
"Q9ULW3_IDR_1_41",0.565515485569736
"Q9ULW3_IDR_191_245",0.434484514430264
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.504764530739443
"Q9ULW6_IDR_1_94",0.495235469260557
"Q9ULX3_IDR_104_204",0.446092546503611
"Q9ULX3_IDR_376_412",0.553907453496389
"Q9ULX5_IDR_17_50",0.490820075588627
"Q9ULX5_IDR_97_129",0.509179924411373
"Q9ULX6_IDR_1_383",0.689564218592539
"Q9ULX6_IDR_427_476",0.133797076898355
"Q9ULX6_IDR_545_646",0.176638704509106
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.299622590980685
"Q9UMD9_IDR_374_463",0.411322894892709
"Q9UMD9_IDR_471_1497",0.289054514126605
"Q9UMN6_IDR_1_1166",0.557002749693935
"Q9UMN6_IDR_1810_2409",0.442997250306065
"Q9UMQ3_IDR_1_181",0.382416550996408
"Q9UMQ3_IDR_183_279",0.617583449003592
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.393704887276144
"Q9UNA0_IDR_200_255",0.606295112723856
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.553781008133825
"Q9UNA4_IDR_442_700",0.446218991866175
"Q9UNE0_IDR_1_70",0.566572466650327
"Q9UNE0_IDR_91_333",0.433427533349673
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.304620433008692
"Q9UP95_IDR_941_1017",0.337053947094317
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.482210486677916
"Q9UPC5_IDR_346_381",0.517789513322084
"Q9UPE1_IDR_1_57",0.52172438852189
"Q9UPE1_IDR_240_401",0.47827561147811
"Q9UPG8_IDR_1_67",0.563849892944193
"Q9UPG8_IDR_225_496",0.436150107055807
"Q9UPI3_IDR_1_74",0.505144918643108
"Q9UPR6_IDR_12_446",0.339277851045544
"Q9UPR6_IDR_542_588",0.298944165296136
"Q9UPR6_IDR_904_939",0.36177798365832
"Q9UPS6_IDR_1767_1805",0.336502304193708
"Q9UPS6_IDR_199_742",0.330486974487894
"Q9UPS6_IDR_904_1667",0.333010721318398
"Q9UPS8_IDR_1_35",0.353080157991413
"Q9UPS8_IDR_201_707",0.347983772826163
"Q9UPS8_IDR_835_917",0.298936069182424
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.275140843319198
"Q9UPW5_IDR_1149_1226",0.528125472117047
"Q9UPW5_IDR_349_617",0.471874527882953
"Q9UPW6_IDR_1_55",0.320239579258498
"Q9UPW6_IDR_187_223",0.161565665318142
"Q9UPW6_IDR_231_537",0.127310737400851
"Q9UPW6_IDR_550_618",0.163385264046602
"Q9UPW6_IDR_666_733",0.227498753975907
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.317413657511829
"Q9UQ16_IDR_598_651",0.309969108482834
"Q9UQ16_IDR_749_869",0.372617234005338
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.389913196070011
"Q9UQB3_IDR_1_543",0.280917076584707
"Q9UQ90_IDR_765_795",0.610086803929989
"Q9UQB3_IDR_1040_1155",0.348259770607258
"Q9UQB3_IDR_784_827",0.370823152808034
"Q9UQB8_IDR_128_196",0.264155585120638
"Q9UQB8_IDR_249_395",0.249072593437006
"Q9UQB8_IDR_433_517",0.234356027786873
"Q9UQB8_IDR_522_552",0.252415793655483
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.263032659625304
"Q9Y210_IDR_792_850",0.429587292737179
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.198976718431553
"Q9Y222_IDR_414_491",0.183897710286677
"Q9Y222_IDR_515_571",0.193585562986955
"Q9Y222_IDR_575_690",0.216851371703853
"Q9Y222_IDR_710_760",0.206688636590962
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.392994255257591
"Q9Y228_IDR_203_233",0.310361233520344
"Q9Y228_IDR_331_551",0.296644511222065
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.28294640805175
"Q9Y232_IDR_1_57",0.349226042529914
"Q9Y232_IDR_298_336",0.367827549418336
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.293654714800785
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.48448218934687
"Q9Y2B5_IDR_87_149",0.51551781065313
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.341273892244685
"Q9Y2G1_IDR_843_1007",0.343311499687965
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.581179514284896
"Q9Y2G4_IDR_516_660",0.418820485715104
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.457683872135303
"Q9Y2G8_IDR_718_749",0.542316127864697
"Q9Y2G9_IDR_160_197",0.364743893690609
"Q9Y2G9_IDR_616_677",0.384132543834627
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.494748891067047
"Q9Y2J2_IDR_409_1087",0.505251108932953
"Q9Y2J4_IDR_1_431",0.626714448209369
"Q9Y2J4_IDR_468_770",0.373285551790631
"Q9Y2K2_IDR_1_57",0.37149006738364
"Q9Y2K1_IDR_114_344",0.492502161835672
"Q9Y2K1_IDR_348_413",0.507497838164328
"Q9Y2K2_IDR_319_349",0.336913083009418
"Q9Y2K2_IDR_389_1288",0.291596849606942
"Q9Y2Q0_IDR_1100_1130",0.514842185277505
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.703091862604577
"Q9Y2T7_IDR_1_85",0.296908137395423
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.56547766192519
"Q9Y3R0_IDR_1088_1128",0.203536999051415
