"","GO0010324_membrane_invagination"
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.516864184594849
"Q9Y6K9_IDR_343_391",0.483135815405151
"Q9Y6L6_IDR_128_165",0.340978528954731
"Q9Y6L6_IDR_284_315",0.3207758155659
"Q9Y6L6_IDR_650_691",0.338245655479369
"Q9Y6L7_IDR_1_62",0.502463543968653
"Q9Y6L7_IDR_69_154",0.497536456031347
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.504403739266342
"Q9Y6M4_IDR_332_427",0.495596260733658
"Q9Y6M5_IDR_145_245",0.505578143926081
"Q9Y6M5_IDR_451_492",0.494421856073919
"Q9Y6M7_IDR_1184_1214",0.267683380371139
"Q9Y6M7_IDR_1_31",0.266144012950151
"Q9Y6M7_IDR_216_410",0.242537115633391
"Q9Y6M7_IDR_52_86",0.223635491045319
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.492970521437888
"Q9Y6N7_IDR_982_1040",0.507029478562112
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.500564339104501
"Q9Y6P5_IDR_282_325",0.499435660895499
"Q9Y6Q2_IDR_13_169",0.539310065593225
"Q9Y6Q2_IDR_189_226",0.460689934406775
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.333821554352731
"Q9Y6Q6_IDR_436_523",0.341592338917728
"Q9Y6Q6_IDR_555_616",0.324586106729541
"Q9Y6Q9_IDR_1_36",0.443852824778317
"Q9Y6Q9_IDR_372_1420",0.556147175221683
"Q9Y6R0_IDR_1_40",0.430324370191251
"Q9Y6R0_IDR_201_577",0.569675629808749
"Q9Y6R1_IDR_1009_1044",0.250856485300651
"Q9Y6R1_IDR_211_270",0.252430911417838
"Q9Y6R1_IDR_38_83",0.239761669233724
"Q9Y6R1_IDR_399_433",0.256950934047788
"Q9Y6R4_IDR_1148_1289",0.331898492095591
"Q9Y6R4_IDR_1_217",0.325209273449342
"Q9Y6R4_IDR_430_505",0.342892234455067
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.490949893836879
"Q9Y6S9_IDR_235_378",0.509050106163121
"Q9Y6T7_IDR_383_424",0.50048321877045
"Q9Y6T7_IDR_89_128",0.49951678122955
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.375633110182108
"Q9Y6V0_IDR_2946_4688",0.316651573855149
"Q9Y6V0_IDR_4828_4975",0.307715315962743
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.513394342650496
"O14490_IDR_903_962",0.486605657349504
"O14492_IDR_377_408",0.339235376995354
"O14492_IDR_518_621",0.331036052810174
"O14492_IDR_83_132",0.329728570194472
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.493284621599991
"O14495_IDR_280_311",0.506715378400009
"O14497_IDR_1_1635",0.582743993623308
"O14497_IDR_1736_1963",0.417256006376692
"O14503_IDR_1_54",0.329075658450648
"O14503_IDR_184_330",0.315597772514257
"O14503_IDR_332_412",0.355326569035095
"O14511_IDR_1_96",0.511759198565139
"O14511_IDR_415_850",0.488240801434861
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.199365669214747
"O14513_IDR_258_467",0.203274963177357
"O14513_IDR_474_513",0.206860073629398
"O14545_IDR_136_167",0.246746992912026
"O14545_IDR_174_367",0.293460239118476
"O14545_IDR_388_582",0.235876737121778
"O14545_IDR_51_87",0.223916030847721
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.339297503998747
"O14559_IDR_255_309",0.329806918817759
"O14559_IDR_516_1268",0.330895577183494
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.501057588826799
"O14578_IDR_1904_2027",0.498942411173201
"O14594_IDR_1275_1311",0.390035484897409
"O14594_IDR_361_960",0.609964515102591
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.244159719647072
"O14646_IDR_1049_1122",0.243916123047183
"O14646_IDR_1_269",0.2869299688257
"O14646_IDR_1320_1411",0.23043403580324
"O14646_IDR_1503_1710",0.238719872323877
"O14647_IDR_1051_1127",0.25002614934993
"O14647_IDR_1_259",0.254383141142043
"O14647_IDR_1327_1463",0.246248386441745
"O14647_IDR_1557_1828",0.249342323066282
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.27740803502287
"O14654_IDR_1_74",0.177953413608585
"O14654_IDR_338_703",0.173744665016703
"O14654_IDR_707_778",0.182143080002985
"O14654_IDR_786_918",0.188750806348856
"O14662_IDR_16_71",0.504665179397337
"O14662_IDR_188_223",0.495334820602663
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.516466734299304
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.484877422392813
"O14763_IDR_1_77",0.515122577607187
"O14764_IDR_1_35",0.541900413260275
"O14764_IDR_364_419",0.458099586739725
"O14770_IDR_177_291",0.2479161548336
"O14770_IDR_1_79",0.250573145224304
"O14770_IDR_331_366",0.246798789982627
"O14770_IDR_402_477",0.254711909959468
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.16366180201727
"O14776_IDR_154_371",0.182723093891169
"O14776_IDR_1_67",0.175432170612453
"O14776_IDR_373_428",0.163925864540509
"O14776_IDR_466_522",0.158724160580048
"O14776_IDR_574_654",0.155532908358552
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.517037600642412
"O14901_IDR_475_512",0.482962399357588
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.515090708803973
"O14917_IDR_977_1095",0.484909291196027
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.202011946595274
"O14924_IDR_149_218",0.198694265009552
"O14924_IDR_401_434",0.202510498602316
"O14924_IDR_446_705",0.200674553203703
"O14924_IDR_843_959",0.196108736589155
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.526563564532899
"O14967_IDR_496_610",0.473436435467101
"O15015_IDR_1_238",0.498459384366147
"O15015_IDR_657_782",0.501540615633853
"O15018_IDR_182_324",0.196914113250912
"O15018_IDR_423_501",0.200821863775768
"O15018_IDR_535_575",0.19190561735184
"O15018_IDR_676_719",0.199908246824991
"O15018_IDR_816_2616",0.210450158796489
"O15020_IDR_2082_2222",0.482732306304275
"O15020_IDR_2330_2390",0.517267693695725
"O15021_IDR_1099_1136",0.256992671399677
"O15021_IDR_1229_2623",0.222715080257625
"O15021_IDR_1_376",0.25771587600049
"O15021_IDR_874_1084",0.262576372342208
"O15027_IDR_1_1260",0.308887255055119
"O15027_IDR_1271_1385",0.189360692394065
"O15027_IDR_1570_1612",0.206494515032509
"O15027_IDR_1890_2357",0.295257537518307
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.364596339265214
"O15034_IDR_588_846",0.298700903519574
"O15055_IDR_1224_1255",0.240376419175615
"O15055_IDR_940_1126",0.275976101964507
"O15056_IDR_1418_1468",0.474599612661456
"O15056_IDR_984_1409",0.525400387338544
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.351088501216557
"O15063_IDR_512_1070",0.648911498783443
"O15066_IDR_372_430",0.487359815636774
"O15066_IDR_694_747",0.512640184363226
"O15068_IDR_558_628",0.459596587690378
"O15068_IDR_956_1031",0.540403412309622
"O15069_IDR_1_1419",0.524126248702415
"O15069_IDR_1488_1522",0.475873751297585
"O15072_IDR_1052_1205",0.251538506907171
"O15072_IDR_1_31",0.258958185358901
"O15072_IDR_209_253",0.245860876328624
"O15072_IDR_996_1031",0.243642431405304
"O15075_IDR_147_180",0.262012657596082
"O15075_IDR_1_54",0.2330123336913
"O15085_IDR_1083_1354",0.176468947861333
"O15085_IDR_125_289",0.151479064298339
"O15085_IDR_1368_1417",0.173087062504341
"O15085_IDR_1452_1522",0.175068899042646
"O15085_IDR_492_712",0.158858201013442
"O15090_IDR_1022_1257",0.58355018729056
"O15090_IDR_1_1019",0.416449812709441
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.486420655672115
"O15105_IDR_220_250",0.513579344327885
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.489406909165172
"O15117_IDR_545_687",0.510593090834828
"O15119_IDR_304_743",0.532704831079727
"O15119_IDR_36_101",0.467295168920273
"O15123_IDR_1_32",0.50217129590936
"O15123_IDR_229_277",0.49782870409064
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.345194005427315
"O15209_IDR_562_634",0.310966505583313
"O15211_IDR_197_235",0.245372403954366
"O15211_IDR_393_426",0.238750917323162
"O15211_IDR_510_645",0.272015337844754
"O15211_IDR_735_777",0.243861340877717
"O15213_IDR_1_100",0.501270792403811
"O15213_IDR_529_610",0.498729207596189
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.34376009190409
"O15231_IDR_44_571",0.329349471008951
"O15231_IDR_586_617",0.326890437086958
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.500856276503312
"O15234_IDR_245_703",0.499143723496688
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.499875726464485
"O15259_IDR_61_148",0.500124273535515
"O15355_IDR_162_326",0.510793213018669
"O15355_IDR_509_546",0.489206786981331
"O15357_IDR_120_177",0.502096250280741
"O15357_IDR_894_1197",0.497903749719259
"O15370_IDR_106_282",0.52019353327666
"O15370_IDR_1_49",0.47980646672334
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.539054092372181
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.492065843530541
"O15481_IDR_316_346",0.507934156469459
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.48991276514808
"O15488_IDR_298_451",0.51008723485192
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.469679236382986
"O15550_IDR_400_884",0.530320763617014
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.318467445495208
"O43147_IDR_425_492",0.318301011789125
"O43147_IDR_620_787",0.363231542715667
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.266267019475707
"O43149_IDR_1_43",0.253016629840186
"O43149_IDR_1955_2077",0.243101979914784
"O43149_IDR_2415_2452",0.237614370769323
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.353515754673402
"O43155_IDR_502_563",0.333722116216969
"O43155_IDR_568_599",0.312762129109629
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.492863457527162
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.48415074128542
"O43187_IDR_505_593",0.51584925871458
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.487382843541645
"O43193_IDR_374_412",0.512617156458355
"O43194_IDR_215_279",0.501987980351945
"O43194_IDR_365_453",0.498012019648055
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.43672723930698
"O43237_IDR_331_492",0.56327276069302
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.500485850658132
"O43246_IDR_590_635",0.499514149341868
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.336736462045903
"O43303_IDR_49_757",0.337032058022504
"O43303_IDR_895_1012",0.326231479931593
"O43304_IDR_183_225",0.497378362650366
"O43304_IDR_661_696",0.502621637349634
"O43306_IDR_1_114",0.523896301392359
"O43306_IDR_558_619",0.476103698607641
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.330835912024686
"O43310_IDR_169_369",0.303228451272867
"O43310_IDR_38_98",0.365935636702447
"O43312_IDR_135_197",0.405740460494602
"O43312_IDR_250_755",0.594259539505398
"O43313_IDR_1_85",0.209845463893657
"O43313_IDR_213_596",0.279746435345525
"O43313_IDR_89_130",0.214499768454561
"O43424_IDR_860_921",0.502779066720939
"O43424_IDR_957_1007",0.497220933279061
"O43426_IDR_1485_1573",0.393451005138038
"O43426_IDR_975_1483",0.606548994861962
"O43432_IDR_1002_1216",0.46203644086978
"O43432_IDR_1_721",0.537963559130221
"O43435_IDR_1_105",0.483126725367544
"O43435_IDR_306_364",0.516873274632456
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.332926244634804
"Q6ZW31_IDR_604_650",0.307247340293048
"Q6ZW31_IDR_667_701",0.359826415072148
"Q6ZW49_IDR_188_587",0.498032646552038
"Q6ZW49_IDR_830_861",0.501967353447962
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.330182915069556
"Q6ZWB6_IDR_152_205",0.340228375734931
"Q6ZWB6_IDR_324_432",0.329588709195513
"Q6ZWE6_IDR_1_109",0.335975034229437
"Q6ZWE6_IDR_111_205",0.34708285565831
"Q6ZWE6_IDR_316_355",0.316942110112253
"Q6ZWH5_IDR_40_74",0.50688557202799
"Q6ZWH5_IDR_796_965",0.49311442797201
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.495536313965786
"Q70CQ3_IDR_361_416",0.504463686034214
"Q70CQ4_IDR_1_122",0.507852498037581
"Q70CQ4_IDR_769_1352",0.492147501962419
"Q70E73_IDR_1_64",0.282411586603398
"Q70E73_IDR_524_1207",0.431881621164422
"Q70E73_IDR_96_241",0.28570679223218
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.511409837285508
"Q70EK9_IDR_313_356",0.488590162714492
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.514646548662936
"Q70EL2_IDR_386_615",0.485353451337064
"Q70EL4_IDR_1_88",0.497627015694013
"Q70EL4_IDR_740_1123",0.502372984305987
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.496749429751651
"Q70SY1_IDR_397_505",0.503250570248349
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.553534713099431
"Q71SY5_IDR_545_747",0.446465286900569
"Q75N03_IDR_1_69",0.498296942356882
"Q75N03_IDR_191_491",0.501703057643118
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.316831225231811
"Q75VX8_IDR_350_795",0.683168774768189
"Q75WM6_IDR_1_62",0.51273126748304
"Q75WM6_IDR_85_255",0.48726873251696
"Q765P7_IDR_137_199",0.468765987595207
"Q765P7_IDR_250_747",0.531234012404793
"Q76FK4_IDR_157_192",0.25568143913707
"Q76FK4_IDR_196_797",0.246612769403226
"Q76FK4_IDR_800_1108",0.249068580632295
"Q76FK4_IDR_90_149",0.248637210827409
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.347067726600116
"Q7KZ85_IDR_482_518",0.311745459366024
"Q7KZI7_IDR_1_46",0.485278757268858
"Q7KZI7_IDR_366_696",0.514721242731142
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.471531052475378
"Q7L014_IDR_786_866",0.528468947524622
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.502213657115406
"Q7L190_IDR_1_82",0.497786342884594
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.465822909387604
"Q7L1W4_IDR_61_136",0.534177090612396
"Q7L2E3_IDR_1_40",0.495854309043193
"Q7L590_IDR_424_723",0.480830538234749
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.625830619914302
"Q7L5N7_IDR_510_544",0.374169380085698
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.328782374999207
"Q7L7X3_IDR_547_595",0.340932990949988
"Q7L7X3_IDR_851_1001",0.330284634050806
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.48734209843523
"Q7L8A9_IDR_306_357",0.51265790156477
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.515091659196638
"Q7L8J4_IDR_276_393",0.484908340803362
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.480324211447711
"Q7RTS1_IDR_140_177",0.516655888926173
"O43491_IDR_1_82",0.351214017198225
"O43491_IDR_521_948",0.332718672883585
"O43491_IDR_84_213",0.31606730991819
"O43497_IDR_1_49",0.205573801201583
"O43526_IDR_368_547",0.249340833453637
"O43526_IDR_551_639",0.244817897052051
"O43526_IDR_648_872",0.260461792515454
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.326909686414495
"O43541_IDR_16_120",0.332690600498037
"O43541_IDR_284_315",0.340399713087468
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.3292724186682
"O43561_IDR_170_201",0.339018083934921
"O43561_IDR_225_262",0.331709497396878
"O43566_IDR_191_299",0.333039636321803
"O43566_IDR_22_57",0.339491915176633
"O43566_IDR_446_566",0.327468448501564
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.324607996870171
"O43614_IDR_258_297",0.494113446358803
"O43614_IDR_386_444",0.505886553641197
"O43615_IDR_1_59",0.501991643185804
"O43615_IDR_83_230",0.498008356814196
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.529011430913007
"O43815_IDR_66_445",0.470988569086993
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.506074064487989
"O43823_IDR_543_692",0.493925935512011
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.51042046827633
"O43847_IDR_134_207",0.48957953172367
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.5253119432135
"O43889_IDR_244_336",0.474688056786499
"O43896_IDR_385_434",0.353885871055953
"O43918_IDR_238_295",0.245060447736412
"O43918_IDR_343_430",0.245376396708203
"O43918_IDR_474_508",0.264423931513917
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.35140947722704
"O43933_IDR_183_240",0.33782939834252
"O43933_IDR_343_378",0.31076112443044
"O60216_IDR_396_564",0.475352253118568
"O60216_IDR_97_331",0.524647746881432
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.503534164122495
"O60231_IDR_72_223",0.496465835877505
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.515070973474284
"O60237_IDR_896_930",0.484929026525716
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.49526966383374
"O60239_IDR_252_435",0.50473033616626
"O60240_IDR_107_186",0.328958554853692
"O60266_IDR_1_45",0.489626105276755
"O60266_IDR_498_583",0.510373894723245
"O60268_IDR_1_89",0.384339457857783
"O60268_IDR_251_286",0.303313910562851
"O60268_IDR_317_347",0.312346631579366
"O60269_IDR_1_379",0.508768050282885
"O60269_IDR_396_458",0.491231949717115
"O60271_IDR_517_548",0.196352510388824
"O60271_IDR_562_630",0.197384570222999
"O60271_IDR_69_513",0.197314965862655
"O60271_IDR_718_750",0.187341402572926
"O60271_IDR_804_910",0.221606550952596
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.146611408920863
"O60281_IDR_2119_2168",0.142897197849175
"O60281_IDR_2282_2363",0.139102985284899
"O60281_IDR_2433_2576",0.140879806704279
"O60281_IDR_2602_2639",0.140488338334077
"O60281_IDR_460_751",0.134885276048976
"O60281_IDR_812_1369",0.15513498685773
"O60296_IDR_562_837",0.206935181704073
"O60296_IDR_848_914",0.211553855996186
"O60299_IDR_11_353",0.512366970498127
"O60299_IDR_363_673",0.487633029501873
"O60303_IDR_1147_1198",0.200695449369201
"O60303_IDR_1_33",0.196310316386292
"O60303_IDR_152_467",0.195645192308665
"O60303_IDR_626_963",0.215737257615524
"O60303_IDR_79_150",0.191611784320319
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.308743992655334
"O60307_IDR_1_172",0.356593105951781
"O60307_IDR_679_945",0.334662901392885
"O60308_IDR_158_201",0.267496183928402
"O60308_IDR_259_418",0.240152111974456
"O60308_IDR_685_743",0.243796712850208
"O60308_IDR_871_925",0.248554991246934
"O60309_IDR_1047_1086",0.188826914032977
"O60309_IDR_1_869",0.188912519833703
"O60333_IDR_1205_1244",0.172635221191977
"O60333_IDR_1521_1588",0.161727569568831
"O60333_IDR_1592_1682",0.170888324183679
"O60333_IDR_705_735",0.161427022415647
"O60333_IDR_912_957",0.164812124760867
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.330201785313475
"O60343_IDR_237_352",0.326658455550537
"O60343_IDR_525_874",0.343139759135989
"O60346_IDR_1431_1511",0.315407348413957
"O60346_IDR_1_462",0.352410817809181
"O60346_IDR_1575_1636",0.332181833776863
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.324539851721799
"O60481_IDR_1_186",0.553753952565721
"O60481_IDR_405_461",0.446246047434279
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.493159117777886
"O60502_IDR_395_550",0.506840882222114
"O60503_IDR_1248_1353",0.347461561351506
"O60503_IDR_1_78",0.323357959573605
"O60503_IDR_579_713",0.329180479074889
"O60504_IDR_1_382",0.489253863150118
"O60504_IDR_522_611",0.510746136849882
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.521768679034317
"O60508_IDR_201_238",0.478231320965683
"O60512_IDR_1_71",0.530285405468241
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.245404387834977
"O60610_IDR_1208_1272",0.246772741261627
"O60610_IDR_1_85",0.244324536723036
"O60610_IDR_505_766",0.26349833418036
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.338073981467446
"O60658_IDR_329_386",0.32281783176108
"O60658_IDR_429_481",0.339108186771474
"O60663_IDR_13_48",0.323285541296545
"O60663_IDR_176_237",0.335946282127515
"O60663_IDR_269_388",0.340768176575939
"O60664_IDR_1_35",0.497573933747883
"O60664_IDR_69_172",0.502426066252117
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.194094944904728
"O60673_IDR_2014_2182",0.212821701349791
"O60673_IDR_274_307",0.199413690846726
"O60673_IDR_310_974",0.201238642308667
"O60741_IDR_1_90",0.488002300531859
"O60741_IDR_595_890",0.511997699468141
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.509835854787516
"O60759_IDR_173_359",0.490164145212484
"O60763_IDR_675_790",0.482217623938788
"O60763_IDR_930_962",0.517782376061212
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.329029153604987
"O60784_IDR_303_415",0.368207250718311
"O60784_IDR_450_492",0.302763595676702
"O60806_IDR_1_37",0.316226733349893
"O60806_IDR_251_318",0.307614188298642
"O60806_IDR_321_420",0.376159078351465
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.195538122521337
"O60885_IDR_459_666",0.194795309853908
"O60885_IDR_676_1201",0.199549448721747
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.498613351994644
"O60902_IDR_161_331",0.501386648005356
"O60907_IDR_1_37",0.489990533038002
"O60907_IDR_146_210",0.510009466961998
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.340064504327491
"O75037_IDR_401_480",0.341985425087482
"O75037_IDR_490_970",0.317950070585027
"O75038_IDR_1382_1416",0.338481594245768
"O75038_IDR_475_618",0.325556606437073
"O75038_IDR_886_1379",0.335961799317159
"O75044_IDR_170_229",0.193752247009204
"O75044_IDR_415_457",0.201722345301922
"O75044_IDR_463_501",0.199444755934227
"O75044_IDR_694_755",0.205094403704334
"O75044_IDR_785_1071",0.199986248050313
"O75052_IDR_172_347",0.489301906747208
"O75052_IDR_361_506",0.510698093252792
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.576615831234515
"O75056_IDR_412_442",0.423384168765485
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.481976353396246
"O75071_IDR_144_426",0.518023646603754
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.3227355928432
"O75116_IDR_1113_1149",0.352763492424807
"O75116_IDR_1350_1388",0.324500914731993
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.307174760907285
