"","GO0030659_cytoplasmic_vesicle_membrane"
"O43149_IDR_2415_2452",0.237604665339556
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.339261305886558
"O43155_IDR_502_563",0.358733412127675
"O43155_IDR_568_599",0.302005281985766
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.47808888438932
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.453236526340105
"O43187_IDR_505_593",0.546763473659895
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.485998816026526
"O43193_IDR_374_412",0.514001183973474
"O43194_IDR_215_279",0.495201382439261
"O43194_IDR_365_453",0.504798617560739
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.496919972724432
"O43237_IDR_331_492",0.503080027275568
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.506921281450617
"O43246_IDR_590_635",0.493078718549384
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.345603973225805
"O43303_IDR_49_757",0.345932482541355
"O43303_IDR_895_1012",0.30846354423284
"O43304_IDR_183_225",0.522157262486415
"O43304_IDR_661_696",0.477842737513585
"O43306_IDR_1_114",0.503347526532393
"O43306_IDR_558_619",0.496652473467607
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.344707102253164
"O43310_IDR_169_369",0.302995987563805
"O43310_IDR_38_98",0.352296910183031
"O43312_IDR_135_197",0.411120580759249
"O43312_IDR_250_755",0.588879419240751
"O43313_IDR_1_85",0.200713733801199
"O43313_IDR_213_596",0.295797017917123
"O43313_IDR_89_130",0.203683535718891
"O43424_IDR_860_921",0.490969514004323
"O43424_IDR_957_1007",0.509030485995677
"O43426_IDR_1485_1573",0.304693223506275
"O43426_IDR_975_1483",0.695306776493725
"O43432_IDR_1002_1216",0.378240199339053
"O43432_IDR_1_721",0.621759800660947
"O43435_IDR_1_105",0.491715708392144
"O43435_IDR_306_364",0.508284291607856
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.302144108267217
"Q6ZW31_IDR_604_650",0.311579450088556
"Q6ZW31_IDR_667_701",0.386276441644227
"Q6ZW49_IDR_188_587",0.524330332539061
"Q6ZW49_IDR_830_861",0.475669667460939
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.334428384473848
"Q6ZWB6_IDR_152_205",0.335989045690746
"Q6ZWB6_IDR_324_432",0.329582569835407
"Q6ZWE6_IDR_1_109",0.355585412940079
"Q6ZWE6_IDR_111_205",0.314241931671245
"Q6ZWE6_IDR_316_355",0.330172655388676
"Q6ZWH5_IDR_40_74",0.499435267827104
"Q6ZWH5_IDR_796_965",0.500564732172896
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.505893633605019
"Q70CQ3_IDR_361_416",0.494106366394981
"Q70CQ4_IDR_1_122",0.525622056044094
"Q70CQ4_IDR_769_1352",0.474377943955906
"Q70E73_IDR_1_64",0.301940766844822
"Q70E73_IDR_524_1207",0.39729288471799
"Q70E73_IDR_96_241",0.300766348437188
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.491246256098207
"Q70EK9_IDR_313_356",0.508753743901793
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.501135699664896
"Q70EL2_IDR_386_615",0.498864300335104
"Q70EL4_IDR_1_88",0.5054558011737
"Q70EL4_IDR_740_1123",0.4945441988263
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.563344799871115
"Q70SY1_IDR_397_505",0.436655200128885
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.578914179600875
"Q71SY5_IDR_545_747",0.421085820399125
"Q75N03_IDR_1_69",0.468567707436164
"Q75N03_IDR_191_491",0.531432292563836
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.325878110534938
"Q75VX8_IDR_350_795",0.674121889465062
"Q75WM6_IDR_1_62",0.522796159144148
"Q75WM6_IDR_85_255",0.477203840855852
"Q765P7_IDR_137_199",0.480327008974852
"Q765P7_IDR_250_747",0.519672991025148
"Q76FK4_IDR_157_192",0.248515879407075
"Q76FK4_IDR_196_797",0.240460556329019
"Q76FK4_IDR_800_1108",0.263785282775829
"Q76FK4_IDR_90_149",0.247238281488077
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.33962985704401
"Q7KZ85_IDR_482_518",0.326026102861916
"Q7KZI7_IDR_1_46",0.510218050099545
"Q7KZI7_IDR_366_696",0.489781949900455
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.476121552536045
"Q7L014_IDR_786_866",0.523878447463955
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.524377586161111
"Q7L190_IDR_1_82",0.475622413838889
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.486342644419903
"Q7L1W4_IDR_61_136",0.513657355580097
"Q7L2E3_IDR_1_40",0.493578790774368
"Q7L590_IDR_424_723",0.46197010065893
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.552632747464951
"Q7L5N7_IDR_510_544",0.447367252535049
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.320711968600246
"Q7L7X3_IDR_547_595",0.325411093041326
"Q7L7X3_IDR_851_1001",0.353876938358428
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.532825063840532
"Q7L8A9_IDR_306_357",0.467174936159468
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.509825468327429
"Q7L8J4_IDR_276_393",0.490174531672571
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.463947602545953
"Q7RTS1_IDR_140_177",0.533582954181947
"O43491_IDR_1_82",0.330540544925198
"O43491_IDR_521_948",0.360491407027891
"O43491_IDR_84_213",0.308968048046911
"O43497_IDR_1_49",0.214003797677484
"O43526_IDR_368_547",0.232476976052918
"O43526_IDR_551_639",0.236489169720448
"O43526_IDR_648_872",0.286964826502397
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.318195341906311
"O43541_IDR_16_120",0.343101102886922
"O43541_IDR_284_315",0.338703555206767
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.369873123630505
"O43561_IDR_170_201",0.318629209297933
"O43561_IDR_225_262",0.311497667071563
"O43566_IDR_191_299",0.314859901715022
"O43566_IDR_22_57",0.338095033473405
"O43566_IDR_446_566",0.347045064811573
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.342408839401829
"O43614_IDR_258_297",0.503483159093891
"O43614_IDR_386_444",0.496516840906109
"O43615_IDR_1_59",0.496618517535076
"O43615_IDR_83_230",0.503381482464924
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.526034634459771
"O43815_IDR_66_445",0.473965365540229
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.399631294936468
"O43823_IDR_543_692",0.600368705063532
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.456366857118569
"O43847_IDR_134_207",0.543633142881431
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.621879391646055
"O43889_IDR_244_336",0.378120608353946
"O43896_IDR_385_434",0.397839033878546
"O43918_IDR_238_295",0.233309048006128
"O43918_IDR_343_430",0.266554447312938
"O43918_IDR_474_508",0.267957740748325
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.381025040623153
"O43933_IDR_183_240",0.324351220687188
"O43933_IDR_343_378",0.29462373868966
"O60216_IDR_396_564",0.484819651177888
"O60216_IDR_97_331",0.515180348822113
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.508333765142716
"O60231_IDR_72_223",0.491666234857284
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.506234744006439
"O60237_IDR_896_930",0.493765255993561
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.474550485057005
"O60239_IDR_252_435",0.525449514942995
"O60240_IDR_107_186",0.35314108175184
"O60266_IDR_1_45",0.493065557051049
"O60266_IDR_498_583",0.506934442948951
"O60268_IDR_1_89",0.389200705695752
"O60268_IDR_251_286",0.307097205810806
"O60268_IDR_317_347",0.303702088493442
"O60269_IDR_1_379",0.518806417838435
"O60269_IDR_396_458",0.481193582161565
"O60271_IDR_517_548",0.18275469272867
"O60271_IDR_562_630",0.174960027541796
"O60271_IDR_69_513",0.183559296168092
"O60271_IDR_718_750",0.184282733463525
"O60271_IDR_804_910",0.274443250097917
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.147231561670185
"O60281_IDR_2119_2168",0.150061729874834
"O60281_IDR_2282_2363",0.134990372668262
"O60281_IDR_2433_2576",0.144663704957779
"O60281_IDR_2602_2639",0.137447587472679
"O60281_IDR_460_751",0.13050833756564
"O60281_IDR_812_1369",0.155096705790621
"O60296_IDR_562_837",0.2060112311034
"O60296_IDR_848_914",0.198769743253202
"O60299_IDR_11_353",0.506398587346131
"O60299_IDR_363_673",0.493601412653869
"O60303_IDR_1147_1198",0.209857456947004
"O60303_IDR_1_33",0.198031896597533
"O60303_IDR_152_467",0.212073806119213
"O60303_IDR_626_963",0.197399650634886
"O60303_IDR_79_150",0.182637189701363
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.311758470184387
"O60307_IDR_1_172",0.354217538446651
"O60307_IDR_679_945",0.334023991368962
"O60308_IDR_158_201",0.276706759651365
"O60308_IDR_259_418",0.25173201778069
"O60308_IDR_685_743",0.243925599815628
"O60308_IDR_871_925",0.227635622752316
"O60309_IDR_1047_1086",0.181456694568502
"O60309_IDR_1_869",0.248778057057546
"O60333_IDR_1205_1244",0.163725939508184
"O60333_IDR_1521_1588",0.16193994916671
"O60333_IDR_1592_1682",0.169582984620095
"O60333_IDR_705_735",0.166752735436297
"O60333_IDR_912_957",0.166403665772764
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.342225626011652
"O60343_IDR_237_352",0.359852804669813
"O60343_IDR_525_874",0.297921569318535
"O60346_IDR_1431_1511",0.346643511662701
"O60346_IDR_1_462",0.320732327676528
"O60346_IDR_1575_1636",0.332624160660771
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.364450370129616
"O60481_IDR_1_186",0.544836506910714
"O60481_IDR_405_461",0.455163493089286
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.4659545479005
"O60502_IDR_395_550",0.5340454520995
"O60503_IDR_1248_1353",0.362474964309116
"O60503_IDR_1_78",0.304849185730078
"O60503_IDR_579_713",0.332675849960807
"O60504_IDR_1_382",0.475535389973783
"O60504_IDR_522_611",0.524464610026217
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.542225576189172
"O60508_IDR_201_238",0.457774423810828
"O60512_IDR_1_71",0.527231153599535
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.196566940066991
"O60610_IDR_1208_1272",0.192186415763482
"O60610_IDR_1_85",0.194756492859139
"O60610_IDR_505_766",0.416490151310388
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.338152397782899
"O60658_IDR_329_386",0.31644620553309
"O60658_IDR_429_481",0.34540139668401
"O60663_IDR_13_48",0.325167435595545
"O60663_IDR_176_237",0.307713501148558
"O60663_IDR_269_388",0.367119063255897
"O60664_IDR_1_35",0.490869571353189
"O60664_IDR_69_172",0.509130428646811
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.180444853930952
"O60673_IDR_2014_2182",0.210713964668663
"O60673_IDR_274_307",0.204270344417517
"O60673_IDR_310_974",0.22368202660724
"O60741_IDR_1_90",0.47168073737926
"O60741_IDR_595_890",0.52831926262074
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.495928064585361
"O60759_IDR_173_359",0.504071935414639
"O60763_IDR_675_790",0.474789538902532
"O60763_IDR_930_962",0.525210461097468
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.345091776644724
"O60784_IDR_303_415",0.363164594110807
"O60784_IDR_450_492",0.291743629244469
"O60806_IDR_1_37",0.325022258796284
"O60806_IDR_251_318",0.311154152540652
"O60806_IDR_321_420",0.363823588663065
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.207208351766805
"O60885_IDR_459_666",0.193795052556068
"O60885_IDR_676_1201",0.197678157238514
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.494245654158155
"O60902_IDR_161_331",0.505754345841845
"O60907_IDR_1_37",0.476849363666773
"O60907_IDR_146_210",0.523150636333227
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.323696167449006
"O75037_IDR_401_480",0.358637738358434
"O75037_IDR_490_970",0.31766609419256
"O75038_IDR_1382_1416",0.34992082853556
"O75038_IDR_475_618",0.331701697268065
"O75038_IDR_886_1379",0.318377474196375
"O75044_IDR_170_229",0.192242761696619
"O75044_IDR_415_457",0.198390332035272
"O75044_IDR_463_501",0.201427870768885
"O75044_IDR_694_755",0.213466482509126
"O75044_IDR_785_1071",0.194472552990098
"O75052_IDR_172_347",0.529798539268792
"O75052_IDR_361_506",0.470201460731208
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.639686764817728
"O75056_IDR_412_442",0.360313235182272
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.486812731754782
"O75071_IDR_144_426",0.513187268245218
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.315078685974418
"O75116_IDR_1113_1149",0.369293363695379
"O75116_IDR_1350_1388",0.315627950330203
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.312439176829478
"O75122_IDR_309_645",0.325574107816184
"O75122_IDR_880_1053",0.361986715354338
"O75128_IDR_1_53",0.482326212206523
"O75128_IDR_227_1238",0.517673787793477
"O75129_IDR_1_59",0.323794447502353
"O75129_IDR_288_349",0.343778322812661
"O75129_IDR_357_411",0.332427229684987
"O75132_IDR_172_286",0.217041498800306
"O75132_IDR_1_87",0.18855808347596
"O75132_IDR_341_456",0.210183911601276
"O75132_IDR_511_550",0.18606287324938
"O75132_IDR_609_651",0.198153632873078
"O75140_IDR_1000_1075",0.231514687847406
"O75140_IDR_1112_1172",0.299936385953771
"O75140_IDR_411_456",0.209101722177829
"O75140_IDR_461_727",0.259447204020994
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.48313670823097
"O75145_IDR_859_937",0.51686329176903
"O75146_IDR_1011_1053",0.465382736920295
"O75146_IDR_288_360",0.534617263079705
"O75150_IDR_111_177",0.406249110478249
"O75150_IDR_1_96",0.301506678011854
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.431902682506771
"O75170_IDR_525_966",0.568097317493229
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.43428627110887
"O75177_IDR_41_396",0.56571372889113
"O75179_IDR_1_136",0.336463222471293
"O75179_IDR_1451_2427",0.340119949503923
"O75179_IDR_2471_2509",0.323416828024785
"O75182_IDR_1_36",0.310026248377332
"O75182_IDR_704_767",0.361579375535394
"O75182_IDR_92_300",0.328394376087275
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.513911057815993
"O75362_IDR_207_1048",0.486088942184007
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.501076548452481
"O75364_IDR_1_81",0.498923451547519
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.242756595397659
"O75376_IDR_319_418",0.257447385265181
"O75376_IDR_420_451",0.260403242767275
"O75376_IDR_483_2440",0.239392776569885
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.538172749057519
"O75381_IDR_71_108",0.461827250942481
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.500648355825349
"O75461_IDR_240_281",0.499351644174651
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.499979219168205
"O75467_IDR_55_197",0.500020780831794
"O75469_IDR_122_165",0.312840904555567
"O75469_IDR_1_36",0.350005428758075
"O75469_IDR_179_234",0.337153666686359
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.498774559113852
"O75474_IDR_49_147",0.501225440886148
"O75475_IDR_431_530",0.515025282725817
"O75475_IDR_89_347",0.484974717274183
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.459206681083833
"O75563_IDR_223_295",0.529975157236982
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.127968518855743
"O75592_IDR_2555_2592",0.128695035226552
"O75592_IDR_2670_3153",0.113626768065677
"O75592_IDR_3187_3236",0.130070558582529
"O75592_IDR_3314_3386",0.12173378663475
"O75592_IDR_3479_3511",0.125109457149749
"O75592_IDR_87_131",0.124211360937789
"O75592_IDR_890_922",0.12858451454721
"O75593_IDR_121_277",0.523176094621232
"O75593_IDR_1_32",0.476823905378768
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.556605763761083
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.271452899884935
"O75691_IDR_2572_2613",0.25532296181945
"O75691_IDR_2731_2785",0.22471098906172
"O75691_IDR_863_907",0.248513149233894
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.281081383472043
"O75717_IDR_308_427",0.343456060592345
"O75717_IDR_821_1017",0.375462555935612
"O75747_IDR_1_34",0.505216162816961
"O75747_IDR_174_224",0.494783837183039
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.499327640543824
"O75781_IDR_332_387",0.500672359456176
"O75864_IDR_462_568",0.340473565136999
"O75864_IDR_575_691",0.368658175336832
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.412139893527879
"O75886_IDR_369_525",0.587860106472121
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.513311133415913
"O75899_IDR_752_941",0.486688866584087
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.463530981559004
"O75901_IDR_368_423",0.536469018440996
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.486854324524599
"O75912_IDR_859_925",0.513145675475401
"O75914_IDR_1_66",0.482011840966077
"O75962_IDR_1249_1285",0.212832987073988
"O75962_IDR_1606_1653",0.203798987077024
"O75962_IDR_1704_1968",0.191186526577015
"O75962_IDR_2288_2556",0.187734336574374
"O75969_IDR_162_279",0.190244679122514
"O75969_IDR_409_453",0.184813928748705
"O75969_IDR_456_514",0.19600843531868
"O75969_IDR_542_594",0.212802247050496
"O75969_IDR_605_750",0.216130709759604
"O75970_IDR_1247_1328",0.158975828354711
"O75970_IDR_1565_1611",0.10767157765936
"O75970_IDR_1811_1855",0.0953945651385268
"O75970_IDR_340_371",0.107116593397554
"O75970_IDR_43_109",0.0975866810064129
"O75970_IDR_466_525",0.102112349206638
"O75970_IDR_638_685",0.113660007120291
"O75970_IDR_857_951",0.10672318180666
"O75970_IDR_954_996",0.110759216309847
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.364913439575839
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.516408459536002
"O76081_IDR_93_244",0.483591540463998
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.498107087822583
"O76083_IDR_68_239",0.501892912177417
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.367681980015529
"O94759_IDR_1_57",0.311312995871886
"O94759_IDR_581_613",0.321005024112584
"O94761_IDR_359_448",0.317234068017514
"O94761_IDR_49_351",0.333258638070858
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.471881156802153
"O94823_IDR_458_712",0.528118843197847
"O94826_IDR_1_33",0.510967837469174
"O94826_IDR_64_107",0.489032162530826
"O94830_IDR_1_32",0.352446883201936
"O94830_IDR_433_477",0.294518187332473
"O94830_IDR_603_647",0.35303492946559
"O94842_IDR_1_232",0.531901717682662
"O94880_IDR_589_620",0.198220616096156
"O94880_IDR_692_754",0.188535739059083
"O94880_IDR_756_867",0.185600756364925
"O94885_IDR_1_35",0.186272330863503
"O94885_IDR_229_344",0.168068055068964
"O94885_IDR_358_547",0.164338960267744
"O94885_IDR_697_728",0.168226177807799
"O94885_IDR_730_1088",0.152282957183349
"O94885_IDR_88_177",0.16081151880864
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.314559538365701
"O94887_IDR_359_498",0.324494436998527
"O94887_IDR_858_903",0.360946024635772
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.329695348866081
"O94900_IDR_46_263",0.32911755859116
"O94900_IDR_8_41",0.341187092542758
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.490335035875198
"O94907_IDR_23_79",0.509664964124802
"O94910_IDR_1114_1434",0.505166768632299
"O94910_IDR_400_472",0.494833231367701
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.186206958706058
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.502344952515776
"O94929_IDR_298_593",0.497655047484224
"O94933_IDR_293_347",0.32045062937364
"O94933_IDR_613_659",0.369400686144204
"O94933_IDR_682_856",0.310148684482156
"O94966_IDR_1_112",0.177658685309875
"O94941_IDR_219_250",0.507775089247275
"O94941_IDR_339_480",0.492224910752725
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.199960393838202
"O94966_IDR_203_274",0.200816989278661
"O94966_IDR_399_488",0.195732040978631
"O94966_IDR_874_983",0.225831890594631
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.542298561227286
"O94972_IDR_624_943",0.457701438772715
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.250364909482316
"O94979_IDR_792_858",0.268380002884609
"O94979_IDR_881_1111",0.481255087633074
"O94983_IDR_1119_1202",0.170733280759814
"O94983_IDR_212_305",0.18298905726158
"O94983_IDR_392_435",0.20318488098396
"O94983_IDR_447_490",0.207811922493855
"O94983_IDR_814_1022",0.235280858500791
"O94985_IDR_819_902",0.523538098438613
"O95025_IDR_1_38",0.523921297356028
"O95025_IDR_737_777",0.476078702643972
"O95049_IDR_279_374",0.252462913163693
"O95049_IDR_558_590",0.232776071567171
"O95049_IDR_774_919",0.288160632964853
"O95049_IDR_94_189",0.226600382304283
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.515384441130648
"O95069_IDR_333_398",0.484615558869352
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.106300997784659
"O95071_IDR_1749_1779",0.0956873002972085
"O95071_IDR_1860_1911",0.0928807776092526
"O95071_IDR_1965_2021",0.0991661926926476
"O95071_IDR_2027_2174",0.126025234234244
"O95071_IDR_2318_2364",0.0929363544975606
"O95071_IDR_2454_2499",0.0982361085547725
"O95071_IDR_583_645",0.0933696893373374
"O95071_IDR_81_159",0.0963093858979889
"O95071_IDR_936_1074",0.099087959094329
"O95155_IDR_1_152",0.399015816834897
"O95155_IDR_218_393",0.600984183165103
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.514697267703037
"O95158_IDR_20_58",0.485302732296963
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.16869531483821
"O95180_IDR_1564_1595",0.156423348588787
"O95180_IDR_1_68",0.183855710119636
"O95180_IDR_1867_2353",0.168650022526517
"O95180_IDR_424_459",0.171000163921144
"O95180_IDR_483_771",0.151375440005706
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.585914697874978
"O95235_IDR_702_890",0.220421593310433
"O95238_IDR_70_118",0.496066677004794
"O95239_IDR_426_558",0.360009033045588
"O95239_IDR_656_820",0.317620941727805
"O95239_IDR_918_1232",0.322370025226607
"O95243_IDR_149_434",0.449373439850322
"O95243_IDR_1_82",0.550626560149678
