"","GO0051650_establishment_of_vesicle_localization"
"Q9UGI0_IDR_40_85",0.339855391040961
"Q9UGI6_IDR_1_220",0.323441065701748
"Q9UGI6_IDR_222_267",0.343308408016901
"Q9UGI6_IDR_694_731",0.33325052628135
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.561990396256385
"Q9UGU0_IDR_1_1628",0.315732627711671
"Q9UGU0_IDR_1655_1695",0.346301939665887
"Q9UGU0_IDR_1710_1841",0.337965432622442
"Q9UGU5_IDR_1_413",0.562778627408408
"Q9UGU5_IDR_448_518",0.437221372591592
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.464872995314269
"Q9UH99_IDR_207_329",0.535127004685731
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.445491587523667
"Q9UHB6_IDR_449_731",0.554508412476333
"Q9UHB7_IDR_1_925",0.529571900668152
"Q9UHB7_IDR_1036_1082",0.470428099331848
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.501633556618573
"Q9UHC1_IDR_614_1038",0.498366443381427
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.495848233423166
"Q9UHC6_IDR_1290_1331",0.504151766576834
"Q9UHC7_IDR_109_173",0.333675369012068
"Q9UHC7_IDR_1_57",0.326629585037051
"Q9UHC7_IDR_176_213",0.33969504595088
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.505483707950322
"Q9UHF4_IDR_409_441",0.494516292049678
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.26023957833444
"Q9UHF7_IDR_461_516",0.269877656753331
"Q9UHF7_IDR_566_613",0.23570650521908
"Q9UHL9_IDR_430_561",0.244890188693116
"Q9UHL9_IDR_649_705",0.261429080334589
"Q9UHL9_IDR_887_934",0.252689420393906
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.315426655537635
"Q9UHP3_IDR_59_91",0.340923230488563
"Q9UHP3_IDR_709_799",0.343650113973803
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.491782025731618
"Q9UHR4_IDR_374_494",0.508217974268382
"Q9UHR5_IDR_1_106",0.559003861925639
"Q9UHR5_IDR_209_295",0.440996138074361
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.508995606287719
"Q9UI33_IDR_1754_1791",0.190342219682989
"Q9UI33_IDR_921_994",0.185090014812258
"Q9UI36_IDR_1_182",0.334706795548301
"Q9UI36_IDR_281_605",0.323977594148817
"Q9UI36_IDR_675_750",0.341315610302882
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.346728200502758
"Q9UI46_IDR_1_39",0.309554696937796
"Q9UI46_IDR_237_285",0.343717102559445
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.152487162025425
"Q9UIF8_IDR_1403_1701",0.136076554111848
"Q9UIF8_IDR_1_739",0.164612916766362
"Q9UIF8_IDR_848_886",0.134702026099752
"Q9UIF8_IDR_957_1015",0.131667697879088
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.334599511560127
"Q9UIU6_IDR_197_237",0.329923690756237
"Q9UIU6_IDR_273_781",0.335476797683637
"Q9UIW0_IDR_1_107",0.516830415744113
"Q9UIW0_IDR_152_183",0.483169584255887
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.484694221278453
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.488260686337109
"Q9UJJ9_IDR_269_305",0.511739313662891
"Q9UJK0_IDR_1_53",0.461572311637151
"Q9UJK0_IDR_226_302",0.538427688362849
"Q9UJL9_IDR_128_275",0.50951222611808
"Q9UJL9_IDR_26_64",0.49048777388192
"Q9UJM3_IDR_1_173",0.326434891446963
"Q9UJM3_IDR_175_373",0.323262646571426
"Q9UJM3_IDR_416_462",0.350302461981611
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.495714236944928
"Q9UJQ4_IDR_1_101",0.504285763055072
"Q9UJT2_IDR_1_366",0.337557287505712
"Q9UJT2_IDR_368_491",0.322314063370381
"Q9UJT2_IDR_518_592",0.340128649123907
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.538637599388173
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.32270375182891
"Q9UKD1_IDR_315_423",0.328113317615726
"Q9UKD1_IDR_43_85",0.349182930555364
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.512456565392864
"Q9UKF5_IDR_699_820",0.487543434607136
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.482656223779151
"Q9UKG1_IDR_464_496",0.517343776220849
"Q9UKP3_IDR_307_347",0.522020692912142
"Q9UKP3_IDR_65_113",0.477979307087858
"Q9UKP4_IDR_1270_1320",0.245338092199528
"Q9UKP4_IDR_1_38",0.23847479246472
"Q9UKP4_IDR_188_237",0.249298650704699
"Q9UKP4_IDR_999_1261",0.266888464631053
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.503044532401973
"Q9UKP6_IDR_331_389",0.496955467598027
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.50557967460179
"Q9UL17_IDR_317_520",0.49442032539821
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.32208233096648
"Q9UL36_IDR_764_808",0.336902644354692
"Q9UL36_IDR_814_916",0.341015024678828
"Q9ULD2_IDR_1237_1270",0.202140665281548
"Q9ULD4_IDR_392_470",0.348872608435452
"Q9ULD4_IDR_68_110",0.309318858609059
"Q9ULD4_IDR_757_1062",0.341808532955489
"Q9ULD5_IDR_1_194",0.507613449452781
"Q9ULD5_IDR_336_544",0.492386550547219
"Q9ULD6_IDR_1_50",0.293502466719788
"Q9ULD6_IDR_665_774",0.362804762470938
"Q9ULD6_IDR_75_150",0.343692770809275
"Q9ULD8_IDR_135_194",0.51943081259311
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.238400577393922
"Q9ULI4_IDR_1_334",0.243278931263348
"Q9ULI4_IDR_724_790",0.267465581335885
"Q9ULI4_IDR_795_1018",0.250854910006845
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.318905062142582
"Q9ULJ3_IDR_866_907",0.355574206389621
"Q9ULJ3_IDR_947_1012",0.325520731467797
"Q9ULL1_IDR_1286_1346",0.137043891795935
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.334344374101114
"Q9ULM0_IDR_137_571",0.306875160607854
"Q9ULM0_IDR_28_93",0.358780465291032
"Q9ULM3_IDR_117_199",0.506634470677883
"Q9ULM3_IDR_335_1139",0.493365529322117
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.467104664692309
"Q9ULQ0_IDR_301_432",0.532895335307691
"Q9ULQ1_IDR_1_66",0.484238495067381
"Q9ULQ1_IDR_783_816",0.515761504932619
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.339336945814756
"Q9ULR3_IDR_1_35",0.335045097154916
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.518373109550103
"Q9ULV5_IDR_197_492",0.481626890449897
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.512649239208154
"Q9ULW2_IDR_540_581",0.487350760791846
"Q9ULW3_IDR_1_41",0.485227557023788
"Q9ULW3_IDR_191_245",0.514772442976212
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.535073989938325
"Q9ULW6_IDR_1_94",0.464926010061675
"Q9ULX3_IDR_104_204",0.574784302901762
"Q9ULX3_IDR_376_412",0.425215697098238
"Q9ULX5_IDR_17_50",0.504013620157247
"Q9ULX5_IDR_97_129",0.495986379842753
"Q9ULX6_IDR_1_383",0.29207490525773
"Q9ULX6_IDR_427_476",0.30085246788752
"Q9ULX6_IDR_545_646",0.40707262685475
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.343137477405195
"Q9UMD9_IDR_374_463",0.312073071396162
"Q9UMD9_IDR_471_1497",0.344789451198642
"Q9UMN6_IDR_1_1166",0.498203035062122
"Q9UMN6_IDR_1810_2409",0.501796964937878
"Q9UMQ3_IDR_1_181",0.49821814905498
"Q9UMQ3_IDR_183_279",0.50178185094502
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.507496964891883
"Q9UNA0_IDR_200_255",0.492503035108117
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.507778755336391
"Q9UNA4_IDR_442_700",0.492221244663609
"Q9UNE0_IDR_1_70",0.496256109550539
"Q9UNE0_IDR_91_333",0.503743890449461
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.321658773852087
"Q9UP95_IDR_941_1017",0.353677724256985
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.481574585118548
"Q9UPC5_IDR_346_381",0.518425414881452
"Q9UPE1_IDR_1_57",0.495112654705317
"Q9UPE1_IDR_240_401",0.504887345294683
"Q9UPG8_IDR_1_67",0.508926042880398
"Q9UPG8_IDR_225_496",0.491073957119602
"Q9UPI3_IDR_1_74",0.500980664257219
"Q9UPR6_IDR_12_446",0.295464249130238
"Q9UPR6_IDR_542_588",0.337159842660816
"Q9UPR6_IDR_904_939",0.367375908208946
"Q9UPS6_IDR_1767_1805",0.296958260938343
"Q9UPS6_IDR_199_742",0.276704180430384
"Q9UPS6_IDR_904_1667",0.426337558631273
"Q9UPS8_IDR_1_35",0.263874093079638
"Q9UPS8_IDR_201_707",0.350313904538441
"Q9UPS8_IDR_835_917",0.385812002381921
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.325080187025197
"Q9UPW5_IDR_1149_1226",0.504103287259202
"Q9UPW5_IDR_349_617",0.495896712740798
"Q9UPW6_IDR_1_55",0.187735568976329
"Q9UPW6_IDR_187_223",0.188207972801178
"Q9UPW6_IDR_231_537",0.210823535468773
"Q9UPW6_IDR_550_618",0.211304058335019
"Q9UPW6_IDR_666_733",0.201928864418701
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.354471312893242
"Q9UQ16_IDR_598_651",0.337357189415774
"Q9UQ16_IDR_749_869",0.308171497690984
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.494613283813415
"Q9UQB3_IDR_1_543",0.323341403062915
"Q9UQ90_IDR_765_795",0.505386716186585
"Q9UQB3_IDR_1040_1155",0.345426956719484
"Q9UQB3_IDR_784_827",0.331231640217601
"Q9UQB8_IDR_128_196",0.249623686880716
"Q9UQB8_IDR_249_395",0.251327818311983
"Q9UQB8_IDR_433_517",0.254474206228853
"Q9UQB8_IDR_522_552",0.244574288578448
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.256912622039759
"Q9Y210_IDR_792_850",0.508579868039467
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.208838459755894
"Q9Y222_IDR_414_491",0.186301792491075
"Q9Y222_IDR_515_571",0.190850091592497
"Q9Y222_IDR_575_690",0.218197719898099
"Q9Y222_IDR_710_760",0.195811936262435
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.304179838951248
"Q9Y228_IDR_203_233",0.329088869607774
"Q9Y228_IDR_331_551",0.366731291440978
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.346210623812219
"Q9Y232_IDR_1_57",0.31460074180377
"Q9Y232_IDR_298_336",0.339188634384011
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.325434804636182
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.495559617181001
"Q9Y2B5_IDR_87_149",0.504440382818999
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.346499843308049
"Q9Y2G1_IDR_843_1007",0.319178651978555
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.518356458122768
"Q9Y2G4_IDR_516_660",0.481643541877232
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.511990088307603
"Q9Y2G8_IDR_718_749",0.488009911692397
"Q9Y2G9_IDR_160_197",0.339876961450993
"Q9Y2G9_IDR_616_677",0.325691957610914
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.41025375115367
"Q9Y2J2_IDR_409_1087",0.589746248846331
"Q9Y2J4_IDR_1_431",0.455854650439984
"Q9Y2J4_IDR_468_770",0.544145349560016
"Q9Y2K2_IDR_1_57",0.305088554932329
"Q9Y2K1_IDR_114_344",0.467995824132764
"Q9Y2K1_IDR_348_413",0.532004175867236
"Q9Y2K2_IDR_319_349",0.343510969302651
"Q9Y2K2_IDR_389_1288",0.35140047576502
"Q9Y2Q0_IDR_1100_1130",0.49189131151257
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.514727470734237
"Q9Y2T7_IDR_1_85",0.485272529265763
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.496452446841441
"Q9Y3R0_IDR_1088_1128",0.20224277370572
"Q9Y3R0_IDR_933_993",0.199702936293699
"Q9Y3R5_IDR_1031_1215",0.370044615708372
"Q9Y3R5_IDR_1849_1892",0.305396886344983
"Q9Y3R5_IDR_545_683",0.324558497946645
"Q9Y3S1_IDR_1316_2297",0.238504077378442
"Q9Y3S1_IDR_1_47",0.239996508985042
"Q9Y3S1_IDR_50_184",0.275424501479104
"Q9Y3S1_IDR_544_1314",0.246074912157412
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.477258169112141
"A0A0A6YYL3_IDR_325_492",0.522741830887859
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.545949815259752
"A0A1B0GTZ2_IDR_225_276",0.454050184740248
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.487869685863255
"A0A1B0GVG6_IDR_91_124",0.512130314136745
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.493135946483849
"A0A1B0GVM6_IDR_56_89",0.506864053516151
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.2524136337444
"Q6ZMI3_IDR_137_297",0.4801785759881
"Q6ZMI3_IDR_58_107",0.5198214240119
"Q6ZMJ2_IDR_1_121",0.518635653828676
"Q6ZMJ2_IDR_291_384",0.481364346171324
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.478303384949388
"Q6ZMN7_IDR_490_1003",0.521696615050612
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.479595610309417
"Q6ZMP0_IDR_534_616",0.520404389690583
"Q6ZMQ8_IDR_1253_1297",0.341967538508453
"Q6ZMQ8_IDR_415_531",0.334879096236393
"Q6ZMQ8_IDR_536_1190",0.323153365255154
"Q6ZMS7_IDR_1_38",0.48895615290953
"Q6ZMS7_IDR_183_281",0.51104384709047
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.47844856150029
"Q6ZN04_IDR_382_514",0.309454236706769
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.424836549614614
"Q6ZN16_IDR_1_57",0.268430848528103
"Q6ZN16_IDR_911_1007",0.306732601857283
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.493034149116838
"Q6ZN18_IDR_351_397",0.506965850883162
"Q6ZNJ1_IDR_1298_1436",0.487797984001665
"Q6ZNJ1_IDR_1858_1915",0.512202015998335
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.476684197483567
"Q6ZNM6_IDR_55_116",0.523315802516433
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.409300317604344
"Q6ZP65_IDR_269_463",0.323092748928427
"Q6ZP65_IDR_508_573",0.267606933467229
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.167825325238291
"Q6ZRS2_IDR_2213_2316",0.172383852671277
"Q6ZRS2_IDR_2323_3230",0.15421160917865
"Q6ZRS2_IDR_953_1312",0.143031016083474
"Q6ZRS4_IDR_1_136",0.537611009871925
"Q6ZRS4_IDR_221_1044",0.462388990128075
"Q6ZRT6_IDR_147_265",0.504224242584208
"Q6ZRT6_IDR_1_53",0.495775757415792
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.235132513148195
"Q6ZSY5_IDR_207_237",0.246348712471694
"Q6ZSY5_IDR_290_528",0.255402537962009
"Q6ZSY5_IDR_63_102",0.263116236418102
"Q6ZSZ5_IDR_1104_1360",0.287169803055772
"Q6ZSZ5_IDR_1_402",0.236778617748606
"Q6ZSZ5_IDR_892_992",0.223465826377603
"Q6ZSZ5_IDR_997_1044",0.252585752818019
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.327982411829126
"Q6ZU64_IDR_1564_1597",0.297901138968351
"Q6ZU64_IDR_1715_1829",0.41465046384079
"Q6ZU64_IDR_97_136",0.287448397190859
"Q6ZU65_IDR_19_123",0.225308072065943
"Q6ZU65_IDR_249_443",0.300144734122477
"Q6ZU65_IDR_570_600",0.243809794900872
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.230737398910708
"Q6ZU69_IDR_308_372",0.334404625399785
"Q6ZU69_IDR_32_294",0.329730085562347
"Q6ZUJ8_IDR_634_805",0.316951308124534
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.240287468315954
"Q6ZUM4_IDR_446_494",0.245147466058737
"Q6ZUM4_IDR_617_665",0.273692266833289
"Q6ZUM4_IDR_70_259",0.24087279879202
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.52078329868905
"Q6ZUT1_IDR_33_96",0.47921670131095
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.195870792457049
"Q6ZUT9_IDR_140_177",0.18864711596549
"Q6ZUT9_IDR_410_442",0.208516995874075
"Q6ZUT9_IDR_602_728",0.20073148536918
"Q6ZUT9_IDR_811_850",0.206233610334206
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.351090895760741
"Q6ZV29_IDR_1_95",0.322751062664855
"Q6ZV29_IDR_303_448",0.326158041574404
"Q6ZVM7_IDR_466_507",0.330788997901695
"Q6ZVT0_IDR_1_153",0.534209346067035
"Q6ZVT0_IDR_570_673",0.465790653932965
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.250124770233468
"A0AVK6_IDR_212_263",0.262651835370469
"A0AVK6_IDR_351_867",0.229501653804088
"A0AVK6_IDR_69_110",0.257721740591974
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.518131463711854
"A0FGR9_IDR_589_736",0.481868536288146
"A1L443_IDR_407_756",0.351146409447035
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.49910914873751
"A1L4H1_IDR_951_1468",0.50089085126249
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.45863221464587
"A1X283_IDR_428_849",0.54136778535413
"A2RUB6_IDR_914_948",0.411916667869892
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.432345792784385
"A3KN83_IDR_682_840",0.567654207215615
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.327368491192942
"A4D263_IDR_211_245",0.349371841229727
"A4D263_IDR_379_415",0.323259667577332
"A4D2H0_IDR_278_319",0.448958178108074
"A4D2H0_IDR_330_675",0.551041821891927
"A4D2P6_IDR_212_277",0.501818965811827
"A4D2P6_IDR_469_831",0.498181034188173
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.234256319370686
"A4FU28_IDR_278_331",0.248489319827138
"A4FU28_IDR_333_469",0.287221643080747
"A4FU28_IDR_474_698",0.230032717721429
"A5YKK6_IDR_1307_1355",0.338137825318948
"A5YKK6_IDR_683_828",0.327428788880049
"A5YKK6_IDR_998_1072",0.334433385801003
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.298481373558753
"A6NC98_IDR_307_760",0.38829232069436
"A6NC98_IDR_845_983",0.313226305746887
"A6NDD5_IDR_190_221",0.485088105849551
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.444374673674277
"A6NDN3_IDR_213_693",0.555625326325723
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.441992469831335
"A6NDY0_IDR_35_143",0.558007530168665
"A6NFA1_IDR_1_36",0.316751771924571
"A6NFA1_IDR_355_436",0.34924304426236
"A6NFA1_IDR_449_517",0.334005183813069
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.369969071739816
"A6NFE2_IDR_188_222",0.308436511399857
"A6NFE2_IDR_224_271",0.321594416860327
"A6NFI3_IDR_1_157",0.251373373025912
"A6NFI3_IDR_173_344",0.20129679064683
"A6NFI3_IDR_488_608",0.18429200845489
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.181585054840789
"A6NJZ7_IDR_209_374",0.195746853582373
"A6NJZ7_IDR_534_567",0.198026487042395
"A6NJZ7_IDR_685_828",0.205574860165244
"A6NJZ7_IDR_82_193",0.219066744369198
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.508721877992824
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.344373364074189
"A6NMT0_IDR_48_106",0.323684174923136
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.497475434101324
"A6NN90_IDR_1_31",0.502524565898675
"A6NNA5_IDR_1_38",0.509359646636311
"A6NNA5_IDR_83_263",0.490640353363689
"A6NNE9_IDR_1_165",0.47613377479916
"A6NNE9_IDR_327_364",0.52386622520084
"A7E2V4_IDR_1430_1467",0.340271639166279
"A7E2V4_IDR_518_726",0.341461679418156
"A7KAX9_IDR_30_109",0.32594083239548
"A7KAX9_IDR_572_637",0.353472204559987
"A7KAX9_IDR_665_2087",0.320586963044533
"A7MBM2_IDR_1133_1289",0.318504032146309
"A7MBM2_IDR_1_188",0.310494325321616
"A7MBM2_IDR_236_272",0.371001642532075
"A7MCY6_IDR_167_565",0.465228356513463
"A7MCY6_IDR_95_154",0.534771643486537
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.256759284129745
"A7XYQ1_IDR_189_224",0.263658516988242
