"","GO0005739_mitochondrion"
"A6NFE2_IDR_224_271",0.327586747084507
"A6NFI3_IDR_1_157",0.15100774438036
"A6NFI3_IDR_173_344",0.168656772771715
"A6NFI3_IDR_488_608",0.168051010408699
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.179438809394701
"A6NJZ7_IDR_209_374",0.209434425013065
"A6NJZ7_IDR_534_567",0.196387092890792
"A6NJZ7_IDR_685_828",0.170858668432424
"A6NJZ7_IDR_82_193",0.243881004269018
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.687133137621623
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.246120954191553
"A6NMT0_IDR_48_106",0.341058173826455
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.474750971883702
"A6NN90_IDR_1_31",0.525249028116298
"A6NNA5_IDR_1_38",0.470907369089151
"A6NNA5_IDR_83_263",0.529092630910849
"A6NNE9_IDR_1_165",0.554008037484467
"A6NNE9_IDR_327_364",0.445991962515533
"A7E2V4_IDR_1430_1467",0.304895590862966
"A7E2V4_IDR_518_726",0.340604227513672
"A7KAX9_IDR_30_109",0.385436104253162
"A7KAX9_IDR_572_637",0.297805390869327
"A7KAX9_IDR_665_2087",0.316758504877511
"A7MBM2_IDR_1133_1289",0.242006663951175
"A7MBM2_IDR_1_188",0.453140879717411
"A7MBM2_IDR_236_272",0.304852456331414
"A7MCY6_IDR_167_565",0.597971728262171
"A7MCY6_IDR_95_154",0.402028271737829
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.274480049817682
"A7XYQ1_IDR_189_224",0.257841761857571
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.533527758858135
"A8MQ27_IDR_435_494",0.466472241141865
"A8MQT2_IDR_1_141",0.357018300689947
"A8MQT2_IDR_271_563",0.642981699310053
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.243599595663383
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.517452319241777
"A8MWV9_IDR_90_139",0.482547680758223
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.642236451552431
"B1AKI9_IDR_109_157",0.343368120138575
"B1AKI9_IDR_165_222",0.304440087438625
"B1AKI9_IDR_1_99",0.3521917924228
"B1AL46_IDR_1_397",0.468100113797064
"B1AL46_IDR_405_522",0.251120440339973
"B1AL46_IDR_525_878",0.280779445862962
"B1AL88_IDR_109_153",0.340181999539029
"B1AL88_IDR_379_413",0.377373437443027
"B1AL88_IDR_67_100",0.282444563017944
"B7U540_IDR_367_433",0.472393145887053
"B7Z1M9_IDR_12_45",0.484667166381813
"B7Z1M9_IDR_47_208",0.515332833618186
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.496244172854001
"B7ZW38_IDR_89_186",0.503755827145999
"B8ZZ34_IDR_1_55",0.470884218642709
"B8ZZ34_IDR_98_397",0.529115781357291
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.513431550795488
"C9JLJ4_IDR_378_528",0.486568449204512
"C9JLR9_IDR_1_102",0.194464164919653
"C9JLR9_IDR_173_259",0.198874547032381
"C9JLR9_IDR_328_427",0.187805259852024
"C9JLR9_IDR_444_476",0.19685860612334
"C9JLR9_IDR_482_579",0.221997422072602
"C9JPN9_IDR_1_55",0.341870239504216
"C9JPN9_IDR_378_464",0.324415133656557
"C9JPN9_IDR_469_528",0.333714626839227
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.371181999342622
"D6RGH6_IDR_127_179",0.300396015112212
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.690512469002139
"D6RIA3_IDR_1686_1757",0.309487530997861
"D6RJB6_IDR_1_56",0.343380703985086
"D6RJB6_IDR_379_464",0.322256141220755
"D6RJB6_IDR_469_528",0.334363154794159
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.249979591564659
"F8WBI6_IDR_183_214",0.295918656367542
"F8WBI6_IDR_279_604",0.454101752067799
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.504176022776129
"H7C350_IDR_1_240",0.478523272757725
"H7C350_IDR_297_361",0.521476727242275
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.529402694782343
"I3L3R5_IDR_69_154",0.470597305217657
"I6L899_IDR_1_116",0.253065649080571
"I6L899_IDR_183_214",0.297944080039605
"I6L899_IDR_271_608",0.448990270879825
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.316425428297032
"O00192_IDR_589_651",0.37002491209482
"O00192_IDR_851_956",0.313549659608148
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.614917106318929
"O00203_IDR_646_856",0.385082893681071
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.469928519104921
"O00305_IDR_164_219",0.310947536190789
"O00305_IDR_1_67",0.338964019117466
"O00305_IDR_406_520",0.350088444691745
"O00308_IDR_149_312",0.580723431760973
"O00308_IDR_355_403",0.419276568239027
"O00311_IDR_1_38",0.311112985295549
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.374299276725726
"O00311_IDR_470_532",0.314587737978725
"O00327_IDR_1_77",0.486982911582199
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.418347028622663
"O00470_IDR_1_77",0.581652971377337
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.571922242961714
"O00472_IDR_290_524",0.428077757038286
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.398191373236887
"O00566_IDR_649_681",0.341973997601904
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.51811682351297
"O00591_IDR_338_390",0.48188317648703
"A1A5C7_IDR_633_686",0.437363108724869
"A1A5D9_IDR_258_367",0.251620633271941
"A1A5D9_IDR_369_401",0.235375553111177
"A1A5D9_IDR_452_497",0.290140775223119
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.48893079524451
"A1L162_IDR_1_63",0.51106920475549
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.218661772438995
"A1L390_IDR_1154_1219",0.180770302680193
"A1L390_IDR_1_89",0.184049157197856
"A1L390_IDR_412_905",0.191703691920804
"A1L390_IDR_937_1048",0.224815075762152
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.371868263160391
"A1L443_IDR_285_389",0.286068497433935
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.416129037349977
"Q9Y426_IDR_389_696",0.583870962650023
"Q9Y446_IDR_1_314",0.695456826473658
"Q9Y446_IDR_549_586",0.304543173526342
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.529251523875963
"Q9Y450_IDR_1_87",0.470748476124037
"Q9Y458_IDR_1_86",0.333505179118477
"Q9Y458_IDR_271_346",0.332865053373174
"Q9Y458_IDR_384_435",0.33362976750835
"Q9Y462_IDR_149_246",0.469857572260061
"Q9Y462_IDR_250_366",0.530142427739939
"Q9Y463_IDR_1_36",0.538605432347059
"Q9Y463_IDR_433_629",0.461394567652941
"Q9Y466_IDR_42_77",0.533946228863895
"Q9Y466_IDR_81_173",0.466053771136105
"Q9Y468_IDR_113_168",0.240327692483098
"Q9Y468_IDR_170_269",0.218099924437347
"Q9Y468_IDR_26_84",0.297957231262793
"Q9Y468_IDR_587_721",0.243615151816761
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.515482875000965
"Q9Y483_IDR_356_558",0.484517124999035
"Q9Y485_IDR_1246_1305",0.117606535953866
"Q9Y485_IDR_1361_1395",0.0944891725939844
"Q9Y485_IDR_1889_1949",0.0806300588962923
"Q9Y485_IDR_1969_2018",0.0801915211886707
"Q9Y485_IDR_2366_2418",0.0819822011945075
"Q9Y485_IDR_2442_2480",0.0774165387314094
"Q9Y485_IDR_287_332",0.104096862557035
"Q9Y485_IDR_418_469",0.0786076646031697
"Q9Y485_IDR_557_589",0.113017248003544
"Q9Y485_IDR_665_697",0.0877660001416933
"Q9Y485_IDR_897_934",0.0841961961358282
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.476083697806917
"Q9Y496_IDR_626_699",0.523916302193083
"Q9Y4A5_IDR_179_212",0.22286302183151
"Q9Y4A5_IDR_2024_2085",0.291310370718312
"Q9Y4A5_IDR_2545_2582",0.228527338063251
"Q9Y4A5_IDR_473_538",0.257299269386927
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.210528180384759
"Q9Y4B4_IDR_1_243",0.158329862042632
"Q9Y4B4_IDR_1301_1371",0.188890294127716
"Q9Y4B4_IDR_638_696",0.186601898926537
"Q9Y4B4_IDR_993_1052",0.255649764518356
"Q9Y4B5_IDR_1_1647",0.423513123265278
"Q9Y4B5_IDR_1650_1905",0.576486876734723
"Q9Y4B6_IDR_1393_1507",0.254046414434466
"Q9Y4B6_IDR_190_303",0.291314247042781
"Q9Y4B6_IDR_875_1000",0.454639338522753
"Q9Y4C1_IDR_251_518",0.470456485821546
"Q9Y4C1_IDR_755_907",0.529543514178454
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.233188932928004
"Q9Y4C8_IDR_665_726",0.265745021773794
"Q9Y4C8_IDR_82_128",0.265745210656955
"Q9Y4C8_IDR_925_960",0.235320834641247
"Q9Y4D1_IDR_1043_1078",0.341582051264728
"Q9Y4D1_IDR_511_606",0.301665541989607
"Q9Y4D1_IDR_997_1032",0.356752406745665
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.628829950686048
"Q9Y4E1_IDR_56_1320",0.371170049313952
"Q9Y4E5_IDR_400_459",0.229873948242634
"Q9Y4E5_IDR_51_85",0.256107228397334
"Q9Y4E5_IDR_566_601",0.248946308739269
"Q9Y4E5_IDR_810_872",0.265072514620762
"Q9Y4E6_IDR_1061_1118",0.21677975786699
"Q9Y4E6_IDR_636_666",0.243690594754448
"Q9Y4E6_IDR_708_788",0.232296397247077
"Q9Y4E6_IDR_913_971",0.307233250131485
"Q9Y4E8_IDR_226_263",0.384869738236189
"Q9Y4E8_IDR_621_707",0.296929499069424
"Q9Y4E8_IDR_937_981",0.318200762694387
"Q9Y4F1_IDR_1_35",0.369062035689381
"Q9Y4F1_IDR_355_535",0.322625828663014
"Q9Y4F1_IDR_864_906",0.308312135647605
"Q9Y4F3_IDR_1564_1725",0.322160650434872
"Q9Y4F3_IDR_311_344",0.32106803322006
"Q9Y4F3_IDR_585_730",0.356771316345068
"Q9Y4F4_IDR_1434_1483",0.251897595288548
"Q9Y4F4_IDR_1_88",0.33444425856758
"Q9Y4F4_IDR_312_344",0.232271427743017
"Q9Y4F4_IDR_616_1247",0.181386718400856
"Q9Y4F9_IDR_1_69",0.565944857211581
"Q9Y4F9_IDR_321_730",0.434055142788419
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.27354440664784
"Q9Y4G8_IDR_481_590",0.304652052266864
"Q9Y4G8_IDR_913_1499",0.421803541085295
"Q9Y4H2_IDR_1261_1317",0.360495097623658
"Q9Y4H2_IDR_148_182",0.350270525046087
"Q9Y4H2_IDR_299_1246",0.289234377330255
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.310018084079887
"Q9Y4I1_IDR_1422_1473",0.33100149212772
"Q9Y4I1_IDR_596_631",0.358980423792393
"Q9Y4I5_IDR_1_301",0.533296384011657
"Q9Y4I5_IDR_406_444",0.466703615988343
"Q9Y4J8_IDR_275_410",0.450141418071298
"Q9Y4J8_IDR_418_743",0.549858581928702
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.460721312661704
"Q9Y4L1_IDR_910_999",0.539278687338296
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.383156205897617
"Q9Y4R7_IDR_542_742",0.616843794102383
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.333515184449255
"Q9Y4W2_IDR_511_624",0.298391203483368
"Q9Y4W2_IDR_679_714",0.368093612067377
"Q9Y4W6_IDR_763_797",0.489943025634599
"Q9Y4W6_IDR_78_134",0.510056974365401
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.414130823051552
"Q9Y4Z2_IDR_1_93",0.585869176948448
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.552082052096662
"Q9Y519_IDR_369_407",0.447917947903338
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.564889620659384
"Q9Y561_IDR_781_816",0.435110379340616
"Q9Y566_IDR_1_67",0.290283273536319
"Q9Y566_IDR_416_547",0.377992264387821
"Q9Y566_IDR_758_2087",0.331724462075861
"Q9Y570_IDR_1_38",0.557174956639967
"Q9Y570_IDR_239_281",0.442825043360033
"Q9Y572_IDR_309_428",0.47030991646029
"Q9Y572_IDR_473_518",0.52969008353971
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.492870554427796
"Q9Y592_IDR_618_701",0.507129445572204
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.311447979115138
"Q9Y5A9_IDR_197_239",0.36784175982486
"Q9Y5A9_IDR_245_389",0.320710261060002
"Q9Y5B0_IDR_334_586",0.502617435595916
"Q9Y5B0_IDR_730_961",0.497382564404084
"Q9Y5B6_IDR_1_385",0.442611229853168
"Q9Y5B6_IDR_498_563",0.557388770146832
"Q9Y5B9_IDR_436_478",0.568224305528096
"Q9Y5B9_IDR_927_1047",0.431775694471904
"Q9Y5C1_IDR_16_53",0.60390694196673
"Q9Y5C1_IDR_188_239",0.39609305803327
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.390188994866204
"Q9Y5I4_IDR_814_859",0.314498378378339
"Q9Y5I4_IDR_957_1007",0.295312626755457
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.385255631560262
"Q9Y5J3_IDR_167_290",0.614744368439738
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.606482157665224
"Q9Y5K3_IDR_305_369",0.393517842334776
"Q9Y5K6_IDR_168_295",0.295028421287571
"Q9Y5K6_IDR_310_581",0.299998506557171
"Q9Y5K6_IDR_63_108",0.404973072155257
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.354421303189913
"Q9Y5P4_IDR_184_235",0.305569799740838
"Q9Y5P4_IDR_276_401",0.340008897069249
"Q9Y5P8_IDR_42_123",0.551052861121494
"Q9Y5P8_IDR_519_553",0.448947138878506
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.564104838255295
"Q9Y5Q5_IDR_82_135",0.435895161744705
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.563941773315537
"Q9Y5Q8_IDR_464_519",0.436058226684463
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.546646164621852
"Q9Y5R2_IDR_331_374",0.453353835378148
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.472458013939965
"Q9Y5S1_IDR_726_764",0.527541986060035
"Q9Y5S2_IDR_1609_1711",0.254925205666292
"Q9Y5S2_IDR_352_400",0.249724654182936
"Q9Y5S2_IDR_406_528",0.271161537183846
"Q9Y5S2_IDR_924_1033",0.224188602966926
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.522999467059314
"Q9Y5T5_IDR_385_606",0.477000532940686
"Q9Y5U2_IDR_105_157",0.358135860027814
"Q9Y5U2_IDR_1_76",0.303890471995296
"Q9Y5U2_IDR_218_329",0.33797366797689
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.580413763770296
"Q9Y5W3_IDR_53_112",0.419586236229704
"Q9Y5W5_IDR_1_32",0.646636606771075
"Q9Y5W5_IDR_348_379",0.353363393228925
"Q9Y5W7_IDR_2_60",0.464421391668674
"Q9Y5W7_IDR_473_538",0.267507921252036
"Q9Y5W7_IDR_733_778",0.26807068707929
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.455198254886002
"Q9Y5X4_IDR_1_40",0.544801745113998
"Q9Y5Y0_IDR_1_97",0.560634262845096
"Q9Y5Y0_IDR_518_555",0.439365737154904
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.229362951302522
"Q9Y5Y9_IDR_1872_1956",0.234120748763494
"Q9Y5Y9_IDR_411_595",0.24901574474545
"Q9Y5Y9_IDR_939_986",0.287500555188535
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.49144497379829
"Q9Y603_IDR_1_31",0.50855502620171
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.541627976475417
"Q9Y608_IDR_532_630",0.458372023524583
"Q9Y613_IDR_1002_1105",0.351907294923438
"Q9Y613_IDR_337_534",0.34239395337632
"Q9Y613_IDR_581_623",0.305698751700242
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.522000217638339
"Q9Y616_IDR_448_596",0.477999782361661
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.34246958317247
"Q9Y625_IDR_424_473",0.33154894800674
"Q9Y625_IDR_476_555",0.32598146882079
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.433940939305519
"Q9Y666_IDR_932_1014",0.566059060694481
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.505277201664712
"Q9Y679_IDR_342_382",0.494722798335288
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.475145082699049
"Q9Y692_IDR_56_87",0.524854917300951
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.192467127041074
"Q9Y6C2_IDR_463_493",0.216188991119748
"Q9Y6C2_IDR_549_598",0.210817732741877
"Q9Y6C2_IDR_601_731",0.186590336574304
"Q9Y6C2_IDR_784_864",0.193935812522997
"Q9Y6C5_IDR_1125_1203",0.530742793613937
"Q9Y6C5_IDR_621_658",0.469257206386063
"Q9Y6D5_IDR_1016_1064",0.242941400021396
"Q9Y6D5_IDR_1493_1559",0.269366685976204
"Q9Y6D5_IDR_206_365",0.234640004718349
"Q9Y6D5_IDR_585_632",0.25305190928405
"Q9Y6D6_IDR_1072_1118",0.241012624022498
"Q9Y6D6_IDR_1545_1636",0.264830591550369
"Q9Y6D6_IDR_216_414",0.246814769674012
"Q9Y6D6_IDR_634_687",0.247342014753121
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.580942917010415
"Q9Y6F8_IDR_60_174",0.419057082989584
"Q9Y6G9_IDR_1_44",0.360719554320733
"Q9Y6G9_IDR_342_378",0.271659777808713
"Q9Y6G9_IDR_384_523",0.367620667870555
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.282788190959356
"Q9Y6H5_IDR_550_622",0.261573849503173
"Q9Y6H5_IDR_626_919",0.23149970401377
"Q9Y6H5_IDR_72_143",0.224138255523702
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.460167217940151
"Q9Y6H8_IDR_236_435",0.539832782059849
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.221483174232562
"Q9Y6J0_IDR_1668_2220",0.240173394342543
"Q9Y6J0_IDR_290_406",0.315005136440018
"Q9Y6J0_IDR_421_464",0.223338294984876
"Q9Y6J9_IDR_377_448",0.373906128018096
"Q9Y6J9_IDR_450_546",0.626093871981903
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.478333785188915
"Q9Y6K9_IDR_343_391",0.521666214811085
"Q9Y6L6_IDR_128_165",0.32308065699273
"Q9Y6L6_IDR_284_315",0.34629503852829
"Q9Y6L6_IDR_650_691",0.33062430447898
"Q9Y6L7_IDR_1_62",0.545684423026031
"Q9Y6L7_IDR_69_154",0.454315576973969
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.52490822343386
"Q9Y6M4_IDR_332_427",0.47509177656614
"Q9Y6M5_IDR_145_245",0.462951141272339
"Q9Y6M5_IDR_451_492",0.537048858727661
"Q9Y6M7_IDR_1184_1214",0.270406776663167
"Q9Y6M7_IDR_1_31",0.232661812113557
"Q9Y6M7_IDR_216_410",0.25539805371817
"Q9Y6M7_IDR_52_86",0.241533357505106
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.455737473368466
"Q9Y6N7_IDR_982_1040",0.544262526631534
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.54859258876461
"Q9Y6P5_IDR_282_325",0.45140741123539
"Q9Y6Q2_IDR_13_169",0.486525804546463
"Q9Y6Q2_IDR_189_226",0.513474195453537
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.324852885417711
"Q9Y6Q6_IDR_436_523",0.337945243357864
"Q9Y6Q6_IDR_555_616",0.337201871224425
"Q9Y6Q9_IDR_1_36",0.527604980350038
"Q9Y6Q9_IDR_372_1420",0.472395019649962
"Q9Y6R0_IDR_1_40",0.422457352443349
"Q9Y6R0_IDR_201_577",0.577542647556651
"Q9Y6R1_IDR_1009_1044",0.226131439818723
"Q9Y6R1_IDR_211_270",0.261026422278544
"Q9Y6R1_IDR_38_83",0.264606273710926
"Q9Y6R1_IDR_399_433",0.248235864191808
"Q9Y6R4_IDR_1148_1289",0.32895594873547
"Q9Y6R4_IDR_1_217",0.354276324937372
"Q9Y6R4_IDR_430_505",0.316767726327158
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.440187047542972
"Q9Y6S9_IDR_235_378",0.559812952457028
"Q9Y6T7_IDR_383_424",0.528230990214097
"Q9Y6T7_IDR_89_128",0.471769009785903
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.274224264627968
"Q9Y6V0_IDR_2946_4688",0.3265190156006
"Q9Y6V0_IDR_4828_4975",0.399256719771432
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.455074484246016
"O14490_IDR_903_962",0.544925515753984
"O14492_IDR_377_408",0.292838501455513
"O14492_IDR_518_621",0.312834424932911
"O14492_IDR_83_132",0.394327073611576
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.517125657728847
"O14495_IDR_280_311",0.482874342271153
"O14497_IDR_1_1635",0.482583954502817
"O14497_IDR_1736_1963",0.517416045497183
"O14503_IDR_1_54",0.3143013256169
"O14503_IDR_184_330",0.258902841730658
"O14503_IDR_332_412",0.426795832652441
"O14511_IDR_1_96",0.708116800360161
"O14511_IDR_415_850",0.291883199639839
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.245023096030508
"O14513_IDR_258_467",0.199135461478583
"O14513_IDR_474_513",0.195432869411484
"O14545_IDR_136_167",0.258652855595214
"O14545_IDR_174_367",0.215328526092654
"O14545_IDR_388_582",0.30002135540918
"O14545_IDR_51_87",0.225997262902952
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.330228541868643
"O14559_IDR_255_309",0.327464472145858
"O14559_IDR_516_1268",0.342306985985499
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.55187211073288
"O14578_IDR_1904_2027",0.44812788926712
"O14594_IDR_1275_1311",0.486679324675835
"O14594_IDR_361_960",0.513320675324165
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.308087523091002
