"","GO0000280_nuclear_division"
"Q9H2Y9_IDR_1_110",0.342173393394654
"Q9H2Y9_IDR_374_412",0.341209370516543
"Q9H2Y9_IDR_763_848",0.316617236088804
"Q9H2Z4_IDR_1_191",0.498903732483454
"Q9H2Z4_IDR_289_342",0.501096267516546
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.484041927430975
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.334137163836112
"Q9H3P7_IDR_22_69",0.324211453648597
"Q9H3P7_IDR_291_363",0.341651382515291
"Q9H3Q1_IDR_1_35",0.321321318369923
"Q9H3Q1_IDR_227_356",0.324632863987442
"Q9H3Q1_IDR_55_199",0.354045817642636
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.23586253877291
"Q9H422_IDR_87_147",0.222866796132573
"Q9H422_IDR_874_1078",0.29710371506079
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.334112563445141
"Q9H461_IDR_344_380",0.28481130829808
"Q9H461_IDR_624_694",0.381076128256779
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.37258354774924
"Q9H4A3_IDR_1262_2382",0.321127363682172
"Q9H4A3_IDR_567_1259",0.306289088568589
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.43409242435335
"Q9H4B4_IDR_337_413",0.56590757564665
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.320241847381114
"Q9H4L5_IDR_164_210",0.288749876429648
"Q9H4L5_IDR_246_512",0.391008276189239
"Q9H4L7_IDR_1_248",0.538312065822864
"Q9H4L7_IDR_292_382",0.461687934177136
"Q9H4M7_IDR_1_46",0.305917905668862
"Q9H4M7_IDR_149_436",0.305703512748547
"Q9H4M7_IDR_473_747",0.388378581582591
"Q9H4Q3_IDR_162_443",0.485467633062947
"Q9H4Q3_IDR_643_707",0.514532366937053
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.480118942999351
"Q9H4S2_IDR_199_264",0.519881057000649
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.258421808757299
"Q9H5I5_IDR_1464_1896",0.155225955608296
"Q9H5I5_IDR_2042_2146",0.136582288429168
"Q9H5I5_IDR_837_904",0.145560439040266
"Q9H5J0_IDR_173_466",0.449643774788827
"Q9H5J0_IDR_521_574",0.550356225211173
"Q9H5J8_IDR_1_74",0.430933492826231
"Q9H5J8_IDR_245_278",0.278378043872076
"Q9H5J8_IDR_85_122",0.290688463301693
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.475946822846748
"Q9H5N1_IDR_305_440",0.524053177153252
"Q9H5P4_IDR_309_391",0.191794239714553
"Q9H5P4_IDR_393_553",0.223627828853191
"Q9H5P4_IDR_679_856",0.201221992968408
"Q9H5P4_IDR_952_1033",0.199830131735875
"Q9H5P4_IDR_9_54",0.183525806727972
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.501912435477141
"Q9H5V7_IDR_1_55",0.49808756452286
"Q9H6B1_IDR_216_263",0.18469555248706
"Q9H6B1_IDR_279_319",0.189036280870804
"Q9H6B1_IDR_327_363",0.184012170876178
"Q9H6B1_IDR_92_201",0.19985292262415
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.511992685764192
"Q9H6E5_IDR_636_759",0.488007314235807
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.500607010069577
"Q9H6X2_IDR_475_564",0.499392989930423
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.503959127681729
"Q9H6Y5_IDR_68_119",0.496040872318271
"Q9H6Z4_IDR_1_384",0.593225757695135
"Q9H6Z4_IDR_514_567",0.406774242304865
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.489186151736874
"Q9H7N4_IDR_1279_1312",0.510813848263126
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.518624221526682
"Q9H7P9_IDR_429_1386",0.481375778473318
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.442697122954222
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.529481492302332
"Q9H841_IDR_333_368",0.470518507697668
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.264989667288028
"Q9H869_IDR_345_375",0.24090536712191
"Q9H869_IDR_392_745",0.260470812346399
"Q9H869_IDR_752_796",0.233634153243663
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.486993101643512
"Q9H8E8_IDR_211_460",0.513006898356488
"Q9H8G2_IDR_1_126",0.478870459574522
"Q9H8G2_IDR_198_361",0.521129540425478
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.182538552407794
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.510855689324962
"Q9H8Y1_IDR_553_618",0.489144310675038
"Q9H8Y5_IDR_120_153",0.319627226597114
"Q9H8Y5_IDR_354_489",0.387841137252661
"Q9H8Y5_IDR_618_681",0.292531636150225
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.457337395838951
"Q9H930_IDR_152_299",0.542662604161049
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.476779835384101
"Q9H967_IDR_60_176",0.523220164615899
"Q9H972_IDR_464_518",0.486379273672115
"Q9H972_IDR_71_300",0.513620726327885
"Q9H981_IDR_1_36",0.522731450359078
"Q9H981_IDR_428_495",0.477268549640922
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.481807896052495
"Q9H9S0_IDR_1_98",0.518192103947505
"Q9H9Y2_IDR_1_52",0.500806835410715
"Q9H9Y2_IDR_84_128",0.499193164589285
"Q9H9Z2_IDR_119_209",0.481512516766214
"Q9H9Z2_IDR_1_36",0.518487483233785
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.520347078499552
"Q9HA90_IDR_91_139",0.479652921500448
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.508071618896732
"Q9HAV5_IDR_66_246",0.491928381103268
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.423003370355653
"Q9HAW4_IDR_1141_1256",0.237066639904826
"Q9HAW4_IDR_1292_1332",0.339929989739521
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.351496143991176
"Q9HAZ2_IDR_216_393",0.332738143823504
"Q9HAZ2_IDR_397_1246",0.31576571218532
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.499728606072632
"Q9HB14_IDR_356_386",0.500271393927368
"Q9HB15_IDR_316_368",0.498983252126104
"Q9HB15_IDR_380_430",0.501016747873896
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.519577358599533
"Q9HBH9_IDR_408_458",0.480422641400468
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.413801383317321
"Q9HBJ7_IDR_565_657",0.287259860831146
"Q9HBJ7_IDR_746_817",0.298938755851533
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.304507350992038
"Q9HBM0_IDR_400_474",0.335747196423779
"Q9HBM0_IDR_498_779",0.359745452584183
"Q9HC44_IDR_427_474",0.550577855054147
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.536112401328625
"Q9HC58_IDR_272_434",0.463887598671375
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.259069434618363
"Q9HC77_IDR_33_949",0.740930565381637
"Q9HC78_IDR_1_65",0.521198788774625
"Q9HC78_IDR_202_498",0.478801211225375
"Q9HC84_IDR_1433_1501",0.207652033979727
"Q9HC84_IDR_1605_1778",0.197352804794623
"Q9HC84_IDR_1884_2304",0.197728044795521
"Q9HC84_IDR_2416_2861",0.196531404552251
"Q9HCE5_IDR_1_110",0.546726041722202
"Q9HCE5_IDR_397_456",0.453273958277798
"Q9HCE6_IDR_1131_1168",0.487343922743923
"Q9HCE6_IDR_1_309",0.512656077256077
"Q9HCE7_IDR_140_234",0.46607947461066
"Q9HCE7_IDR_266_307",0.53392052538934
"Q9HCE9_IDR_1156_1220",0.197342432603207
"Q9HCE9_IDR_1_35",0.193029580245814
"Q9HCE9_IDR_519_653",0.208113426653819
"Q9HCE9_IDR_658_727",0.206694642779329
"Q9HCE9_IDR_882_1143",0.194819917717831
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.495686037783863
"Q9HCG7_IDR_896_927",0.504313962216137
"Q9HCG8_IDR_1_124",0.354074676205454
"Q9HCG8_IDR_408_441",0.271001666881935
"Q9HCG8_IDR_656_908",0.374923656912611
"Q9HCJ5_IDR_129_202",0.318985808321773
"Q9HCJ5_IDR_1_72",0.352877250932414
"Q9HCJ5_IDR_483_513",0.328136940745813
"Q9HCJ6_IDR_1_38",0.507415433051331
"Q9HCJ6_IDR_383_419",0.492584566948669
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.205268714701856
"Q9HCK1_IDR_1862_2007",0.273396448714739
"Q9HCK1_IDR_2065_2354",0.243020932881496
"Q9HCK1_IDR_56_1610",0.278313903701909
"Q9HCK4_IDR_932_972",0.54188295892145
"Q9HCK4_IDR_982_1378",0.45811704107855
"Q9HCK8_IDR_1399_1439",0.236852403563374
"Q9HCK8_IDR_1_662",0.237809412959251
"Q9HCK8_IDR_1663_1736",0.252523129716447
"Q9HCK8_IDR_1967_2581",0.272815053760928
"Q9HCL0_IDR_725_915",0.503733959817268
"Q9HCL0_IDR_952_1083",0.496266040182732
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.525374281297648
"Q9HCU0_IDR_401_687",0.474625718702352
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.477729589200256
"Q9HCU9_IDR_172_205",0.522270410799744
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.313059489955931
"Q9HCX4_IDR_736_775",0.348082209806194
"Q9HCX4_IDR_829_862",0.338858300237875
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.497269478804072
"Q9HD20_IDR_884_948",0.502730521195928
"Q9HD23_IDR_1_81",0.501145467156974
"Q9HD23_IDR_399_443",0.498854532843026
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.535834180777828
"Q9HD67_IDR_947_1167",0.464165819222172
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.504869236249264
"Q9NP64_IDR_93_128",0.495130763750736
"Q9NP66_IDR_1_102",0.525388705106051
"Q9NP66_IDR_181_220",0.474611294893949
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.519895357755581
"Q9NP71_IDR_189_666",0.480104642244419
"Q9NP74_IDR_211_242",0.208125056591582
"Q9NP74_IDR_246_406",0.378089347589205
"Q9NP74_IDR_450_551",0.208263866252595
"Q9NP74_IDR_92_209",0.205521729566617
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.319483972117469
"Q9NP80_IDR_217_286",0.352856983596118
"Q9NP80_IDR_294_353",0.327659044286413
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.534278296132357
"Q9NP85_IDR_352_383",0.465721703867643
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.333560789686765
"Q9NPD5_IDR_649_702",0.322584741152546
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.527681546453446
"Q6PJI9_IDR_344_383",0.333394172377384
"Q6PJI9_IDR_497_528",0.312437150684695
"Q6PJI9_IDR_588_639",0.354168676937921
"Q6PJP8_IDR_1_115",0.40222138287211
"Q6PJP8_IDR_183_409",0.269000234210825
"Q6PJP8_IDR_412_697",0.328778382917065
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.101259492417563
"Q6Q759_IDR_1143_1219",0.0961780478609272
"Q6Q759_IDR_1324_1379",0.102733663620922
"Q6Q759_IDR_1926_2028",0.108292119909951
"Q6Q759_IDR_880_932",0.130442641306212
"Q6Q759_IDR_936_1012",0.120542596358829
"Q6QHK4_IDR_124_161",0.490498647297599
"Q6QHK4_IDR_1_64",0.509501352702401
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.234844705739518
"Q6T4P5_IDR_542_578",0.244492021705396
"Q6T4P5_IDR_606_718",0.259082777826872
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.124753443062654
"Q6TFL3_IDR_344_374",0.120298723772806
"Q6TFL3_IDR_385_488",0.120794429923301
"Q6TFL3_IDR_758_980",0.128880817861011
"Q6UWB4_IDR_1_52",0.48466975361718
"Q6UWB4_IDR_303_352",0.51533024638282
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.524665418584228
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.484196909924519
"Q6UXY8_IDR_961_1006",0.530757538837825
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.508824394060174
"Q6UY09_IDR_538_573",0.491175605939826
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.471703550385736
"Q6UY14_IDR_605_661",0.528296449614264
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.36278359651535
"Q6VAB6_IDR_474_567",0.300355823875077
"Q6VAB6_IDR_571_651",0.336860579609573
"Q6VB84_IDR_1_106",0.508802812125238
"Q6VB84_IDR_235_416",0.491197187874762
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.511664970498484
"Q6X4U4_IDR_169_206",0.516656830802942
"Q6X4U4_IDR_1_70",0.483343169197058
"Q6X4W1_IDR_108_323",0.575354204237159
"Q6X4W1_IDR_1_101",0.424645795762841
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.47047586214001
"Q6XE24_IDR_371_437",0.52952413785999
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.501475998303249
"Q6XR72_IDR_419_485",0.498524001696751
"Q6XYB7_IDR_142_198",0.441715539292457
"Q6XYB7_IDR_1_90",0.558284460707543
"Q6XYQ8_IDR_140_228",0.466080769682879
"Q6XYQ8_IDR_86_131",0.533919230317121
"Q6XZF7_IDR_1350_1512",0.323524039203034
"Q6XZF7_IDR_209_242",0.270479503618885
"Q6XZF7_IDR_302_779",0.405996457178082
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.504258546940005
"Q6ZMI0_IDR_702_734",0.197402017230542
"Q6ZMI0_IDR_737_780",0.196620071360532
"Q9NPE2_IDR_1_60",0.472318453546554
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.343435854264176
"Q9NPF5_IDR_258_311",0.364733324147431
"Q9NPF5_IDR_396_467",0.291830821588393
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.578610269382672
"Q9NPG3_IDR_578_1134",0.421389730617328
"Q9NPG4_IDR_1124_1184",0.507209598081788
"Q9NPG4_IDR_785_1113",0.492790401918212
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.301979419141478
"Q9NPI1_IDR_35_132",0.438636904161541
"Q9NPI1_IDR_481_520",0.259383676696981
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.492554119208313
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.49838031797794
"Q9NQ34_IDR_1_36",0.50161968202206
"Q9NQ35_IDR_1_40",0.477322606415294
"Q9NQ35_IDR_43_103",0.522677393584706
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.479489255051643
"Q9NQ48_IDR_170_209",0.520510744948357
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.242599803349655
"Q9NQ66_IDR_1172_1216",0.246580040429025
"Q9NQ66_IDR_465_547",0.277784626473399
"Q9NQ66_IDR_817_1035",0.233035529747921
"Q9NQ69_IDR_197_275",0.33707633989117
"Q9NQ69_IDR_320_397",0.310345407043915
"Q9NQ69_IDR_32_66",0.352578253064916
"Q9NQ75_IDR_76_432",0.524878995196715
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.337149202955851
"Q9NQL9_IDR_287_336",0.332153381889289
"Q9NQL9_IDR_397_472",0.33069741515486
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.480035927112509
"Q9NQR7_IDR_121_581",0.51996407288749
"Q9NQS1_IDR_1_113",0.464573437424704
"Q9NQS1_IDR_205_347",0.535426562575296
"Q9NQS3_IDR_1_50",0.339226508877605
"Q9NQS3_IDR_359_408",0.343340114423463
"Q9NQS3_IDR_429_530",0.317433376698932
"Q9NQW6_IDR_889_924",0.411769345950167
"Q9NQW8_IDR_1_183",0.460243401746375
"Q9NQW8_IDR_685_779",0.539756598253625
"Q9NQX0_IDR_1_165",0.471018085435004
"Q9NQX0_IDR_379_468",0.528981914564996
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.498150018060789
"Q9NQX4_IDR_1227_1357",0.501849981939211
"Q9NQX5_IDR_107_282",0.496809465205317
"Q9NQX5_IDR_1_101",0.503190534794683
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.419923844586105
"Q9NQZ2_IDR_330_479",0.580076155413895
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.471415126944126
"Q9NQZ6_IDR_58_110",0.528584873055874
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.56539268535405
"Q9NR81_IDR_470_526",0.43460731464595
"Q9NR82_IDR_1_88",0.246623837631598
"Q9NR82_IDR_401_619",0.288286685517594
"Q9NR82_IDR_633_863",0.224230593627143
"Q9NR82_IDR_874_932",0.240858883223665
"Q9NR83_IDR_1_203",0.530139797026157
"Q9NR83_IDR_205_362",0.469860202973843
"Q9NR99_IDR_1646_1717",0.305113874965202
"Q9NR99_IDR_700_771",0.286730249566897
"Q9NR99_IDR_807_1634",0.408155875467901
"Q9NRA0_IDR_1_46",0.346282160016189
"Q9NRA0_IDR_384_419",0.327285263093483
"Q9NRA0_IDR_476_512",0.326432576890328
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.332105605654142
"Q9NRC6_IDR_3490_3540",0.32937496133699
"Q9NRC6_IDR_3642_3674",0.338519433008868
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.345508906910831
"Q9NRF2_IDR_628_752",0.33523003335854
"Q9NRF2_IDR_96_283",0.319261059730629
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.519697648138972
"Q9NRH1_IDR_135_196",0.480302351861028
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.45033676214023
"Q9NRI5_IDR_618_854",0.54966323785977
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.344443222399712
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.277041142488929
"Q9NRR4_IDR_460_500",0.287412332170171
"Q9NRR4_IDR_78_405",0.4355465253409
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.363959005163334
"Q9NRY4_IDR_1442_1499",0.297270728824064
"Q9NRY4_IDR_952_1117",0.338770266012602
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.328091317943534
"Q9NS68_IDR_194_423",0.350915062245453
"Q9NS68_IDR_96_189",0.320993619811013
"Q9NS69_IDR_108_142",0.495796813741299
"Q9NS69_IDR_1_41",0.504203186258701
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.43621990219694
"Q9NS87_IDR_601_712",0.563780097803059
"Q9NS91_IDR_359_495",0.546149870407677
"Q9NS91_IDR_99_241",0.453850129592323
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.453690674530687
"Q9NSI8_IDR_305_335",0.546309325469313
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.491775789194654
"Q9NST1_IDR_404_481",0.508224210805346
"Q9NSV4_IDR_1022_1179",0.395457267493133
"Q9NSV4_IDR_1_112",0.300463049174861
"Q9NSV4_IDR_549_600",0.304079683332006
"Q9NSY0_IDR_1_35",0.487410608110887
"Q9NSY0_IDR_387_418",0.512589391889113
"Q9NSY1_IDR_1_37",0.377980058304141
"Q9NSY1_IDR_326_1111",0.622019941695859
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.252310579048357
"Q9NT99_IDR_459_491",0.257022984941257
"Q9NT99_IDR_496_552",0.27591187346486
"Q9NT99_IDR_620_693",0.214754562545525
"Q9NTG1_IDR_1_42",0.438175815897136
"Q9NTZ6_IDR_392_426",0.502522254238352
"Q9NTZ6_IDR_92_222",0.497477745761648
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.498006428819806
"Q9NU39_IDR_185_408",0.501993571180194
"Q9NUA8_IDR_129_237",0.410970847653254
"Q9NUA8_IDR_614_733",0.589029152346745
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.498561341674257
"Q9NUB4_IDR_89_122",0.501438658325743
"Q9NUC0_IDR_1_75",0.510614793157052
"Q9NUC0_IDR_208_253",0.489385206842948
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.472564614494952
"Q9NUE0_IDR_353_388",0.527435385505047
"Q9NUG4_IDR_1_37",0.385612109086048
"Q9NUG4_IDR_160_295",0.285348137143395
"Q9NUG4_IDR_370_409",0.329039753770557
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.498140247282127
"Q9NUY8_IDR_512_544",0.501859752717873
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.359836292025348
"Q9NV58_IDR_400_436",0.340097437826613
"Q9NV58_IDR_463_838",0.300066270148039
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.497317614733974
"Q9NV66_IDR_319_352",0.502682385266026
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.534823237640405
"Q9NVP1_IDR_1_173",0.610598993260561
"Q9NVP1_IDR_626_670",0.389401006739439
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
